plant_code,product_code,produce_date,volume
1755,Z9234675018,1,2
1755,Z9234675018,2,2
1755,Z9234675018,3,2
1755,X3614950728,1,2
1755,X3614950728,2,2
1755,X3614950728,3,2
1755,G1372684095,1,2
1755,G1372684095,2,2
1755,G1372684095,3,2
1755,E2750948361,1,2
1755,E2750948361,2,2
1755,E2750948361,3,2
1755,S8641372590,1,2
1755,S8641372590,2,2
1755,S8641372590,3,2
1755,C4201386579,1,2
1755,C4201386579,2,2
1755,C4201386579,3,2
1755,Q9741630258,1,2
1755,Q9741630258,2,2
1755,Q9741630258,3,2
1755,W2837169450,1,2
1755,W2837169450,2,2
1755,W2837169450,3,2
1755,E2049165378,1,2
1755,E2049165378,2,2
1755,E2049165378,3,2
1755,Y9034267851,1,2
1755,Y9034267851,2,2
1755,Y9034267851,3,2
1755,I6379042518,1,2
1755,I6379042518,2,2
1755,I6379042518,3,2
1755,A9710684325,1,2
1755,A9710684325,2,2
1755,A9710684325,3,2
1755,V4386051279,1,2
1755,V4386051279,2,2
1755,V4386051279,3,2
1755,Z6079245831,1,2
1755,Z6079245831,2,2
1755,Z6079245831,3,2
1755,Y8920647513,1,2
1755,Y8920647513,2,2
1755,Y8920647513,3,2
1755,A0346921587,1,2
1755,A0346921587,2,2
1755,A0346921587,3,2
1755,K2178436059,1,2
1755,K2178436059,2,2
1755,K2178436059,3,2
1755,D4862715309,1,2
1755,D4862715309,2,2
1755,D4862715309,3,2
1755,C9482703615,1,2
1755,C9482703615,2,2
1755,C9482703615,3,2
1755,T2017496385,1,2
1755,T2017496385,2,2
1755,T2017496385,3,2
1755,N1825379640,1,2
1755,N1825379640,2,2
1755,N1825379640,3,2
1755,Z0459217386,1,2
1755,Z0459217386,2,2
1755,Z0459217386,3,2
1755,I3147258690,1,2
1755,I3147258690,2,2
1755,I3147258690,3,2
1755,O2653418970,1,2
1755,O2653418970,2,2
1755,O2653418970,3,2
1755,P4076582913,1,2
1755,P4076582913,2,2
1755,P4076582913,3,2
1755,H9801745326,1,2
1755,H9801745326,2,2
1755,H9801745326,3,2
1755,V0572684931,1,2
1755,V0572684931,2,2
1755,V0572684931,3,2
1755,Y7683054912,1,2
1755,Y7683054912,2,2
1755,Y7683054912,3,2
1755,G5264389170,1,2
1755,G5264389170,2,2
1755,G5264389170,3,2
1755,P5230861794,1,2
1755,P5230861794,2,2
1755,P5230861794,3,2
1755,X7813952406,1,2
1755,X7813952406,2,2
1755,X7813952406,3,2
1755,V7642059831,1,2
1755,V7642059831,2,2
1755,V7642059831,3,2
1755,C5931270864,1,2
1755,C5931270864,2,2
1755,C5931270864,3,2
1755,F7503486921,1,2
1755,F7503486921,2,2
1755,F7503486921,3,2
1755,U8214037695,1,2
1755,U8214037695,2,2
1755,U8214037695,3,2
1755,O7465921308,1,2
1755,O7465921308,2,2
1755,O7465921308,3,2
1755,R5064891372,1,2
1755,R5064891372,2,2
1755,R5064891372,3,2
1755,N5413890627,1,2
1755,N5413890627,2,2
1755,N5413890627,3,2
1755,F0127359864,1,2
1755,F0127359864,2,2
1755,F0127359864,3,2
1755,F6782315094,1,2
1755,F6782315094,2,2
1755,F6782315094,3,2
1755,K9138245067,1,2
1755,K9138245067,2,2
1755,K9138245067,3,2
1755,T8073295461,1,2
1755,T8073295461,2,2
1755,T8073295461,3,2
1755,J0765128943,1,2
1755,J0765128943,2,2
1755,J0765128943,3,2
1755,B8605237149,1,2
1755,B8605237149,2,2
1755,B8605237149,3,2
1755,S2386479105,1,2
1755,S2386479105,2,2
1755,S2386479105,3,2
1755,I8541763902,1,2
1755,I8541763902,2,2
1755,I8541763902,3,2
1755,Y4278316590,1,2
1755,Y4278316590,2,2
1755,Y4278316590,3,2
1755,V9178542036,1,2
1755,V9178542036,2,2
1755,V9178542036,3,2
1755,S7314920865,1,2
1755,S7314920865,2,2
1755,S7314920865,3,2
1755,U0351867429,1,2
1755,U0351867429,2,2
1755,U0351867429,3,2
1755,X2967540318,1,2
1755,X2967540318,2,2
1755,X2967540318,3,2
1755,U1859604723,1,2
1755,U1859604723,2,2
1755,U1859604723,3,2
1755,P2807364591,1,2
1755,P2807364591,2,2
1755,P2807364591,3,2
1755,E3807516924,1,2
1755,E3807516924,2,2
1755,E3807516924,3,2
1755,C1764890325,1,2
1755,C1764890325,2,2
1755,C1764890325,3,2
1755,C6531807924,1,2
1755,C6531807924,2,2
1755,C6531807924,3,2
1755,X9024876531,1,2
1755,X9024876531,2,2
1755,X9024876531,3,2
1755,U1203658497,1,2
1755,U1203658497,2,2
1755,U1203658497,3,2
1755,F3708249156,1,2
1755,F3708249156,2,2
1755,F3708249156,3,2
1755,L5279601843,1,2
1755,L5279601843,2,2
1755,L5279601843,3,2
1755,H2863907514,1,2
1755,H2863907514,2,2
1755,H2863907514,3,2
1755,J2075816934,1,2
1755,J2075816934,2,2
1755,J2075816934,3,2
1755,D1687094325,1,2
1755,D1687094325,2,2
1755,D1687094325,3,2
1755,Y7538192640,1,2
1755,Y7538192640,2,2
1755,Y7538192640,3,2
1755,Z6870594312,1,2
1755,Z6870594312,2,2
1755,Z6870594312,3,2
1755,X5872316409,1,2
1755,X5872316409,2,2
1755,X5872316409,3,2
