day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty
3,8824,F2850946,R0163295874,1,19.9,31.0
2,8824,F2850946,A9617543820,2,14.0,101.0
3,2148,F2850946,J1076594328,3,14.0,63.0
3,2148,F2850946,V2651380497,4,14.0,82.0
3,9418,F2850946,P8643520971,5,19.9,74.0
3,9418,F2850946,Z4350792861,6,14.0,31.0
3,8824,F2850946,R0163295874,7,19.9,79.0
3,9418,F2850946,F7698052341,8,14.0,46.0
3,8824,S3617094,A9617543820,9,19.9,117.0
3,9418,F2850946,K0751483692,10,14.0,96.0
3,9418,F2850946,M4389012567,11,14.0,86.0
3,9418,F2850946,P0865213974,12,19.9,86.0
3,9418,F2850946,F5839721046,13,19.9,71.0
3,8824,S3617094,A7491280653,14,14.0,69.0
3,9418,F2850946,I1029583647,15,14.0,55.0
2,9418,S3617094,V1748932605,16,19.9,54.0
2,9418,S3617094,Z6529401783,16,19.9,49.0
3,9418,S3617094,Z6529401783,17,14.0,66.0
2,9418,F2850946,T6039824715,18,14.0,43.0
2,9418,F2850946,F5839721046,18,14.0,14.0
2,9418,F2850946,T6039824715,19,14.0,43.0
2,9418,F2850946,F5839721046,19,14.0,14.0
2,9418,F2850946,F5839721046,20,14.0,12.0
2,9418,F2850946,Z5946728301,20,14.0,7.0
2,9418,F2850946,P0865213974,20,14.0,9.0
2,9418,F2850946,X3619870524,20,14.0,40.0
2,9418,S3617094,A2795643801,21,14.0,72.0
3,9418,S3617094,A2795643801,22,19.9,20.0
3,2148,F2850946,N9071825643,23,19.9,90.0
3,2148,F2850946,S0852697431,24,14.0,51.0
3,2148,F2850946,O9706283154,25,14.0,46.0
3,2148,F2850946,Y5286107934,26,14.0,34.0
2,8824,F2850946,Z5946728301,27,19.9,73.0
3,9418,F2850946,F7698052341,28,19.9,73.0
3,9418,S3617094,N3972405618,29,14.0,72.0
3,2148,F2850946,N9825347106,30,14.0,69.0
3,2148,F2850946,P2517693084,31,19.9,65.0
2,2148,F2850946,N9071825643,32,14.0,29.0
