day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
2,2148,F2850946,32,14.0,29.0,160,100,63.800000000000004
2,8824,F2850946,2,14.0,101.0,160,100,141.39999999999998
2,8824,F2850946,27,19.9,73.0,199,142,197.10000000000002
2,9418,F2850946,18,14.0,57.0,160,100,138.1
2,9418,F2850946,19,14.0,57.0,160,100,138.1
2,9418,F2850946,20,14.0,68.0,160,100,137.2
2,9418,S3617094,16,19.9,103.0,199,142,198.7
2,9418,S3617094,21,14.0,72.0,160,100,158.4
3,2148,F2850946,3,14.0,63.0,160,100,119.69999999999999
3,2148,F2850946,4,14.0,82.0,160,100,114.8
3,2148,F2850946,23,19.9,90.0,199,142,198.00000000000003
3,2148,F2850946,24,14.0,51.0,160,100,142.79999999999998
3,2148,F2850946,25,14.0,46.0,160,100,59.800000000000004
3,2148,F2850946,26,14.0,34.0,160,100,57.8
3,2148,F2850946,30,14.0,69.0,160,100,96.6
3,2148,F2850946,31,19.9,65.0,199,142,188.5
3,8824,F2850946,1,19.9,31.0,199,142,77.5
3,8824,F2850946,7,19.9,79.0,199,142,197.5
3,8824,S3617094,9,19.9,117.0,199,142,163.79999999999998
3,8824,S3617094,14,14.0,69.0,160,100,124.2
3,9418,F2850946,5,19.9,74.0,199,142,192.4
3,9418,F2850946,6,14.0,31.0,160,100,58.9
3,9418,F2850946,8,14.0,46.0,160,100,124.2
3,9418,F2850946,10,14.0,96.0,160,100,144.0
3,9418,F2850946,11,14.0,86.0,160,100,129.0
3,9418,F2850946,12,19.9,86.0,199,142,197.79999999999998
3,9418,F2850946,13,19.9,71.0,199,142,198.79999999999998
3,9418,F2850946,15,14.0,55.0,160,100,148.5
3,9418,F2850946,28,19.9,73.0,199,142,197.10000000000002
3,9418,S3617094,17,14.0,66.0,160,100,85.8
3,9418,S3617094,22,19.9,20.0,199,142,44.0
3,9418,S3617094,29,14.0,72.0,160,100,100.8
