plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
4073,2,K6150237,1,17.0,6.0,112,64,12.6
4073,5,X3502948,1,17.0,4.0,112,64,8.4
4073,6,Q2719850,1,17.0,10.0,112,64,12.0
4073,7,X0986417,1,6.7,8.0,67,43,9.6
9279,1,Q2719850,1,17.0,8.0,112,64,16.8
9279,3,X0781965,1,18.7,8.0,127,74,16.8
9279,4,S7459820,1,10.7,13.0,90,50,27.3
4073,2,K6150237,1,17.0,16.0,112,64,19.2
4073,5,X3502948,1,17.0,14.0,112,64,16.8
4073,6,Q2719850,1,17.0,21.0,112,64,29.4
4073,7,X0986417,1,6.7,21.0,67,43,29.4
9279,1,Q2719850,1,17.0,15.0,112,64,22.5
9279,3,X0781965,1,18.7,8.0,127,74,20.0
9279,4,S7459820,1,10.7,6.0,90,50,18.0
4073,2,K6150237,1,17.0,18.0,112,64,28.8
4073,5,X3502948,1,17.0,17.0,112,64,23.8
4073,6,Q2719850,1,17.0,14.0,112,64,15.400000000000002
4073,7,X0986417,1,6.7,25.0,67,43,27.500000000000004
9279,1,Q2719850,1,17.0,14.0,112,64,35.0
9279,3,X0781965,1,18.7,15.0,127,74,39.0
9279,4,S7459820,1,10.7,9.0,90,50,9.9
4073,2,K6150237,1,17.0,6.0,112,64,6.6000000000000005
4073,5,X3502948,1,17.0,18.0,112,64,28.8
4073,6,Q2719850,1,17.0,20.0,112,64,28.0
8541,7,K6150237,2,18.7,17.0,127,74,35.7
9279,1,Q2719850,1,17.0,9.0,112,64,23.4
9279,3,X0781965,1,18.7,22.0,127,74,24.200000000000003
9279,4,S7459820,1,10.7,11.0,90,50,31.9
4073,2,K6150237,1,17.0,17.0,112,64,23.8
4073,4,F0245783,2,18.7,8.0,127,74,9.6
4073,5,X3502948,1,17.0,12.0,112,64,13.2
4073,6,Q2719850,1,17.0,19.0,112,64,26.6
8541,7,K6150237,2,18.7,24.0,127,74,28.8
9279,1,Q2719850,1,17.0,12.0,112,64,13.2
9279,3,X0781965,1,18.7,9.0,127,74,26.1
4073,2,K6150237,1,17.0,15.0,112,64,21.0
4073,3,C2473610,2,18.7,5.0,127,74,10.5
4073,4,F0245783,2,18.7,12.0,127,74,16.799999999999997
4073,5,X3502948,1,17.0,4.0,112,64,5.6
8541,1,O2385174,2,17.0,1.0,112,64,2.1
8541,7,K6150237,2,18.7,2.0,127,74,5.2
9279,6,X0781965,2,17.0,9.0,112,64,18.9
4073,3,C2473610,2,18.7,16.0,127,74,19.2
4073,4,F0245783,2,18.7,15.0,127,74,24.0
4073,5,X3502948,1,17.0,11.0,112,64,15.4
8541,1,O2385174,2,17.0,12.0,112,64,14.4
8541,7,K6150237,2,18.7,12.0,127,74,30.0
9279,2,K6150237,2,17.0,14.0,112,64,29.4
9279,6,X0781965,2,17.0,7.0,112,64,21.0
4073,3,C2473610,2,18.7,9.0,127,74,12.6
4073,4,F0245783,2,18.7,18.0,127,74,28.8
4073,5,M4317698,2,10.7,10.0,90,50,12.0
8541,1,O2385174,2,17.0,10.0,112,64,14.0
