client_code,product_code,day,volume
F0245783,E3721640589,1,0
Z7890361,K6813045297,1,0
A4193865,D2419583607,1,0
A4193865,E3721640589,1,0
C0239845,P2501468793,1,0
Q7621893,H9486237510,1,0
G3672419,K6813045297,1,3
X3502948,C8140629735,1,0
L0683574,F4157086932,1,0
F0245783,L1379420586,1,0
X3502948,B2509481736,1,3
N0871243,P2501468793,1,0
O2385174,Z4176285930,1,0
X3502948,T7162394805,1,0
O9738152,T7162394805,1,0
S7459820,D8679315204,1,0
X0781965,C8140629735,1,0
A0436291,K6813045297,1,4
O9738152,B2509481736,1,0
X0986417,K6813045297,1,0
M4317698,B2509481736,1,0
Q2719850,B0791645283,1,2
C0239845,F4157086932,1,0
Z7198653,B0791645283,1,0
G1740695,D4173690582,1,0
K6150237,C8140629735,1,0
M4317698,C8140629735,1,7
L8967410,L1379420586,1,0
Q7621893,B2509481736,1,2
L8967410,P2501468793,1,0
S7459820,P2501468793,1,0
F0245783,B0791645283,1,1
O7381025,B0791645283,1,1
M4317698,D2419583607,1,0
X0781965,F4157086932,1,0
C0239845,K6813045297,1,0
K6150237,K6813045297,1,2
O7381025,Z4176285930,1,0
C2473610,K6813045297,1,3
F0245783,C8140629735,1,0
N0871243,T7162394805,1,0
F6538029,B2509481736,1,1
Z7198653,C8140629735,1,0
A4193865,T7162394805,1,0
O9738152,Z4176285930,1,2
O2385174,H9486237510,1,0
X6130248,D8679315204,1,0
C2473610,D8679315204,1,0
C0239845,T7162394805,1,7
C2473610,L1379420586,1,0
C2473610,P2501468793,1,0
K6150237,B2509481736,1,0
X6130248,K6813045297,1,5
X0986417,D2419583607,1,3
O9738152,D4173690582,1,1
G3672419,T7162394805,1,0
Z7890361,Z4176285930,1,0
L8967410,D4173690582,1,0
A4193865,F4157086932,1,0
Z7890361,H5189263407,1,0
N0871243,C8140629735,1,0
G1740695,U6219375840,1,0
Z7890361,C8140629735,1,0
Q2719850,Z4176285930,1,0
A0436291,U6219375840,1,0
C0239845,D4173690582,1,0
N0871243,B2509481736,1,1
X0781965,B2509481736,1,0
A0436291,H9486237510,1,8
C0239845,U6219375840,1,0
X0986417,H5189263407,1,0
Z7198653,H5189263407,1,0
L8967410,E3721640589,1,0
F0245783,T7162394805,1,8
G3672419,B0791645283,1,0
A0436291,B2509481736,1,0
X3502948,H5189263407,1,1
X0986417,D4173690582,1,0
K6150237,T7162394805,1,0
C0239845,E3721640589,1,0
T3529780,B0791645283,1,0
T3529780,D2419583607,1,1
G3672419,C8140629735,1,0
A0436291,Z4176285930,1,0
A0436291,H5189263407,1,0
Q7621893,K6813045297,1,19
O7381025,C8140629735,1,0
L0683574,D4173690582,1,0
Q2719850,U6219375840,1,0
Z7890361,P2501468793,1,0
N0871243,E3721640589,1,6
G1740695,C8140629735,1,1
G3672419,D8679315204,1,0
Z7890361,T7162394805,1,13
F0245783,B2509481736,1,1
G3672419,P2501468793,1,0
O2385174,P2501468793,1,0
A4193865,P2501468793,1,4
X3502948,D2419583607,1,0
Q7621893,F4157086932,1,0
C0239845,D8679315204,1,1
F6538029,B0791645283,1,3
O9738152,D2419583607,1,0
Q2719850,D4173690582,1,0
F6538029,D2419583607,1,0
C2473610,C8140629735,1,0
A4193865,D4173690582,1,0
Z7198653,E3721640589,1,0
X3502948,F4157086932,1,0
Q7621893,P2501468793,1,0
M4317698,H5189263407,1,0
M4317698,D4173690582,1,0
L0683574,B0791645283,1,2
M4317698,H9486237510,1,0
G3672419,E3721640589,1,1
Z7198653,P2501468793,1,0
Q2719850,H5189263407,1,0
F6538029,D8679315204,1,0
G1740695,P2501468793,1,0
S7459820,F4157086932,1,0
X0986417,D8679315204,1,0
N0871243,D2419583607,1,0
L8967410,C8140629735,1,0
Z7198653,Z4176285930,1,0
X0986417,Z4176285930,1,9
X6130248,T7162394805,1,0
G3672419,H9486237510,1,0
C2473610,H9486237510,1,0
X3502948,K6813045297,1,0
S7459820,L1379420586,1,0
O7381025,F4157086932,1,0
X0986417,P2501468793,1,0
O2385174,C8140629735,1,0
Q2719850,L1379420586,1,0
Q2719850,P2501468793,1,0
Q7621893,D4173690582,1,0
S7459820,H5189263407,1,11
M4317698,Z4176285930,1,0
O7381025,D2419583607,1,0
Q7621893,U6219375840,1,0
X6130248,B0791645283,1,0
Z7890361,D2419583607,1,0
X6130248,Z4176285930,1,0
X6130248,H5189263407,1,0
O2385174,D8679315204,1,11
K6150237,B0791645283,1,3
O7381025,L1379420586,1,0
Q2719850,B2509481736,1,0
L8967410,T7162394805,1,3
X6130248,C8140629735,1,0
M4317698,P2501468793,1,0
Q7621893,E3721640589,1,0
T3529780,P2501468793,1,0
T3529780,F4157086932,1,10
G1740695,F4157086932,1,19
X3502948,D4173690582,1,0
M4317698,B0791645283,1,15
Q2719850,D8679315204,1,0
A4193865,B2509481736,1,0
Z7890361,B0791645283,1,3
O9738152,K6813045297,1,0
