day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
1,9279,Q2719850,K6813045297,1,17.0,8.0,2.1,112,64,16.8
1,9279,Q2719850,U6219375840,1,17.0,15.0,1.5,112,64,22.5
1,9279,Q2719850,T7162394805,1,17.0,14.0,2.5,112,64,35.0
1,9279,Q2719850,B0791645283,1,17.0,9.0,2.6,112,64,23.4
1,9279,Q2719850,Z4176285930,1,17.0,12.0,1.1,112,64,13.2
1,8541,O2385174,K6813045297,2,17.0,1.0,2.1,112,64,2.1
1,8541,O2385174,D4173690582,2,17.0,12.0,1.2,112,64,14.4
1,8541,O2385174,P2501468793,2,17.0,10.0,1.4,112,64,14.0
1,8541,O2385174,H9486237510,2,17.0,17.0,1.6,112,64,27.200000000000003
1,8541,O2385174,U6219375840,2,17.0,10.0,1.5,112,64,15.0
1,8541,O2385174,Z4176285930,2,17.0,19.0,1.1,112,64,20.9
1,8541,O2385174,F4157086932,2,17.0,13.0,1.4,112,64,18.2
1,4073,S7459820,D4173690582,3,18.7,14.0,1.2,127,74,16.8
1,4073,S7459820,P2501468793,3,18.7,20.0,1.4,127,74,28.0
1,4073,S7459820,H9486237510,3,18.7,20.0,1.6,127,74,32.0
1,4073,S7459820,C8140629735,3,18.7,2.0,1.6,127,74,3.2
1,4073,S7459820,Z4176285930,3,18.7,7.0,1.1,127,74,7.700000000000001
1,4073,S7459820,F4157086932,3,18.7,16.0,1.4,127,74,22.4
1,4073,S7459820,H5189263407,3,18.7,12.0,1.4,127,74,16.799999999999997
1,4073,G3672419,D4173690582,4,10.7,14.0,1.2,90,50,16.8
1,4073,G3672419,P2501468793,4,10.7,12.0,1.4,90,50,16.799999999999997
1,4073,G3672419,Z4176285930,4,10.7,25.0,1.1,90,50,27.500000000000004
1,4073,G3672419,F4157086932,4,10.7,20.0,1.4,90,50,28.0
1,4073,Q7621893,D4173690582,5,18.7,16.0,1.2,127,74,19.2
1,4073,Q7621893,P2501468793,5,18.7,18.0,1.4,127,74,25.2
1,4073,Q7621893,H9486237510,5,18.7,4.0,1.6,127,74,6.4
