day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
2,4042,W3192768,Y6812470953,1,18.3,45.0,2.2,101,68,99.00000000000001
2,4042,W3192768,Y6812470953,2,18.3,45.0,2.2,101,68,99.00000000000001
2,4042,W3192768,Y6812470953,3,6.2,25.0,2.2,73,53,55.00000000000001
2,4042,O5906271,D8247591036,4,18.3,50.0,1.6,101,68,80.0
2,4042,C5380269,Y6812470953,5,18.3,45.0,2.2,101,68,99.00000000000001
2,4042,C5380269,Y6812470953,6,18.3,41.0,2.2,101,68,90.2
2,4042,H7613429,A0469873215,7,18.3,77.0,1.2,101,68,92.39999999999999
2,4042,P7560314,R2574180369,8,18.3,66.0,1.5,101,68,99.0
2,4042,C5380269,A0469873215,9,6.2,36.0,1.2,73,53,43.199999999999996
2,4042,F3980527,Y6812470953,10,18.3,18.0,2.2,101,68,39.6
2,4042,L0792451,Y6812470953,11,18.3,17.0,2.2,101,68,37.400000000000006
1,7808,E2748035,F9534628071,12,18.3,42.0,2.4,101,68,100.8
1,7808,N6473128,X8601953274,13,18.3,43.0,2.3,101,68,98.89999999999999
1,7808,N6473128,X8601953274,14,18.3,43.0,2.3,101,68,98.89999999999999
3,7808,I9048356,F9534628071,15,18.3,18.0,2.4,101,68,43.199999999999996
2,7808,S7140598,F9534628071,16,18.3,42.0,2.4,101,68,100.8
3,7808,W3192768,F9534628071,17,18.3,42.0,2.4,101,68,100.8
3,7808,F3980527,H9218357640,18,18.3,84.0,1.1,101,68,92.4
3,7808,C5380269,H9218357640,19,18.3,77.0,1.1,101,68,84.7
2,4042,S7140598,A0469873215,20,18.3,84.0,1.2,101,68,100.8
2,4042,K4719368,A0469873215,21,6.2,45.0,1.2,73,53,54.0
3,7808,P7560314,H9218357640,22,18.3,72.0,1.1,101,68,79.2
2,7808,K5713298,X8601953274,23,18.3,43.0,2.3,101,68,98.89999999999999
2,7808,K5713298,X8601953274,24,18.3,18.0,2.3,101,68,41.4
1,7808,P7560314,X8601953274,25,6.2,31.0,2.3,73,53,71.3
2,7808,L0792451,X8601953274,26,18.3,43.0,2.3,101,68,98.89999999999999
2,4042,O5906271,A0469873215,27,18.3,33.0,1.2,101,68,39.6
2,7808,N6473128,F9534628071,28,18.3,42.0,2.4,101,68,100.8
2,7808,N6473128,F9534628071,29,6.2,23.0,2.4,73,53,55.199999999999996
1,7808,P7560314,A5912407368,30,6.2,45.0,1.2,73,53,54.0
2,7808,E2748035,X8601953274,31,6.2,28.0,2.3,73,53,64.39999999999999
2,4042,P7560314,R2574180369,32,6.2,9.0,1.5,73,53,13.5
2,4042,P7560314,B5890312467,33,18.3,37.0,2.7,101,68,99.9
2,4042,O5906271,B5890312467,34,18.3,15.0,2.7,101,68,40.5
2,7808,H8963401,F9534628071,35,18.3,42.0,2.4,101,68,100.8
2,7808,N6473128,A5912407368,36,18.3,77.0,1.2,101,68,92.39999999999999
2,4042,K4719368,R2574180369,37,18.3,67.0,1.5,101,68,100.5
2,4042,K4719368,O6918537240,38,18.3,40.0,2.5,101,68,100.0
2,4042,O5906271,R2574180369,39,18.3,52.0,1.5,101,68,78.0
2,4042,D4650921,D8247591036,40,18.3,48.0,1.6,101,68,76.80000000000001
2,4042,E2748035,Y6812470953,41,18.3,45.0,2.2,101,68,99.00000000000001
2,7808,H8963401,X8601953274,42,18.3,37.0,2.3,101,68,85.1
1,7808,S7140598,F9534628071,43,6.2,12.0,2.4,73,53,28.799999999999997
2,7808,W3192768,F9534628071,44,6.2,12.0,2.4,73,53,28.799999999999997
1,7808,N6473128,H9218357640,45,18.3,47.0,1.1,101,68,51.7
1,7808,E2748035,X8601953274,46,18.3,43.0,2.3,101,68,98.89999999999999
2,4042,C5380269,B5890312467,47,18.3,9.0,2.7,101,68,24.3
2,4042,D4650921,W4063829715,48,18.3,43.0,2.3,101,68,98.89999999999999
2,4042,D4650921,W4063829715,49,18.3,14.0,2.3,101,68,32.199999999999996
2,4042,S7140598,W4063829715,50,6.2,31.0,2.3,73,53,71.3
2,4042,S7140598,W4063829715,51,6.2,31.0,2.3,73,53,71.3
2,4042,S7140598,W4063829715,52,6.2,24.0,2.3,73,53,55.199999999999996
2,4042,I9048356,W4063829715,53,18.3,43.0,2.3,101,68,98.89999999999999
2,4042,N5429160,W4063829715,54,6.2,26.0,2.3,73,53,59.8
2,7808,K4719368,X8601953274,55,6.2,29.0,2.3,73,53,66.69999999999999
1,7808,Y2017536,H9218357640,56,18.3,70.0,1.1,101,68,77.0
1,7808,H8963401,H9218357640,57,6.2,64.0,1.1,73,53,70.4
1,7808,D4650921,H9218357640,58,18.3,34.0,1.1,101,68,37.400000000000006
2,4042,H8963401,O6918537240,59,18.3,11.0,2.5,101,68,27.5
1,7808,K4719368,X8601953274,60,6.2,31.0,2.3,73,53,71.3
2,7808,N5429160,A5912407368,61,18.3,65.0,1.2,101,68,78.0
2,4042,C5380269,W4063829715,62,6.2,31.0,2.3,73,53,71.3
2,4042,D4650921,O6918537240,63,6.2,12.0,2.5,73,53,30.0
1,4042,W3192768,R2574180369,64,18.3,67.0,1.5,101,68,100.5
1,4042,W3192768,R2574180369,65,18.3,28.0,1.5,101,68,42.0
2,4042,F3980527,Y6812470953,66,6.2,33.0,2.2,73,53,72.60000000000001
1,4042,F3980527,F9534628071,67,6.2,28.0,2.4,73,53,67.2
2,4042,H7613429,O6918537240,68,18.3,40.0,2.5,101,68,100.0
2,4042,P7560314,B5890312467,69,18.3,37.0,2.7,101,68,99.9
2,4042,P7560314,B5890312467,70,6.2,27.0,2.7,73,53,72.9
