day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,4042,C5380269,79,6.2,41.0,73,53,65.60000000000001
1,4042,C5380269,166,6.2,14.0,73,53,33.6
1,4042,D4650921,109,18.3,45.0,101,68,99.00000000000001
1,4042,D4650921,110,18.3,9.0,101,68,19.8
1,4042,D4650921,165,6.2,14.0,73,53,32.199999999999996
1,4042,D4650921,228,6.2,24.0,73,53,36.0
1,4042,E2748035,118,18.3,40.0,101,68,100.0
1,4042,E2748035,160,18.3,32.0,101,68,73.6
1,4042,E2748035,256,18.3,43.0,101,68,98.89999999999999
1,4042,F3980527,67,6.2,28.0,73,53,67.2
1,4042,F3980527,213,18.3,42.0,101,68,100.8
1,4042,H8927543,103,18.3,67.0,101,68,100.5
1,4042,H8963401,88,18.3,63.0,101,68,100.80000000000001
1,4042,H8963401,89,6.2,22.0,73,53,35.2
1,4042,H8963401,90,18.3,84.0,101,68,100.8
1,4042,H8963401,91,18.3,40.0,101,68,100.0
1,4042,H8963401,92,6.2,15.0,73,53,37.5
1,4042,H8963401,258,6.2,41.0,73,53,61.5
1,4042,I9048356,227,6.2,26.0,73,53,70.2
1,4042,K4719368,83,6.2,29.0,73,53,72.5
1,4042,K4719368,168,6.2,7.0,73,53,16.8
1,4042,L0792451,196,18.3,45.0,101,68,99.00000000000001
1,4042,L0792451,197,18.3,33.0,101,68,72.60000000000001
1,4042,N5429160,74,6.2,50.0,73,53,60.0
1,4042,N5429160,100,18.3,67.0,101,68,100.5
1,4042,N5429160,232,6.2,15.0,73,53,22.5
1,4042,N6473128,125,18.3,23.0,101,68,50.6
1,4042,N6473128,206,18.3,45.0,101,68,99.00000000000001
1,4042,N6473128,252,18.3,45.0,101,68,99.00000000000001
1,4042,O5906271,159,18.3,37.0,101,68,99.9
1,4042,P4067128,86,6.2,27.0,73,53,72.9
1,4042,P7560314,84,6.2,24.0,73,53,52.800000000000004
1,4042,P7560314,133,18.3,45.0,101,68,99.00000000000001
1,4042,P7560314,134,18.3,45.0,101,68,99.00000000000001
1,4042,V1694528,107,18.3,84.0,101,68,100.8
1,4042,V1694528,108,18.3,13.0,101,68,15.6
1,4042,W3192768,64,18.3,67.0,101,68,100.5
1,4042,W3192768,65,18.3,28.0,101,68,42.0
1,4042,Y2017536,246,18.3,40.0,101,68,100.0
1,4042,Y2017536,247,18.3,17.0,101,68,42.5
1,4042,Z6015498,85,6.2,17.0,73,53,39.099999999999994
1,7808,C5380269,115,18.3,42.0,101,68,100.8
1,7808,C5380269,116,18.3,12.0,101,68,28.799999999999997
1,7808,D4650921,58,18.3,34.0,101,68,37.400000000000006
1,7808,E2748035,12,18.3,42.0,101,68,100.8
1,7808,E2748035,46,18.3,43.0,101,68,98.89999999999999
1,7808,E2748035,93,18.3,84.0,101,68,100.8
1,7808,H8963401,57,6.2,64.0,73,53,70.4
1,7808,I9048356,117,18.3,42.0,101,68,100.8
1,7808,K4719368,60,6.2,31.0,73,53,71.3
1,7808,K4719368,119,18.3,43.0,101,68,98.89999999999999
1,7808,N5429160,104,18.3,42.0,101,68,100.8
1,7808,N6473128,13,18.3,43.0,101,68,98.89999999999999
1,7808,N6473128,14,18.3,43.0,101,68,98.89999999999999
1,7808,N6473128,45,18.3,47.0,101,68,51.7
1,7808,O5906271,122,6.2,49.0,73,53,58.8
1,7808,O5906271,123,18.3,43.0,101,68,98.89999999999999
1,7808,O5906271,124,6.2,26.0,73,53,59.8
1,7808,P7560314,25,6.2,31.0,73,53,71.3
1,7808,P7560314,30,6.2,45.0,73,53,54.0
1,7808,S7140598,43,6.2,12.0,73,53,28.799999999999997
1,7808,Y2017536,56,18.3,70.0,101,68,77.0
2,4042,C5380269,5,18.3,45.0,101,68,99.00000000000001
2,4042,C5380269,6,18.3,41.0,101,68,90.2
2,4042,C5380269,9,6.2,36.0,73,53,43.199999999999996
2,4042,C5380269,47,18.3,9.0,101,68,24.3
2,4042,C5380269,62,6.2,31.0,73,53,71.3
2,4042,C5380269,76,18.3,43.0,101,68,98.89999999999999
2,4042,C5380269,269,6.2,6.0,73,53,15.0
2,4042,D4650921,40,18.3,48.0,101,68,76.80000000000001
2,4042,D4650921,48,18.3,43.0,101,68,98.89999999999999
2,4042,D4650921,49,18.3,14.0,101,68,32.199999999999996
2,4042,D4650921,63,6.2,12.0,73,53,30.0
2,4042,D4650921,223,6.2,30.0,73,53,69.0
2,4042,E2748035,41,18.3,45.0,101,68,99.00000000000001
2,4042,E2748035,77,18.3,43.0,101,68,98.89999999999999
2,4042,E2748035,80,6.2,41.0,73,53,49.199999999999996
2,4042,E2748035,113,18.3,37.0,101,68,99.9
2,4042,E2748035,114,18.3,5.0,101,68,13.5
2,4042,E2748035,178,18.3,63.0,101,68,100.80000000000001
2,4042,E2748035,179,18.3,7.0,101,68,11.200000000000001
2,4042,E2748035,216,18.3,40.0,101,68,100.0
2,4042,E2748035,251,18.3,50.0,101,68,75.0
2,4042,F3980527,10,18.3,18.0,101,68,39.6
2,4042,F3980527,66,6.2,33.0,73,53,72.60000000000001
2,4042,F3980527,205,18.3,45.0,101,68,99.00000000000001
2,4042,G5360129,98,18.3,37.0,101,68,99.9
2,4042,G5360129,99,18.3,37.0,101,68,99.9
2,4042,G5360129,249,18.3,40.0,101,68,100.0
2,4042,G5360129,250,18.3,21.0,101,68,52.5
2,4042,H7613429,7,18.3,77.0,101,68,92.39999999999999
2,4042,H7613429,68,18.3,40.0,101,68,100.0
2,4042,H7613429,75,18.3,45.0,101,68,99.00000000000001
2,4042,H7613429,255,18.3,43.0,101,68,98.89999999999999
2,4042,H8927543,111,18.3,45.0,101,68,99.00000000000001
2,4042,H8927543,112,18.3,3.0,101,68,6.6000000000000005
2,4042,H8927543,201,18.3,61.0,101,68,97.60000000000001
2,4042,H8927543,234,6.2,10.0,73,53,15.0
2,4042,H8963401,59,18.3,11.0,101,68,27.5
2,4042,H8963401,81,18.3,34.0,101,68,78.19999999999999
2,4042,I9048356,53,18.3,43.0,101,68,98.89999999999999
2,4042,I9048356,220,6.2,35.0,73,53,52.5
2,4042,I9048356,261,6.2,36.0,73,53,57.6
2,4042,I9048356,268,6.2,11.0,73,53,13.2
2,4042,K4719368,21,6.2,45.0,73,53,54.0
2,4042,K4719368,37,18.3,67.0,101,68,100.5
2,4042,K4719368,38,18.3,40.0,101,68,100.0
2,4042,K4719368,239,6.2,5.0,73,53,7.5
2,4042,K5713298,105,18.3,63.0,101,68,100.80000000000001
2,4042,K5713298,202,6.2,55.0,73,53,66.0
2,4042,K5713298,237,6.2,5.0,73,53,8.0
2,4042,L0792451,11,18.3,17.0,101,68,37.400000000000006
2,4042,N5429160,54,6.2,26.0,73,53,59.8
2,4042,N5429160,185,18.3,40.0,101,68,100.0
2,4042,N6473128,129,18.3,37.0,101,68,55.5
2,4042,N6473128,180,18.3,67.0,101,68,100.5
2,4042,O5906271,4,18.3,50.0,101,68,80.0
2,4042,O5906271,27,18.3,33.0,101,68,39.6
2,4042,O5906271,34,18.3,15.0,101,68,40.5
2,4042,O5906271,39,18.3,52.0,101,68,78.0
2,4042,O5906271,71,18.3,37.0,101,68,99.9
2,4042,O5906271,72,6.2,27.0,73,53,72.9
2,4042,P4067128,87,6.2,15.0,73,53,40.5
2,4042,P4067128,231,6.2,15.0,73,53,40.5
2,4042,P7560314,8,18.3,66.0,101,68,99.0
2,4042,P7560314,32,6.2,9.0,73,53,13.5
2,4042,P7560314,33,18.3,37.0,101,68,99.9
2,4042,P7560314,69,18.3,37.0,101,68,99.9
2,4042,P7560314,70,6.2,27.0,73,53,72.9
2,4042,P7560314,78,18.3,41.0,101,68,98.39999999999999
2,4042,P7560314,267,6.2,18.0,73,53,48.6
2,4042,S7140598,20,18.3,84.0,101,68,100.8
2,4042,S7140598,50,6.2,31.0,73,53,71.3
2,4042,S7140598,51,6.2,31.0,73,53,71.3
2,4042,S7140598,52,6.2,24.0,73,53,55.199999999999996
2,4042,S7140598,204,6.2,45.0,73,53,67.5
2,4042,V1694528,148,18.3,45.0,101,68,99.00000000000001
2,4042,V1694528,149,18.3,11.0,101,68,24.200000000000003
2,4042,V9360127,73,18.3,7.0,101,68,16.099999999999998
2,4042,V9360127,82,18.3,33.0,101,68,89.10000000000001
2,4042,W3192768,1,18.3,45.0,101,68,99.00000000000001
2,4042,W3192768,2,18.3,45.0,101,68,99.00000000000001
2,4042,W3192768,3,6.2,25.0,73,53,55.00000000000001
2,4042,Y2017536,243,18.3,43.0,101,68,98.89999999999999
2,4042,Y2017536,244,18.3,39.0,101,68,89.69999999999999
2,4042,Y2017536,245,18.3,64.0,101,68,76.8
2,4042,Y2017536,248,18.3,37.0,101,68,99.9
2,7808,E2748035,31,6.2,28.0,73,53,64.39999999999999
2,7808,E2748035,97,18.3,91.0,101,68,100.10000000000001
