day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty
2,4042,W3192768,Y6812470953,1,18.3,45.0
2,4042,W3192768,Y6812470953,2,18.3,45.0
2,4042,W3192768,Y6812470953,3,6.2,25.0
2,4042,O5906271,D8247591036,4,18.3,50.0
2,4042,C5380269,Y6812470953,5,18.3,45.0
2,4042,C5380269,Y6812470953,6,18.3,41.0
2,4042,H7613429,A0469873215,7,18.3,77.0
2,4042,P7560314,R2574180369,8,18.3,66.0
2,4042,C5380269,A0469873215,9,6.2,36.0
2,4042,F3980527,Y6812470953,10,18.3,18.0
2,4042,L0792451,Y6812470953,11,18.3,17.0
1,7808,E2748035,F9534628071,12,18.3,42.0
1,7808,N6473128,X8601953274,13,18.3,43.0
1,7808,N6473128,X8601953274,14,18.3,43.0
3,7808,I9048356,F9534628071,15,18.3,18.0
2,7808,S7140598,F9534628071,16,18.3,42.0
3,7808,W3192768,F9534628071,17,18.3,42.0
3,7808,F3980527,H9218357640,18,18.3,84.0
3,7808,C5380269,H9218357640,19,18.3,77.0
2,4042,S7140598,A0469873215,20,18.3,84.0
2,4042,K4719368,A0469873215,21,6.2,45.0
3,7808,P7560314,H9218357640,22,18.3,72.0
2,7808,K5713298,X8601953274,23,18.3,43.0
2,7808,K5713298,X8601953274,24,18.3,18.0
1,7808,P7560314,X8601953274,25,6.2,31.0
2,7808,L0792451,X8601953274,26,18.3,43.0
2,4042,O5906271,A0469873215,27,18.3,33.0
2,7808,N6473128,F9534628071,28,18.3,42.0
2,7808,N6473128,F9534628071,29,6.2,23.0
1,7808,P7560314,A5912407368,30,6.2,45.0
2,7808,E2748035,X8601953274,31,6.2,28.0
2,4042,P7560314,R2574180369,32,6.2,9.0
2,4042,P7560314,B5890312467,33,18.3,37.0
2,4042,O5906271,B5890312467,34,18.3,15.0
2,7808,H8963401,F9534628071,35,18.3,42.0
2,7808,N6473128,A5912407368,36,18.3,77.0
2,4042,K4719368,R2574180369,37,18.3,67.0
2,4042,K4719368,O6918537240,38,18.3,40.0
2,4042,O5906271,R2574180369,39,18.3,52.0
2,4042,D4650921,D8247591036,40,18.3,48.0
2,4042,E2748035,Y6812470953,41,18.3,45.0
2,7808,H8963401,X8601953274,42,18.3,37.0
1,7808,S7140598,F9534628071,43,6.2,12.0
2,7808,W3192768,F9534628071,44,6.2,12.0
1,7808,N6473128,H9218357640,45,18.3,47.0
1,7808,E2748035,X8601953274,46,18.3,43.0
2,4042,C5380269,B5890312467,47,18.3,9.0
2,4042,D4650921,W4063829715,48,18.3,43.0
2,4042,D4650921,W4063829715,49,18.3,14.0
2,4042,S7140598,W4063829715,50,6.2,31.0
2,4042,S7140598,W4063829715,51,6.2,31.0
2,4042,S7140598,W4063829715,52,6.2,24.0
2,4042,I9048356,W4063829715,53,18.3,43.0
2,4042,N5429160,W4063829715,54,6.2,26.0
2,7808,K4719368,X8601953274,55,6.2,29.0
1,7808,Y2017536,H9218357640,56,18.3,70.0
1,7808,H8963401,H9218357640,57,6.2,64.0
1,7808,D4650921,H9218357640,58,18.3,34.0
2,4042,H8963401,O6918537240,59,18.3,11.0
1,7808,K4719368,X8601953274,60,6.2,31.0
2,7808,N5429160,A5912407368,61,18.3,65.0
2,4042,C5380269,W4063829715,62,6.2,31.0
2,4042,D4650921,O6918537240,63,6.2,12.0
1,4042,W3192768,R2574180369,64,18.3,67.0
1,4042,W3192768,R2574180369,65,18.3,28.0
2,4042,F3980527,Y6812470953,66,6.2,33.0
1,4042,F3980527,F9534628071,67,6.2,28.0
2,4042,H7613429,O6918537240,68,18.3,40.0
2,4042,P7560314,B5890312467,69,18.3,37.0
2,4042,P7560314,B5890312467,70,6.2,27.0
2,4042,O5906271,B5890312467,71,18.3,37.0
2,4042,O5906271,B5890312467,72,6.2,27.0
2,4042,V9360127,W4063829715,73,18.3,7.0
1,4042,N5429160,A0469873215,74,6.2,50.0
2,4042,H7613429,Y6812470953,75,18.3,45.0
2,4042,C5380269,W4063829715,76,18.3,43.0
2,4042,E2748035,W4063829715,77,18.3,43.0
2,4042,P7560314,F9534628071,78,18.3,41.0
1,4042,C5380269,D8247591036,79,6.2,41.0
2,4042,E2748035,A0469873215,80,6.2,41.0
2,4042,H8963401,W4063829715,81,18.3,34.0
2,4042,V9360127,B5890312467,82,18.3,33.0
1,4042,K4719368,O6918537240,83,6.2,29.0
1,4042,P7560314,Y6812470953,84,6.2,24.0
1,4042,Z6015498,W4063829715,85,6.2,17.0
1,4042,P4067128,B5890312467,86,6.2,27.0
2,4042,P4067128,B5890312467,87,6.2,15.0
1,4042,H8963401,D8247591036,88,18.3,63.0
1,4042,H8963401,D8247591036,89,6.2,22.0
1,4042,H8963401,A0469873215,90,18.3,84.0
1,4042,H8963401,O6918537240,91,18.3,40.0
1,4042,H8963401,O6918537240,92,6.2,15.0
1,7808,E2748035,A5912407368,93,18.3,84.0
3,7808,C5380269,X8601953274,94,18.3,43.0
3,7808,C5380269,X8601953274,95,18.3,43.0
3,7808,C5380269,X8601953274,96,18.3,7.0
2,7808,E2748035,H9218357640,97,18.3,91.0
2,4042,G5360129,B5890312467,98,18.3,37.0
2,4042,G5360129,B5890312467,99,18.3,37.0
1,4042,N5429160,R2574180369,100,18.3,67.0
2,7808,K4719368,H9218357640,101,18.3,91.0
2,7808,K4719368,H9218357640,102,18.3,19.0
1,4042,H8927543,R2574180369,103,18.3,67.0
1,7808,N5429160,F9534628071,104,18.3,42.0
2,4042,K5713298,D8247591036,105,18.3,63.0
2,7808,I9048356,H9218357640,106,18.3,91.0
1,4042,V1694528,A0469873215,107,18.3,84.0
1,4042,V1694528,A0469873215,108,18.3,13.0
1,4042,D4650921,Y6812470953,109,18.3,45.0
1,4042,D4650921,Y6812470953,110,18.3,9.0
2,4042,H8927543,Y6812470953,111,18.3,45.0
2,4042,H8927543,Y6812470953,112,18.3,3.0
2,4042,E2748035,B5890312467,113,18.3,37.0
2,4042,E2748035,B5890312467,114,18.3,5.0
1,7808,C5380269,F9534628071,115,18.3,42.0
1,7808,C5380269,F9534628071,116,18.3,12.0
1,7808,I9048356,F9534628071,117,18.3,42.0
1,4042,E2748035,O6918537240,118,18.3,40.0
1,7808,K4719368,X8601953274,119,18.3,43.0
2,7808,P7560314,H9218357640,120,18.3,7.0
3,7808,H7613429,X8601953274,121,18.3,43.0
1,7808,O5906271,A5912407368,122,6.2,49.0
1,7808,O5906271,X8601953274,123,18.3,43.0
