product_code,standard_size
K0718462935,1.6
U5794312860,1.7
W0924573816,1.2
C3425869107,1.9
U3426907518,2.5
E4325198607,2.4
G3529410687,1.4
L0187425639,3.0
O7402583619,1.1
Z0178324596,1.9
G0769182453,1.6
Y9201763485,1.3
W1603592874,1.0
T5763410298,2.3
G8965470231,1.8
F5380792416,1.5
P0549613872,1.8
O5940813726,2.8
T9301274685,2.1
U0987635412,1.6
N0798536421,1.4
U0428956137,1.7
J9067281435,1.6
C5309461287,1.2
U6530241897,1.0
Q7301264985,2.3
P3619582740,2.4
U1756289430,2.2
U8324017965,2.0
A5429163780,1.4
F0752643198,1.1
G8542391076,2.3
W8019437265,1.6
H0391457682,2.2
E2475698301,2.4
H9750641328,1.4
L6043295178,2.2
N2683504791,2.0
E5024671839,1.5
Q2574639018,2.2
G8912035467,1.6
A4518076293,1.0
T5823704619,1.4
X0256187943,1.7
M3289651740,2.8
H6950718423,1.1
T2487301695,1.3
Z2604835971,1.7
I4850139276,1.3
C2940183657,2.9
Y5270396814,2.3
K1302695784,2.0
F4861205397,2.5
O1623847509,2.6
B5068372941,2.9
Q8216750394,1.2
D8562037491,2.5
F5176289043,1.3
W9573861042,1.6
X8219364075,2.5
