plant_code,product_code,volume
4009,K0718462935,107
4009,U5794312860,89
4009,W0924573816,54
4009,C3425869107,122
4009,U3426907518,102
4009,E4325198607,62
4009,G3529410687,91
4009,L0187425639,113
4009,O7402583619,135
4009,Z0178324596,102
4009,G0769182453,96
4009,Y9201763485,121
4009,W1603592874,78
4009,T5763410298,93
4009,G8965470231,108
4009,F5380792416,96
4009,P0549613872,126
4009,O5940813726,127
4009,T9301274685,150
4009,U0987635412,87
4009,N0798536421,67
4009,U0428956137,94
4009,J9067281435,73
4009,C5309461287,53
4009,U6530241897,131
4009,Q7301264985,65
4009,P3619582740,118
4009,U1756289430,75
4009,U8324017965,71
4009,A5429163780,86
4009,F0752643198,58
4009,G8542391076,121
4009,W8019437265,31
4009,H0391457682,50
4009,E2475698301,38
4009,H9750641328,72
4009,L6043295178,96
4009,N2683504791,99
4009,E5024671839,106
4009,Q2574639018,132
4009,G8912035467,58
4009,A4518076293,105
4009,T5823704619,76
4009,X0256187943,60
4009,M3289651740,70
4009,H6950718423,95
4009,T2487301695,90
4009,Z2604835971,66
4009,I4850139276,137
4009,C2940183657,98
4009,Y5270396814,75
4009,K1302695784,91
4009,F4861205397,54
4009,O1623847509,55
4009,B5068372941,128
4009,Q8216750394,128
4009,D8562037491,79
4009,F5176289043,79
4009,W9573861042,106
4009,X8219364075,74
9277,K0718462935,103
9277,U5794312860,60
9277,W0924573816,61
9277,C3425869107,70
9277,U3426907518,87
9277,E4325198607,71
9277,G3529410687,59
9277,L0187425639,77
9277,O7402583619,61
9277,Z0178324596,91
9277,G0769182453,82
9277,Y9201763485,87
9277,W1603592874,115
9277,T5763410298,96
9277,G8965470231,107
9277,F5380792416,132
9277,P0549613872,73
9277,O5940813726,98
9277,T9301274685,132
9277,U0987635412,80
9277,N0798536421,117
9277,U0428956137,39
9277,J9067281435,100
9277,C5309461287,78
9277,U6530241897,109
9277,Q7301264985,69
9277,P3619582740,130
9277,U1756289430,149
9277,U8324017965,121
9277,A5429163780,66
9277,F0752643198,93
9277,G8542391076,128
9277,W8019437265,71
9277,H0391457682,68
9277,E2475698301,47
9277,H9750641328,55
9277,L6043295178,94
9277,N2683504791,95
9277,E5024671839,73
9277,Q2574639018,82
9277,G8912035467,70
9277,A4518076293,62
9277,T5823704619,81
9277,X0256187943,123
9277,M3289651740,133
9277,H6950718423,55
9277,T2487301695,59
9277,Z2604835971,40
9277,I4850139276,95
9277,C2940183657,72
9277,Y5270396814,101
9277,K1302695784,64
9277,F4861205397,137
9277,O1623847509,76
9277,B5068372941,110
9277,Q8216750394,114
9277,D8562037491,93
9277,F5176289043,141
9277,W9573861042,107
9277,X8219364075,69
2721,K0718462935,130
2721,U5794312860,52
2721,W0924573816,104
2721,C3425869107,52
2721,U3426907518,87
2721,E4325198607,155
2721,G3529410687,120
2721,L0187425639,99
2721,O7402583619,81
2721,Z0178324596,120
2721,G0769182453,57
2721,Y9201763485,74
2721,W1603592874,80
2721,T5763410298,146
2721,G8965470231,79
2721,F5380792416,77
2721,P0549613872,100
2721,O5940813726,69
2721,T9301274685,53
2721,U0987635412,66
2721,N0798536421,114
2721,U0428956137,72
2721,J9067281435,116
2721,C5309461287,46
2721,U6530241897,98
2721,Q7301264985,124
2721,P3619582740,94
2721,U1756289430,80
2721,U8324017965,75
2721,A5429163780,75
2721,F0752643198,48
2721,G8542391076,87
2721,W8019437265,71
2721,H0391457682,99
2721,E2475698301,63
2721,H9750641328,68
2721,L6043295178,88
2721,N2683504791,68
2721,E5024671839,62
2721,Q2574639018,119
2721,G8912035467,34
2721,A4518076293,101
2721,T5823704619,44
2721,X0256187943,113
2721,M3289651740,59
2721,H6950718423,81
2721,T2487301695,76
2721,Z2604835971,84
2721,I4850139276,49
2721,C2940183657,89
2721,Y5270396814,132
2721,K1302695784,73
2721,F4861205397,98
2721,O1623847509,87
2721,B5068372941,106
2721,Q8216750394,78
2721,D8562037491,111
2721,F5176289043,52
2721,W9573861042,56
2721,X8219364075,131
2229,K0718462935,114
2229,U5794312860,63
2229,W0924573816,101
2229,C3425869107,77
2229,U3426907518,109
2229,E4325198607,118
2229,G3529410687,43
2229,L0187425639,71
2229,O7402583619,123
2229,Z0178324596,64
2229,G0769182453,96
2229,Y9201763485,137
2229,W1603592874,85
2229,T5763410298,56
2229,G8965470231,113
2229,F5380792416,90
2229,P0549613872,85
2229,O5940813726,92
2229,T9301274685,135
2229,U0987635412,36
2229,N0798536421,73
2229,U0428956137,94
2229,J9067281435,92
2229,C5309461287,52
2229,U6530241897,127
2229,Q7301264985,90
2229,P3619582740,65
2229,U1756289430,106
2229,U8324017965,47
2229,A5429163780,75
2229,F0752643198,80
2229,G8542391076,138
2229,W8019437265,40
2229,H0391457682,71
2229,E2475698301,53
2229,H9750641328,112
2229,L6043295178,116
2229,N2683504791,68
2229,E5024671839,113
2229,Q2574639018,112
2229,G8912035467,71
2229,A4518076293,79
2229,T5823704619,41
2229,X0256187943,112
2229,M3289651740,132
2229,H6950718423,137
2229,T2487301695,90
2229,Z2604835971,48
2229,I4850139276,78
2229,C2940183657,143
2229,Y5270396814,91
2229,K1302695784,96
2229,F4861205397,84
2229,O1623847509,104
2229,B5068372941,121
2229,Q8216750394,72
2229,D8562037491,50
2229,F5176289043,76
2229,W9573861042,88
2229,X8219364075,59
