product_code,standard_size
E5034786129,2.9
E7954201836,2.5
W3469520178,1.7
D6057984321,2.1
B2981760534,1.5
M9645021387,1.6
H7680194532,3.0
F9264813750,2.9
X3572801946,2.6
Q6504328917,1.9
S6720814953,2.2
D3170964258,2.8
W7860125349,1.4
B0251486739,2.5
Z3824796501,1.6
F4876219503,1.3
R2701683495,1.4
G6419378250,2.7
P3718605492,2.7
E6574190382,1.0
S9546810372,1.9
C8317640529,2.4
R7845012693,1.8
A7801645923,1.9
R6428359017,2.7
G4782069315,1.3
B2438901756,1.7
P4203965187,2.2
O6973420158,2.7
M7432698510,2.3
C7281369540,2.2
C6357408291,2.8
H7251940683,2.5
R6839172540,2.0
R0753169284,2.7
W4735081296,2.4
P7458932016,2.1
T8906431572,1.3
J8925674130,2.5
U4907621358,2.3
J6739520418,1.3
C5438691207,1.7
X4638019257,1.4
I3851260947,2.2
I4735162980,2.2
S0589236714,1.9
J3940152687,2.6
P4208671953,2.3
Q1743290586,1.1
T7821360495,1.0
M3215798604,2.3
U5297834061,2.0
P8012476935,2.1
F0746158239,2.7
U7598230641,1.7
A9473615082,2.4
