day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,2773,A6831295,54,16.2,57.0,154,110,153.9
1,2773,A6831295,55,16.2,2.0,154,110,5.4
1,2773,B6791825,103,16.2,49.0,154,110,142.1
1,2773,D1246593,262,9.7,41.0,91,67,65.60000000000001
1,2773,K6194203,13,9.7,30.0,91,67,39.0
1,2773,M4380619,369,16.2,83.0,154,110,132.8
1,2773,O2439617,36,16.2,107.0,154,110,149.79999999999998
1,2773,T2675438,113,16.2,57.0,154,110,153.9
1,2773,T2675438,132,9.7,62.0,91,67,80.60000000000001
1,2773,Y1547632,93,16.2,94.0,154,110,150.4
1,2773,Y1547632,393,9.7,65.0,91,67,84.5
1,4422,A3950264,316,16.2,51.0,154,110,153.0
1,4422,A6831295,295,16.2,69.0,154,110,151.8
1,4422,D5042698,139,16.2,50.0,154,110,150.0
1,4422,D5042698,219,12.0,48.0,120,67,105.60000000000001
1,4422,M4380619,106,9.7,53.0,91,67,90.1
1,4422,M4380619,365,16.2,85.0,154,110,153.0
1,4422,P5713092,88,16.2,53.0,154,110,153.7
1,4422,T2675438,92,16.2,23.0,154,110,50.6
1,4422,Y1547632,229,9.7,32.0,91,67,70.4
1,4422,Z2583109,259,16.2,51.0,154,110,153.0
1,5096,A3950264,153,9.7,17.0,91,67,39.099999999999994
1,5096,A6831295,42,16.2,64.0,154,110,153.6
1,5096,A6831295,91,9.7,38.0,91,67,38.0
1,5096,A6831295,131,16.2,68.0,154,110,136.0
1,5096,A6831295,233,9.7,16.0,91,67,41.6
1,5096,A6831295,305,16.2,59.0,154,110,153.4
1,5096,B6791825,201,16.2,63.0,154,110,126.0
1,5096,B6791825,439,9.7,34.0,91,67,81.6
1,5096,D1246593,412,12.0,54.0,120,67,113.4
1,5096,D1246593,463,9.7,4.0,91,67,9.2
1,5096,F3704659,98,12.0,49.0,120,67,112.69999999999999
1,5096,F3704659,343,9.7,20.0,91,67,40.0
1,5096,F3704659,450,9.7,20.0,91,67,52.0
1,5096,M4380619,94,12.0,82.0,120,67,106.60000000000001
1,5096,M4380619,355,16.2,103.0,154,110,133.9
1,5096,O2439617,211,9.7,53.0,91,67,53.0
1,5096,P5713092,105,9.7,37.0,91,67,88.8
1,5096,P5713092,118,16.2,14.0,154,110,36.4
1,5096,P5713092,180,9.7,80.0,91,67,88.0
1,5096,P5713092,203,9.7,61.0,91,67,79.3
1,5096,P5713092,345,9.7,11.0,91,67,25.299999999999997
1,5096,P5713092,358,12.0,98.0,120,67,98.0
1,5096,R3715408,299,16.2,61.0,154,110,122.0
1,5096,T2675438,35,16.2,95.0,154,110,133.0
1,5096,T2675438,297,16.2,64.0,154,110,153.6
1,5096,T2675438,321,9.7,45.0,91,67,45.0
1,5096,T2675438,411,9.7,55.0,91,67,60.50000000000001
1,5096,Y1547632,102,16.2,60.0,154,110,66.0
1,5096,Y1547632,158,9.7,6.0,91,67,11.399999999999999
1,5096,Y1547632,217,9.7,50.0,91,67,50.0
1,5096,Y1547632,223,9.7,41.0,91,67,45.1
1,5096,Y1547632,232,9.7,16.0,91,67,38.4
1,5096,Y1547632,292,16.2,73.0,154,110,153.3
1,5096,Z2583109,100,16.2,35.0,154,110,59.5
1,5096,Z2583109,147,9.7,32.0,91,67,67.2
1,5096,Z2583109,368,12.0,83.0,120,67,91.30000000000001
1,5096,Z5378692,428,12.0,45.0,120,67,117.0
2,2773,A3950264,437,12.0,38.0,120,67,102.60000000000001
2,2773,A6831295,218,16.2,50.0,154,110,130.0
2,2773,A6831295,312,16.2,57.0,154,110,153.9
2,2773,A6831295,426,16.2,46.0,154,110,133.4
2,2773,B6791825,205,9.7,60.0,91,67,78.0
2,2773,B6791825,296,12.0,68.0,120,67,108.80000000000001
2,2773,D1246593,268,16.2,110.0,154,110,154.0
2,2773,D1246593,453,9.7,15.0,91,67,40.5
2,2773,F3704659,363,16.2,88.0,154,110,140.8
2,2773,F3704659,371,12.0,82.0,120,67,106.60000000000001
2,2773,F3704659,422,9.7,50.0,91,67,55.00000000000001
2,2773,K6194203,135,16.2,59.0,154,110,153.4
2,2773,K6194203,417,16.2,52.0,154,110,135.20000000000002
2,2773,M4380619,12,16.2,57.0,154,110,153.9
2,2773,M4380619,257,16.2,57.0,154,110,153.9
2,2773,M4380619,331,12.0,37.0,120,67,107.3
2,2773,M4380619,399,9.7,61.0,91,67,67.10000000000001
2,2773,O2439617,23,9.7,77.0,91,67,84.7
2,2773,O2439617,25,16.2,53.0,154,110,153.7
2,2773,O2439617,370,12.0,82.0,120,67,106.60000000000001
2,2773,O2439617,410,16.2,55.0,154,110,148.5
2,2773,P5713092,24,16.2,20.0,154,110,54.0
2,2773,P5713092,178,16.2,87.0,154,110,121.8
2,2773,P5713092,409,9.7,56.0,91,67,72.8
2,2773,P5713092,441,9.7,32.0,91,67,41.6
2,2773,R3715408,150,9.7,31.0,91,67,80.60000000000001
2,2773,R3715408,237,9.7,1.0,91,67,2.7
2,2773,T2675438,9,16.2,50.0,154,110,135.0
2,2773,T2675438,306,9.7,58.0,91,67,75.4
2,2773,T2675438,307,12.0,58.0,120,67,92.80000000000001
2,2773,T2675438,461,9.7,7.0,91,67,18.2
2,2773,X7195624,315,16.2,52.0,154,110,150.79999999999998
2,2773,Y1547632,154,9.7,16.0,91,67,43.2
2,2773,Y1547632,303,16.2,59.0,154,110,153.4
2,2773,Y1547632,310,16.2,57.0,154,110,153.9
2,2773,Y1547632,333,12.0,36.0,120,67,97.2
2,2773,Z2583109,95,9.7,64.0,91,67,83.2
2,2773,Z2583109,159,9.7,4.0,91,67,11.6
2,2773,Z2583109,270,16.2,96.0,154,110,153.60000000000002
2,2773,Z2583109,322,12.0,43.0,120,67,116.10000000000001
2,2773,Z2583109,395,16.2,57.0,154,110,153.9
2,2773,Z2583109,396,16.2,5.0,154,110,13.5
2,2773,Z5378692,227,9.7,38.0,91,67,53.199999999999996
2,4422,A3950264,215,16.2,51.0,154,110,153.0
2,4422,A3950264,431,16.2,42.0,154,110,121.8
2,4422,A6831295,16,9.7,76.0,91,67,76.0
2,4422,A6831295,22,16.2,27.0,154,110,48.6
2,4422,A6831295,48,9.7,26.0,91,67,57.2
2,4422,A6831295,53,12.0,66.0,120,67,105.60000000000001
2,4422,A6831295,104,12.0,38.0,120,67,110.2
2,4422,A6831295,138,16.2,51.0,154,110,153.0
2,4422,A6831295,216,9.7,51.0,91,67,81.60000000000001
2,4422,A6831295,280,16.2,85.0,154,110,153.0
2,4422,A6831295,375,16.2,77.0,154,110,154.0
2,4422,A6831295,376,16.2,3.0,154,110,6.0
2,4422,B6791825,26,16.2,53.0,154,110,153.7
2,4422,B6791825,41,16.2,13.0,154,110,37.699999999999996
2,4422,B6791825,275,16.2,90.0,154,110,153.0
2,4422,B6791825,362,16.2,88.0,154,110,140.8
