day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,2701,B1837049,349,4.1,3.0,41,25,6.6000000000000005
1,2701,B1837049,648,4.1,25.0,41,25,40.0
1,2701,B1837049,664,4.1,12.0,41,25,20.4
1,2701,D4035967,104,14.7,34.0,101,63,98.6
1,2701,D4035967,408,14.7,45.0,101,63,99.00000000000001
1,2701,D4035967,539,4.1,12.0,41,25,26.400000000000002
1,2701,F5417283,466,14.7,50.0,101,63,85.0
1,2701,F8763015,602,14.7,45.0,101,63,99.00000000000001
1,2701,H9512347,574,14.7,59.0,101,63,100.3
1,2701,H9512347,606,14.7,45.0,101,63,99.00000000000001
1,2701,H9512347,682,4.1,4.0,41,25,8.4
1,2701,I9418326,535,4.1,16.0,41,25,27.2
1,2701,I9418326,573,14.7,59.0,101,63,100.3
1,2701,L0532184,175,14.7,38.0,101,63,98.8
1,2701,L0532184,294,14.7,38.0,101,63,98.8
1,2701,L0532184,295,14.7,4.0,101,63,10.4
1,2701,L0532184,331,4.1,21.0,41,25,35.699999999999996
1,2701,M7301296,380,8.4,28.0,76,55,61.60000000000001
1,2701,M7301296,387,14.7,101.0,101,63,101.0
1,2701,M7301296,497,8.4,38.0,76,55,64.6
1,2701,N3871542,375,14.7,34.0,101,63,98.6
1,2701,N3871542,631,14.7,34.0,101,63,98.6
1,2701,O6724089,63,14.7,48.0,101,63,100.80000000000001
1,2701,O6724089,359,14.7,59.0,101,63,100.3
1,2701,O6724089,525,14.7,30.0,101,63,78.0
1,2701,P2167850,57,14.7,48.0,101,63,100.80000000000001
1,2701,P2167850,166,14.7,34.0,101,63,98.6
1,2701,P2167850,674,4.1,6.0,41,25,6.0
1,2701,P2167850,684,4.1,2.0,41,25,4.2
1,2701,Q8390571,389,14.7,48.0,101,63,100.80000000000001
1,2701,Q8390571,460,14.7,45.0,101,63,99.00000000000001
1,2701,Q8390571,461,14.7,7.0,101,63,15.400000000000002
1,2701,Q8390571,660,4.1,13.0,41,25,33.800000000000004
1,2701,Q8390571,670,4.1,8.0,41,25,16.8
1,2701,R8567329,392,14.7,34.0,101,63,98.6
1,2701,R8567329,513,14.7,34.0,101,63,98.6
1,2701,R8567329,633,14.7,34.0,101,63,98.6
1,2701,T8305467,358,14.7,59.0,101,63,100.3
1,2701,U2538471,354,14.7,45.0,101,63,99.00000000000001
1,2701,U2538471,675,4.1,6.0,41,25,10.8
1,2701,U7185062,327,8.4,23.0,76,55,59.800000000000004
1,2701,U7185062,683,4.1,4.0,41,25,8.4
1,8730,B1837049,111,14.7,40.0,101,63,100.0
1,8730,B1837049,131,4.1,20.0,41,25,40.0
1,8730,B1837049,187,14.7,33.0,101,63,99.0
1,8730,B1837049,297,8.4,41.0,76,55,49.199999999999996
1,8730,B1837049,374,8.4,34.0,76,55,57.8
1,8730,B1837049,427,14.7,36.0,101,63,100.8
1,8730,B1837049,611,14.7,36.0,101,63,100.8
1,8730,B1837049,612,14.7,6.0,101,63,16.799999999999997
1,8730,D4035967,146,8.4,33.0,76,55,75.89999999999999
1,8730,D4035967,366,14.7,43.0,101,63,98.89999999999999
1,8730,D4035967,402,14.7,21.0,101,63,46.2
1,8730,D4035967,467,14.7,50.0,101,63,100.0
1,8730,F5417283,118,8.4,37.0,76,55,62.9
1,8730,F5417283,177,8.4,37.0,76,55,74.0
1,8730,F5417283,211,14.7,36.0,101,63,100.8
1,8730,F5417283,212,14.7,36.0,101,63,100.8
1,8730,F5417283,213,14.7,29.0,101,63,81.19999999999999
1,8730,F5417283,267,14.7,59.0,101,63,100.3
1,8730,F5417283,356,14.7,65.0,101,63,78.0
1,8730,F5417283,657,4.1,16.0,41,25,35.2
1,8730,H3490265,133,14.7,38.0,101,63,98.8
1,8730,H9512347,344,4.1,10.0,41,25,26.0
1,8730,H9512347,363,14.7,46.0,101,63,92.0
1,8730,H9512347,381,4.1,23.0,41,25,32.199999999999996
1,8730,H9512347,424,14.7,50.0,101,63,100.0
1,8730,H9512347,537,4.1,13.0,41,25,22.099999999999998
1,8730,I9418326,371,14.7,38.0,101,63,98.8
1,8730,I9418326,456,14.7,50.0,101,63,100.0
