plant_code,product_code,day,volume
4351,O9824571306,7,0.0
4351,P2057893416,7,0.0
6478,Q5761290348,7,0.0
4343,G9350217864,7,-0.0
6478,R7840593126,7,0.0
4343,U0648795123,7,-0.0
4351,I5731829460,7,0.0
4351,J5430189726,7,0.0
4343,K8961543027,7,0.0
4343,W4061578392,7,14.0
4343,V7308426159,7,0.0
6478,N1280674395,7,0.0
4343,I5731829460,7,0.0
4351,D9654201783,7,0.0
4343,B1387965204,7,0.0
4343,G3815072496,7,-0.0
4343,R4836091725,7,7.0
4351,R7840593126,7,14.0
4343,F2604891573,7,0.0
4351,U6481239570,7,0.0
4351,G3815072496,7,0.0
6478,G9350217864,7,-0.0
6478,T4751302986,7,0.0
4351,R4836091725,7,-0.0
4343,X7639581204,7,-0.0
4343,L0261357498,7,0.0
6478,U0648795123,7,0.0
6478,O5170493682,7,-0.0
6478,X7639581204,7,19.0
4351,W4061578392,7,0.0
4343,Q6381529740,7,-0.0
4351,U0648795123,7,-0.0
6478,J5430189726,7,-0.0
4343,Q4908675231,7,0.0
6478,R6947102538,7,0.0
4343,Z5132048679,7,0.0
4351,H0879423156,7,-0.0
4343,T4751302986,7,0.0
4351,B0213467895,7,0.0
4351,G1086397452,7,0.0
4351,V7308426159,7,0.0
4343,J5430189726,7,0.0
4351,Q5761290348,7,0.0
4343,R7840593126,7,-0.0
6478,G2194035786,7,0.0
6478,P2057893416,7,0.0
4351,X7638902145,7,0.0
6478,Q6381529740,7,0.0
4351,H7423806951,7,-0.0
4343,U4685792310,7,0.0
4343,X7638902145,7,0.0
4343,C7014325968,7,0.0
6478,U6481239570,7,0.0
6478,O0972318546,7,0.0
6478,H0879423156,7,-0.0
4351,B1387965204,7,0.0
4343,H7423806951,7,0.0
6478,Z5132048679,7,0.0
4343,U6481239570,7,0.0
4343,P2057893416,7,0.0
4351,P2091384675,7,0.0
4351,R6947102538,7,0.0
4343,R6947102538,7,0.0
6478,G3815072496,7,0.0
4343,H5183672409,7,-0.0
4343,H0879423156,7,0.0
4351,C7014325968,7,0.0
6478,W4061578392,7,0.0
4343,Y2140876359,7,0.0
4351,G2194035786,7,0.0
6478,C7014325968,7,0.0
4343,D9654201783,7,5.0
4343,G1086397452,7,0.0
6478,R4836091725,7,-0.0
4351,Q6381529740,7,0.0
4343,P2091384675,7,102.0
4351,G9350217864,7,0.0
4351,F2604891573,7,-0.0
6478,L0261357498,7,0.0
6478,H5183672409,7,0.0
4343,O5170493682,7,0.0
4351,L0261357498,7,0.0
4343,G2194035786,7,-0.0
4351,H5183672409,7,0.0
4343,O9824571306,7,0.0
4351,S5162379408,7,0.0
6478,Y2140876359,7,0.0
4351,X7639581204,7,-0.0
4343,S5162379408,7,0.0
4351,U4685792310,7,71.0
6478,U4685792310,7,0.0
4351,Y2140876359,7,0.0
6478,X7638902145,7,-0.0
