day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
1,6478,Q8614523,Y2140876359,1,12.9,14.0,1.3,118,75,18.2
1,6478,Q8614523,G9350217864,1,12.9,14.0,1.6,118,75,22.4
1,6478,Q8614523,H5183672409,1,12.9,8.0,1.2,118,75,9.6
1,6478,Q8614523,W4061578392,1,12.9,10.0,1.1,118,75,11.0
1,6478,Q8614523,R4836091725,1,12.9,18.0,1.1,118,75,19.8
1,6478,Q8614523,N1280674395,1,12.9,16.0,1.1,118,75,17.6
1,6478,Q8614523,X7638902145,1,12.9,17.0,1.1,118,75,18.700000000000003
1,6478,V2475913,R7840593126,2,17.8,12.0,1.8,186,121,21.6
1,6478,V2475913,C7014325968,2,17.8,18.0,1.7,186,121,30.6
1,6478,V2475913,Y2140876359,2,17.8,7.0,1.3,186,121,9.1
1,6478,V2475913,G9350217864,2,17.8,21.0,1.6,186,121,33.6
1,6478,V2475913,H5183672409,2,17.8,7.0,1.2,186,121,8.4
1,6478,V2475913,X7639581204,2,17.8,8.0,1.9,186,121,15.2
1,6478,V2475913,W4061578392,2,17.8,26.0,1.1,186,121,28.6
1,6478,V2475913,R4836091725,2,17.8,18.0,1.1,186,121,19.8
1,6478,V2475913,N1280674395,2,17.8,8.0,1.1,186,121,8.8
1,6478,V2475913,X7638902145,2,17.8,9.0,1.1,186,121,9.9
1,4351,E6351297,R7840593126,3,17.8,13.0,1.8,186,121,23.4
1,4351,E6351297,B0213467895,3,17.8,1.0,1.5,186,121,1.5
1,4351,E6351297,C7014325968,3,17.8,9.0,1.7,186,121,15.3
1,4351,E6351297,P2091384675,3,17.8,14.0,1.1,186,121,15.400000000000002
1,4351,E6351297,B1387965204,3,17.8,13.0,1.5,186,121,19.5
1,4351,E6351297,Y2140876359,3,17.8,10.0,1.3,186,121,13.0
1,4351,E6351297,D9654201783,3,17.8,20.0,1.4,186,121,28.0
