client_code,product_code,day,volume
V8620935,R4836091725,7,0
H6702854,I5731829460,7,0
S0589716,V7308426159,7,0
V8620935,G9350217864,7,0
M4659270,U4685792310,7,9
C4913658,W4061578392,7,14
C4913658,R4836091725,7,23
S0589716,Z5132048679,7,0
E4823501,U4685792310,7,4
P5631024,J5430189726,7,20
V8620935,V7308426159,7,10
C4913658,Q4908675231,7,0
S1092468,F2604891573,7,0
Q1362890,U4685792310,7,0
M7093254,T4751302986,7,7
C4913658,Z5132048679,7,0
E2591034,R6947102538,7,9
E6351297,U4685792310,7,8
C4913658,N1280674395,7,0
R8179205,Z5132048679,7,6
I4671259,W4061578392,7,10
N8746391,R4836091725,7,0
L8924053,I5731829460,7,0
L8924053,Q6381529740,7,4
E4823501,T4751302986,7,10
S0589716,X7638902145,7,14
L8924053,X7638902145,7,0
E2591034,Z5132048679,7,3
P5631024,S5162379408,7,0
I4671259,X7638902145,7,13
U6810439,I5731829460,7,14
O3860527,G3815072496,7,0
V8620935,G3815072496,7,0
Q0784239,V7308426159,7,0
C4913658,X7638902145,7,14
V2475913,O5170493682,7,0
O3860527,O5170493682,7,0
S1092468,K8961543027,7,0
V2475913,O9824571306,7,2
Q0784239,Z5132048679,7,0
H6702854,H5183672409,7,0
Y0892467,G3815072496,7,6
U6810439,T4751302986,7,0
P5631024,W4061578392,7,52
N8746391,Z5132048679,7,0
Q0784239,G3815072496,7,0
I4671259,B0213467895,7,10
V2475913,B0213467895,7,0
P5631024,H0879423156,7,0
E2591034,J5430189726,7,0
C4913658,I5731829460,7,0
P5631024,I5731829460,7,0
O3860527,U4685792310,7,7
E2591034,G9350217864,7,2
E6351297,G3815072496,7,9
E4823501,Q5761290348,7,0
U6810439,H5183672409,7,6
U6810439,G1086397452,7,17
Y0892467,Q4908675231,7,0
O3860527,I5731829460,7,15
Q8614523,T4751302986,7,0
M4659270,G2194035786,7,3
S0589716,U6481239570,7,11
O3860527,X7639581204,7,0
I4671259,N1280674395,7,0
N8746391,B1387965204,7,0
V8620935,P2057893416,7,0
M4659270,P2057893416,7,4
E4823501,P2057893416,7,14
Q8614523,X7638902145,7,4
Q8614523,Y2140876359,7,21
E4823501,G1086397452,7,1
Q1362890,U6481239570,7,0
V8620935,X7638902145,7,0
M7093254,H7423806951,7,1
M7093254,O9824571306,7,12
P5631024,K8961543027,7,5
H6702854,L0261357498,7,5
E4823501,O9824571306,7,0
Y0892467,R4836091725,7,9
N8746391,C7014325968,7,11
S0589716,P2091384675,7,0
S0589716,H7423806951,7,5
E2591034,C7014325968,7,0
O3860527,R7840593126,7,0
M7093254,U6481239570,7,1
M4659270,D9654201783,7,0
Q2465190,F2604891573,7,0
Q0784239,U6481239570,7,11
M4659270,H5183672409,7,6
R8179205,X7639581204,7,13
Y0892467,I5731829460,7,0
I4671259,G9350217864,7,0
Q1362890,H5183672409,7,6
R8179205,H0879423156,7,9
M7093254,B0213467895,7,0
S1092468,U0648795123,7,0
U6810439,X7638902145,7,0
I4671259,G2194035786,7,2
Q2465190,H0879423156,7,9
C3741502,C7014325968,7,0
V2475913,Z5132048679,7,0
Q2465190,K8961543027,7,0
E4823501,X7639581204,7,9
Y0892467,J5430189726,7,1
U6810439,P2057893416,7,2
V2475913,Q5761290348,7,0
Q0784239,P2091384675,7,0
H6702854,Z5132048679,7,0
Q1362890,O9824571306,7,0
Q2465190,P2091384675,7,0
Q1362890,Q6381529740,7,0
P5631024,L0261357498,7,0
P5631024,R7840593126,7,16
E6351297,S5162379408,7,22
E2591034,G1086397452,7,0
Q8614523,R6947102538,7,0
U6810439,Q6381529740,7,3
Z1465798,U6481239570,7,8
I4671259,P2057893416,7,0
O3860527,S5162379408,7,0
M7093254,P2057893416,7,0
P5631024,V7308426159,7,0
O3860527,R4836091725,7,0
C4913658,J5430189726,7,9
U6810439,L0261357498,7,24
S0589716,K8961543027,7,0
E6351297,J5430189726,7,13
Y0892467,T4751302986,7,3
Q1362890,K8961543027,7,7
P5631024,O0972318546,7,2
E2591034,I5731829460,7,0
C3741502,B1387965204,7,0
E4823501,R7840593126,7,0
R8179205,W4061578392,7,24
C3741502,H0879423156,7,10
O3860527,R6947102538,7,0
E6351297,L0261357498,7,0
R8179205,D9654201783,7,29
C4913658,L0261357498,7,14
Q0784239,H7423806951,7,0
O3860527,H0879423156,7,0
S0589716,Q6381529740,7,5
C3741502,Q5761290348,7,4
E4823501,D9654201783,7,0
Q8614523,L0261357498,7,15
M7093254,U0648795123,7,3
E2591034,D9654201783,7,0
E6351297,Y2140876359,7,0
L8924053,W4061578392,7,0
V2475913,U0648795123,7,11
C4913658,C7014325968,7,8
E4823501,U0648795123,7,0
M4659270,B1387965204,7,0
O3860527,X7638902145,7,0
S0589716,D9654201783,7,0
Y0892467,F2604891573,7,0
S1092468,S5162379408,7,2
Q8614523,U6481239570,7,0
E4823501,Q6381529740,7,0
Y0892467,U6481239570,7,6
Q8614523,O0972318546,7,0
Q0784239,X7639581204,7,3
Z1465798,O9824571306,7,0
Q8614523,K8961543027,7,0
C4913658,P2057893416,7,10
M7093254,G2194035786,7,1
Y0892467,V7308426159,7,0
C4913658,F2604891573,7,0
N8746391,W4061578392,7,0
S0589716,B1387965204,7,6
V2475913,F2604891573,7,6
Q8614523,Q6381529740,7,4
L8924053,B0213467895,7,0
M4659270,X7639581204,7,0
C3741502,Y2140876359,7,0
E6351297,B0213467895,7,0
N8746391,S5162379408,7,6
C3741502,U0648795123,7,0
N8746391,T4751302986,7,0
I4671259,G3815072496,7,0
E4823501,P2091384675,7,0
P5631024,G2194035786,7,7
S0589716,O0972318546,7,0
Q1362890,L0261357498,7,28
Y0892467,K8961543027,7,0
E4823501,R6947102538,7,0
V8620935,H7423806951,7,0
H6702854,G3815072496,7,0
Q2465190,H7423806951,7,12
Q1362890,Q5761290348,7,0
U6810439,R7840593126,7,0
N8746391,G1086397452,7,0
V2475913,P2057893416,7,3
Q2465190,C7014325968,7,5
C4913658,U6481239570,7,1
C4913658,K8961543027,7,0
Q8614523,P2091384675,7,4
C3741502,O5170493682,7,0
S0589716,R7840593126,7,16
Z1465798,S5162379408,7,0
S0589716,O5170493682,7,16
Z1465798,X7639581204,7,0
V2475913,G9350217864,7,7
H6702854,Q4908675231,7,0
V8620935,T4751302986,7,6
V8620935,K8961543027,7,0
O3860527,Q5761290348,7,17
U6810439,O5170493682,7,0
E4823501,O0972318546,7,14
E2591034,G3815072496,7,0
Q8614523,H0879423156,7,12
P5631024,B0213467895,7,0
S1092468,D9654201783,7,0
Q1362890,R7840593126,7,0
Y0892467,H0879423156,7,4
N8746391,Q6381529740,7,0
O3860527,Q6381529740,7,3
Q0784239,O0972318546,7,0
Q2465190,R7840593126,7,7
U6810439,B0213467895,7,0
H6702854,S5162379408,7,0
E6351297,O0972318546,7,1
H6702854,R4836091725,7,0
V2475913,R4836091725,7,3
Y0892467,X7639581204,7,7
Q0784239,G1086397452,7,0
M7093254,C7014325968,7,25
L8924053,N1280674395,7,0
C3741502,P2057893416,7,7
Q8614523,G3815072496,7,15
