product_code,standard_size
K1802463795,2.3
Q4036958172,2.5
P4063872591,2.4
N2379018456,1.4
R2459061873,1.4
J4690251378,1.6
B1527863094,2.2
X3751806294,3.0
X2580463197,1.8
C5379120468,1.6
V1329046875,1.3
U3520917486,2.0
G4567281093,1.7
Y5604318792,2.3
U7054219683,1.1
D2354890671,1.9
D6423057198,1.5
Y8517694302,1.8
W2634197580,2.8
J1576032498,2.0
M5140892763,1.1
Z6021478395,1.5
O0543291786,3.0
Q2841730965,2.2
G9682037154,1.5
Z3872150469,1.2
P8519402673,1.3
H6458709123,2.7
V5716403289,3.0
T2690548713,2.3
E3175680429,2.8
Z5176042893,2.8
U8150263749,1.7
I2479850613,1.7
S6742935180,2.2
X4531607982,1.1
J2437689501,2.4
J8120357649,2.7
F4908253716,1.9
P1250964378,1.2
V5890127364,1.9
P0395182764,1.5
K7680235194,2.4
H3098627415,1.1
W8369517024,2.8
V0597183246,2.5
H7629180345,2.5
B7561038492,1.4
D2569340178,1.8
U3587042691,2.9
Y7260814953,2.7
H7241308659,2.0
G4281763905,3.0
V9187634205,1.3
Y6975321084,1.2
V7829450316,1.5
U9041756238,1.7
N2587640319,2.8
T4178293506,1.5
J4902536781,1.7
S6801735429,1.3
A2045189763,2.5
X4315968207,1.9
