plant_code,product_code,volume
7426,Y5192384670,165
7426,F3761059482,93
7426,K7430816529,124
7426,K6583170924,85
7426,L4829763501,220
7426,O8340162597,190
7426,V3540721689,72
7426,L9358761204,123
7426,M8569017234,123
7426,Y5720618394,193
7426,W4296015837,165
7426,S2738415690,96
7426,O4093618725,99
7426,K9871603452,78
7426,S0439671825,172
7426,K2096734815,181
7426,J7280564391,148
7426,N4216357890,207
7426,T6920413578,115
7426,F2140765389,164
7426,W2968473015,163
7426,Q5734106928,250
7426,G6240893715,99
7426,R3514267890,74
7426,L6153284097,185
7426,O7863219450,196
7426,A7568213409,171
7426,A8741352096,172
7426,I1820394756,180
7426,R1452803976,170
7426,L6432809175,80
7426,D0619357248,174
7426,W8726059431,177
7426,F9854670132,99
9660,Y5192384670,146
9660,F3761059482,145
9660,K7430816529,85
9660,K6583170924,76
9660,L4829763501,148
9660,O8340162597,155
9660,V3540721689,186
9660,L9358761204,115
9660,M8569017234,145
9660,Y5720618394,105
9660,W4296015837,87
9660,S2738415690,87
9660,O4093618725,120
9660,K9871603452,117
9660,S0439671825,155
9660,K2096734815,95
9660,J7280564391,58
9660,N4216357890,216
9660,T6920413578,206
9660,F2140765389,74
9660,W2968473015,188
9660,Q5734106928,240
9660,G6240893715,204
9660,R3514267890,121
9660,L6153284097,83
9660,O7863219450,87
9660,A7568213409,110
9660,A8741352096,108
9660,I1820394756,192
9660,R1452803976,84
9660,L6432809175,119
9660,D0619357248,213
9660,W8726059431,106
9660,F9854670132,111
