client_code,product_code,day,volume
P5703298,M0392157648,7,13
M1328564,Q3285760941,7,4
Y2085413,R3257169480,7,2
G3419587,I0731265948,7,4
C4138259,K8652139407,7,0
L8692104,J1805974236,7,16
G3419587,J6237914850,7,0
G3419587,M5639248017,7,5
V1283705,M4120936578,7,0
P5703298,G1867903245,7,3
H6983450,N0946387215,7,0
L8692104,C3267104589,7,0
Y2085413,N9213547680,7,2
M1328564,X7028493516,7,0
H6983450,M0392157648,7,3
Y2085413,M2689401735,7,1
M1328564,M4120936578,7,17
B3265487,R8902653741,7,0
P5703298,Y5739284610,7,2
E2073598,N0946387215,7,1
G3419587,H6509318742,7,6
V1283705,R3257169480,7,10
L8692104,K9581672403,7,1
C4138259,H6509318742,7,0
L8692104,N1872346905,7,0
E2073598,C3267104589,7,0
B3265487,N0946387215,7,2
B3265487,D1376409258,7,4
V1283705,R8902653741,7,0
H6983450,G4851390267,7,5
G3419587,G9120586743,7,0
G3419587,K1946508372,7,6
P5703298,Y5712893046,7,1
Y2085413,J1805974236,7,0
H6983450,O4958361027,7,0
H6983450,Y5712893046,7,4
V1283705,G9120586743,7,0
B3265487,N9213547680,7,8
H6983450,R8902653741,7,0
E2073598,K9581672403,7,1
P5703298,C3267104589,7,0
Y2085413,G9120586743,7,0
L8692104,Q3285760941,7,0
V1283705,K1946508372,7,7
M1328564,C3267104589,7,0
C4138259,Y5739284610,7,0
E2073598,V5342067189,7,0
H6983450,V4721659830,7,2
E2073598,M5436198072,7,0
Y2085413,U3265971084,7,2
H6983450,M2689401735,7,1
P5703298,H6509318742,7,0
L8692104,G9120586743,7,0
B3265487,I0731265948,7,2
P5703298,Q3285760941,7,0
Y2085413,K9581672403,7,0
E2073598,J1805974236,7,0
V1283705,V4721659830,7,0
M1328564,G9120586743,7,2
P5703298,M5436198072,7,2
B3265487,O4958361027,7,0
M1328564,K9581672403,7,2
G3419587,M6148925073,7,0
G3419587,G4851390267,7,0
L8692104,M6148925073,7,1
B3265487,H6509318742,7,0
V1283705,A9056483172,7,2
E2073598,D0254973816,7,5
E2073598,N9213547680,7,0
H6983450,J1805974236,7,0
M1328564,N0946387215,7,0
P5703298,U3265971084,7,0
M1328564,R3257169480,7,12
Y2085413,F9435870621,7,0
V1283705,H6509318742,7,0
L8692104,Z4501823967,7,0
Y2085413,V4721659830,7,1
M1328564,V4721659830,7,3
P5703298,I0731265948,7,5
G3419587,Y5739284610,7,0
M1328564,Y5712893046,7,0
E2073598,X7028493516,7,0
P5703298,X7028493516,7,5
Y2085413,N1872346905,7,0
E2073598,Q3285760941,7,4
M1328564,G4851390267,7,1
M1328564,M5436198072,7,0
C4138259,V4721659830,7,2
L8692104,D1376409258,7,0
G3419587,J1805974236,7,19
B3265487,X7028493516,7,1
E2073598,Y5739284610,7,6
V1283705,N9870213456,7,3
V1283705,M5436198072,7,0
Y2085413,Y5739284610,7,4
L8692104,Y5739284610,7,1
G3419587,M4120936578,7,0
C4138259,M0392157648,7,12
V1283705,X7028493516,7,1
V1283705,U3265971084,7,0
G3419587,K9581672403,7,0
Y2085413,H6509318742,7,0
V1283705,Q3285760941,7,0
B3265487,G1867903245,7,0
C4138259,G1867903245,7,3
E2073598,C8694713502,7,6
H6983450,C8694713502,7,0
Y2085413,M4120936578,7,0
P5703298,M5639248017,7,1
V1283705,M5639248017,7,1
L8692104,G4851390267,7,1
Y2085413,Q3285760941,7,0
G3419587,D1376409258,7,0
G3419587,G1867903245,7,4
M1328564,M5639248017,7,0
H6983450,K9581672403,7,5
C4138259,N9870213456,7,0
B3265487,N9870213456,7,0
G3419587,V4721659830,7,1
B3265487,F9435870621,7,0
V1283705,L1827034965,7,0
V1283705,Z4501823967,7,20
E2073598,Y5712893046,7,5
Y2085413,C3267104589,7,15
Y2085413,I0731265948,7,0
H6983450,G9120586743,7,1
L8692104,J6237914850,7,1
P5703298,K8652139407,7,0
L8692104,N0946387215,7,0
C4138259,M2689401735,7,7
V1283705,I0731265948,7,4
L8692104,A9056483172,7,10
H6983450,L1827034965,7,10
V1283705,K8652139407,7,5
L8692104,M4120936578,7,0
C4138259,R8902653741,7,2
H6983450,M4120936578,7,0
B3265487,R3257169480,7,0
P5703298,C8694713502,7,6
C4138259,N9213547680,7,6
B3265487,K9581672403,7,2
H6983450,Q3285760941,7,0
B3265487,J6237914850,7,3
M1328564,Y5739284610,7,1
E2073598,D1376409258,7,0
E2073598,M4120936578,7,0
C4138259,O4958361027,7,4
H6983450,Z4501823967,7,7
E2073598,M0392157648,7,0
G3419587,C3267104589,7,0
V1283705,Y5739284610,7,6
L8692104,N9870213456,7,10
V1283705,K9581672403,7,2
V1283705,C8694713502,7,2
M1328564,I0731265948,7,3
G3419587,F9435870621,7,3
P5703298,N0946387215,7,0
M1328564,K8652139407,7,8
L8692104,U3265971084,7,8
G3419587,O4958361027,7,4
H6983450,I0731265948,7,0
B3265487,A9056483172,7,8
M1328564,C8694713502,7,0
E2073598,R8902653741,7,4
V1283705,N9213547680,7,4
L8692104,L1827034965,7,5
E2073598,L1827034965,7,1
L8692104,M5639248017,7,0
M1328564,Z4501823967,7,14
M1328564,D0254973816,7,3
C4138259,Z4501823967,7,2
G3419587,U3265971084,7,1
V1283705,G1867903245,7,11
M1328564,F9435870621,7,0
H6983450,G1867903245,7,17
L8692104,V5342067189,7,7
G3419587,N9870213456,7,8
G3419587,L1827034965,7,1
C4138259,M5436198072,7,0
H6983450,Y5739284610,7,2
V1283705,M2689401735,7,16
V1283705,N0946387215,7,0
M1328564,O4958361027,7,0
M1328564,N9213547680,7,7
Y2085413,M5436198072,7,0
M1328564,L1827034965,7,2
P5703298,R3257169480,7,11
Y2085413,D1376409258,7,17
C4138259,M5639248017,7,0
