plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
3109,1,M1328564,1,19.4,4.0,115,80,4.4
8310,5,H6983450,1,6.8,17.0,80,59,17.0
8310,7,L8692104,1,5.7,9.0,67,41,9.0
8643,4,C4138259,1,18.6,14.0,108,63,16.8
9861,2,B3265487,1,19.4,6.0,115,80,11.4
9861,3,M1328564,1,19.4,2.0,115,80,3.8
9861,6,M1328564,1,5.7,8.0,67,41,12.0
3109,1,M1328564,1,19.4,17.0,115,80,18.700000000000003
8310,5,H6983450,1,6.8,9.0,80,59,9.9
8310,7,L8692104,1,5.7,11.0,67,41,12.1
8643,4,C4138259,1,18.6,16.0,108,63,25.6
9861,2,B3265487,1,19.4,10.0,115,80,18.0
9861,3,M1328564,1,19.4,13.0,115,80,23.4
9861,6,M1328564,1,5.7,7.0,67,41,7.700000000000001
3109,1,M1328564,1,19.4,11.0,115,80,13.2
8310,5,H6983450,1,6.8,13.0,80,59,14.3
8310,7,L8692104,1,5.7,13.0,67,41,14.3
8643,4,C4138259,1,18.6,25.0,108,63,37.5
9861,2,B3265487,1,19.4,6.0,115,80,9.0
9861,3,M1328564,1,19.4,6.0,115,80,9.0
9861,6,M1328564,1,5.7,11.0,67,41,13.2
3109,1,M1328564,1,19.4,10.0,115,80,13.0
8310,5,H6983450,1,6.8,7.0,80,59,8.4
8310,7,L8692104,1,5.7,11.0,67,41,13.2
8643,4,C4138259,1,18.6,7.0,108,63,8.4
9861,2,B3265487,1,19.4,6.0,115,80,6.6000000000000005
9861,3,M1328564,1,19.4,13.0,115,80,14.3
9861,6,M1328564,1,5.7,12.0,67,41,15.6
3109,1,M1328564,1,19.4,29.0,115,80,34.8
8310,5,H6983450,1,6.8,13.0,80,59,15.6
8310,7,L8692104,1,5.7,11.0,67,41,13.2
8643,4,C4138259,1,18.6,15.0,108,63,19.5
9861,2,B3265487,1,19.4,13.0,115,80,15.6
9861,3,M1328564,1,19.4,3.0,115,80,3.6
9861,6,M1328564,1,5.7,3.0,67,41,4.800000000000001
3109,1,M1328564,1,19.4,14.0,115,80,16.8
8310,4,L8692104,2,18.6,12.0,108,63,12.0
8310,5,H6983450,1,6.8,12.0,80,59,14.4
8310,7,L8692104,1,5.7,4.0,67,41,5.2
9861,2,B3265487,1,19.4,8.0,115,80,9.6
9861,3,M1328564,1,19.4,4.0,115,80,5.2
9861,6,M1328564,1,5.7,11.0,67,41,13.2
3109,1,M1328564,1,19.4,10.0,115,80,14.0
3109,7,G3419587,2,5.7,2.0,67,41,2.2
8310,4,L8692104,2,18.6,11.0,108,63,12.1
8643,5,V1283705,2,18.6,9.0,108,63,13.5
8643,6,Y2085413,2,19.4,6.0,115,80,9.0
9861,2,B3265487,1,19.4,5.0,115,80,7.5
9861,3,M1328564,1,19.4,10.0,115,80,16.0
3109,1,V1283705,2,19.4,16.0,115,80,17.6
3109,7,G3419587,2,5.7,4.0,67,41,4.4
8310,4,L8692104,2,18.6,10.0,108,63,11.0
8643,5,V1283705,2,18.6,10.0,108,63,15.0
8643,6,Y2085413,2,19.4,10.0,115,80,15.0
9861,2,B3265487,1,19.4,5.0,115,80,10.0
9861,3,M1328564,1,19.4,5.0,115,80,6.0
3109,1,V1283705,2,19.4,10.0,115,80,11.0
3109,7,G3419587,2,5.7,4.0,67,41,4.8
8310,4,L8692104,2,18.6,19.0,108,63,22.8
8643,5,V1283705,2,18.6,3.0,108,63,3.3000000000000003
8643,6,Y2085413,2,19.4,1.0,115,80,1.1
9861,2,B3265487,1,19.4,5.0,115,80,9.0
9861,3,M1328564,1,19.4,6.0,115,80,10.8
3109,1,V1283705,2,19.4,27.0,115,80,35.1
3109,7,G3419587,2,5.7,20.0,67,41,26.0
8310,4,L8692104,2,18.6,11.0,108,63,13.2
8643,5,V1283705,2,18.6,23.0,108,63,23.0
8643,6,Y2085413,2,19.4,9.0,115,80,9.0
9861,2,B3265487,1,19.4,14.0,115,80,18.2
9861,3,M1328564,1,19.4,9.0,115,80,18.0
3109,1,V1283705,2,19.4,8.0,115,80,9.6
3109,7,G3419587,2,5.7,2.0,67,41,2.4
8310,4,L8692104,2,18.6,2.0,108,63,3.0
8643,5,V1283705,2,18.6,8.0,108,63,10.4
8643,6,Y2085413,2,19.4,9.0,115,80,10.8
9861,2,C4138259,2,6.8,6.0,80,59,9.0
9861,3,M1328564,1,19.4,3.0,115,80,4.199999999999999
3109,1,V1283705,2,19.4,9.0,115,80,10.8
3109,7,G3419587,2,5.7,4.0,67,41,6.0
8310,4,L8692104,2,18.6,12.0,108,63,15.6
8643,3,C4138259,2,6.8,14.0,80,59,16.8
8643,5,V1283705,2,18.6,23.0,108,63,27.6
8643,6,Y2085413,2,19.4,2.0,115,80,3.2
9861,2,C4138259,2,6.8,13.0,80,59,15.6
3109,1,V1283705,2,19.4,22.0,115,80,30.8
3109,7,G3419587,2,5.7,15.0,67,41,21.0
8310,4,L8692104,2,18.6,13.0,108,63,18.2
8643,3,C4138259,2,6.8,4.0,80,59,6.4
8643,5,V1283705,2,18.6,10.0,108,63,15.0
