day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
1,3109,M1328564,A9056483172,1,19.4,4.0,1.1,115,80,4.4
1,3109,M1328564,G9120586743,1,19.4,17.0,1.1,115,80,18.700000000000003
1,3109,M1328564,M0392157648,1,19.4,11.0,1.2,115,80,13.2
1,3109,M1328564,R3257169480,1,19.4,10.0,1.3,115,80,13.0
1,3109,M1328564,G1867903245,1,19.4,29.0,1.2,115,80,34.8
1,3109,M1328564,M2689401735,1,19.4,14.0,1.2,115,80,16.8
1,3109,M1328564,J1805974236,1,19.4,10.0,1.4,115,80,14.0
1,3109,V1283705,A9056483172,2,19.4,16.0,1.1,115,80,17.6
1,3109,V1283705,G9120586743,2,19.4,10.0,1.1,115,80,11.0
1,3109,V1283705,R3257169480,2,19.4,27.0,1.3,115,80,35.1
1,3109,V1283705,G1867903245,2,19.4,8.0,1.2,115,80,9.6
1,3109,V1283705,M2689401735,2,19.4,9.0,1.2,115,80,10.8
1,3109,V1283705,J1805974236,2,19.4,22.0,1.4,115,80,30.8
1,8310,H6983450,C3267104589,3,19.4,18.0,1.0,115,80,18.0
1,8310,H6983450,A9056483172,3,19.4,14.0,1.1,115,80,15.400000000000002
1,8310,H6983450,G9120586743,3,19.4,10.0,1.1,115,80,11.0
1,8310,H6983450,M0392157648,3,19.4,15.0,1.2,115,80,18.0
1,8310,H6983450,R3257169480,3,19.4,12.0,1.3,115,80,15.6
1,8310,H6983450,G1867903245,3,19.4,19.0,1.2,115,80,22.8
1,8310,H6983450,M2689401735,3,19.4,8.0,1.2,115,80,9.6
1,8310,H6983450,J1805974236,3,19.4,3.0,1.4,115,80,4.199999999999999
1,8310,L8692104,C3267104589,4,18.6,4.0,1.0,108,63,4.0
1,8310,L8692104,A9056483172,4,18.6,13.0,1.1,108,63,14.3
1,8310,L8692104,G9120586743,4,18.6,12.0,1.1,108,63,13.2
1,8310,L8692104,M0392157648,4,18.6,15.0,1.2,108,63,18.0
1,8310,L8692104,G1867903245,4,18.6,13.0,1.2,108,63,15.6
1,8310,L8692104,V5342067189,4,18.6,15.0,1.5,108,63,22.5
1,8310,L8692104,D1376409258,4,18.6,6.0,1.5,108,63,9.0
1,8310,L8692104,R3257169480,4,18.6,1.0,1.3,108,63,1.3
1,8310,L8692104,J1805974236,4,18.6,7.0,1.4,108,63,9.8
1,8643,G3419587,N9213547680,5,19.4,5.0,1.5,115,80,7.5
1,8643,G3419587,N1872346905,5,19.4,17.0,1.5,115,80,25.5
1,8643,G3419587,C3267104589,5,19.4,12.0,1.0,115,80,12.0
1,8643,G3419587,A9056483172,5,19.4,7.0,1.1,115,80,7.700000000000001
1,8643,G3419587,M0392157648,5,19.4,12.0,1.2,115,80,14.4
1,8643,G3419587,R3257169480,5,19.4,14.0,1.3,115,80,18.2
1,8643,G3419587,G1867903245,5,19.4,7.0,1.2,115,80,8.4
1,8643,G3419587,V5342067189,5,19.4,14.0,1.5,115,80,21.0
1,3109,Y2085413,A9056483172,6,6.8,11.0,1.1,80,59,12.1
1,3109,Y2085413,G9120586743,6,6.8,19.0,1.1,80,59,20.9
1,3109,Y2085413,G1867903245,6,6.8,20.0,1.2,80,59,24.0
1,3109,Y2085413,M2689401735,6,6.8,19.0,1.2,80,59,22.8
1,8643,M1328564,A9056483172,7,5.7,3.0,1.1,67,41,3.3000000000000003
1,8643,M1328564,C3267104589,7,5.7,7.0,1.0,67,41,7.0
1,8643,M1328564,M0392157648,7,5.7,11.0,1.2,67,41,13.2
1,8643,M1328564,R3257169480,7,5.7,6.0,1.3,67,41,7.800000000000001
1,8643,M1328564,G1867903245,7,5.7,29.0,1.2,67,41,34.8
1,3109,B3265487,M0392157648,8,5.7,9.0,1.2,67,41,10.8
1,3109,B3265487,G1867903245,8,5.7,14.0,1.2,67,41,16.8
1,3109,B3265487,A9056483172,8,5.7,15.0,1.1,67,41,16.5
