plant_code,product_code,volume
6547,Z0812576394,73
6547,P8094673125,55
6547,D0164253978,86
6547,S3695724108,92
6547,G5348162079,52
6547,S6827403915,148
6547,I4938607152,131
6547,R9267153480,110
6547,W8405932617,69
6547,O9431567208,109
6547,G8231540679,76
6547,Y5379410268,52
6547,S0527693841,134
6547,Y8459721306,106
6547,S0953248761,106
6547,Q6289450137,114
6547,S3915087426,100
6547,Q2379541608,132
6547,S4783259106,77
6547,U9571032846,127
6547,O0176329845,77
6547,M3679512804,38
6547,W9435760128,132
6547,M4895017632,61
6547,H7814639502,98
6547,W0342519786,96
6547,O8951762403,57
6547,W5764912830,140
6547,L3296184057,102
6547,U2894157063,123
6547,D3480679251,67
6547,E0824631579,75
6547,N0571964283,73
6547,S1496325087,104
6547,G2183475906,86
6547,M8720691453,67
6547,Q1846509723,92
6547,X6509314278,62
6547,Y2814607953,53
6547,P3497065812,104
6547,B7849053612,76
6547,L6175409832,126
6547,Z7168024359,87
6547,F0834215976,101
6547,H9132054876,127
6547,X3796824501,98
6547,H6312570849,64
6547,K2574639081,78
9473,Z0812576394,63
9473,P8094673125,57
9473,D0164253978,52
9473,S3695724108,86
9473,G5348162079,94
9473,S6827403915,68
9473,I4938607152,53
9473,R9267153480,46
9473,W8405932617,76
9473,O9431567208,53
9473,G8231540679,120
9473,Y5379410268,111
9473,S0527693841,132
9473,Y8459721306,150
9473,S0953248761,109
9473,Q6289450137,76
9473,S3915087426,113
9473,Q2379541608,62
9473,S4783259106,46
9473,U9571032846,120
9473,O0176329845,83
9473,M3679512804,95
9473,W9435760128,106
9473,M4895017632,107
9473,H7814639502,105
9473,W0342519786,127
9473,O8951762403,95
9473,W5764912830,64
9473,L3296184057,60
9473,U2894157063,47
9473,D3480679251,52
9473,E0824631579,81
9473,N0571964283,114
9473,S1496325087,107
9473,G2183475906,63
9473,M8720691453,90
9473,Q1846509723,69
9473,X6509314278,106
9473,Y2814607953,76
9473,P3497065812,76
9473,B7849053612,90
9473,L6175409832,73
9473,Z7168024359,62
9473,F0834215976,52
9473,H9132054876,80
9473,X3796824501,51
9473,H6312570849,93
9473,K2574639081,164
3259,Z0812576394,62
3259,P8094673125,111
3259,D0164253978,81
3259,S3695724108,63
3259,G5348162079,98
3259,S6827403915,72
3259,I4938607152,125
3259,R9267153480,112
3259,W8405932617,100
3259,O9431567208,76
3259,G8231540679,78
3259,Y5379410268,89
3259,S0527693841,108
3259,Y8459721306,78
3259,S0953248761,114
3259,Q6289450137,103
3259,S3915087426,75
3259,Q2379541608,117
3259,S4783259106,84
3259,U9571032846,118
3259,O0176329845,66
3259,M3679512804,40
3259,W9435760128,70
3259,M4895017632,39
3259,H7814639502,49
3259,W0342519786,118
3259,O8951762403,75
3259,W5764912830,126
3259,L3296184057,57
3259,U2894157063,72
3259,D3480679251,51
3259,E0824631579,105
3259,N0571964283,121
3259,S1496325087,67
3259,G2183475906,58
3259,M8720691453,93
3259,Q1846509723,78
3259,X6509314278,133
3259,Y2814607953,80
3259,P3497065812,44
3259,B7849053612,56
3259,L6175409832,61
3259,Z7168024359,79
3259,F0834215976,112
3259,H9132054876,89
3259,X3796824501,111
3259,H6312570849,54
3259,K2574639081,135
2425,Z0812576394,49
2425,P8094673125,61
2425,D0164253978,76
2425,S3695724108,110
2425,G5348162079,114
2425,S6827403915,112
2425,I4938607152,105
2425,R9267153480,116
2425,W8405932617,81
2425,O9431567208,96
2425,G8231540679,92
2425,Y5379410268,58
2425,S0527693841,69
2425,Y8459721306,134
2425,S0953248761,61
2425,Q6289450137,88
2425,S3915087426,108
2425,Q2379541608,101
2425,S4783259106,109
2425,U9571032846,88
2425,O0176329845,68
2425,M3679512804,61
2425,W9435760128,64
2425,M4895017632,45
2425,H7814639502,110
2425,W0342519786,137
2425,O8951762403,58
2425,W5764912830,73
2425,L3296184057,92
2425,U2894157063,56
2425,D3480679251,59
2425,E0824631579,111
2425,N0571964283,118
2425,S1496325087,58
2425,G2183475906,81
2425,M8720691453,64
2425,Q1846509723,114
2425,X6509314278,63
2425,Y2814607953,89
2425,P3497065812,91
2425,B7849053612,92
2425,L6175409832,51
2425,Z7168024359,59
2425,F0834215976,117
2425,H9132054876,125
2425,X3796824501,44
2425,H6312570849,91
