product_code,standard_size
Z0812576394,2.1
P8094673125,1.3
D0164253978,1.7
S3695724108,1.9
G5348162079,2.4
S6827403915,2.5
I4938607152,2.7
R9267153480,3.0
W8405932617,2.7
O9431567208,1.4
G8231540679,1.1
Y5379410268,1.7
S0527693841,2.1
Y8459721306,2.9
S0953248761,1.0
Q6289450137,1.5
S3915087426,1.7
Q2379541608,1.9
S4783259106,2.3
U9571032846,2.0
O0176329845,1.3
M3679512804,1.7
W9435760128,1.5
M4895017632,2.6
H7814639502,2.0
W0342519786,2.1
O8951762403,2.7
W5764912830,1.2
L3296184057,1.6
U2894157063,1.7
D3480679251,2.1
E0824631579,2.5
N0571964283,2.3
S1496325087,1.8
G2183475906,1.6
M8720691453,1.8
Q1846509723,2.6
X6509314278,1.4
Y2814607953,2.5
P3497065812,2.1
B7849053612,1.6
L6175409832,1.2
Z7168024359,2.3
F0834215976,1.2
H9132054876,1.9
X3796824501,1.3
H6312570849,1.3
K2574639081,2.7
