day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,2251,A3752604,85,18.4,4.0,124,64,10.8
1,2251,A3752604,214,18.4,48.0,124,64,105.60000000000001
1,2251,C8046359,75,10.2,39.0,82,45,81.9
1,2251,C8046359,191,18.4,12.0,124,64,25.200000000000003
1,2251,C8046359,192,18.4,82.0,124,64,123.0
1,2251,C8046359,199,10.2,30.0,82,45,54.0
1,2251,C8046359,208,18.4,72.0,124,64,122.39999999999999
1,2251,C8046359,544,10.2,46.0,82,45,78.2
1,2251,D0349187,134,18.4,72.0,124,64,108.0
1,2251,D0349187,137,18.4,7.0,124,64,11.9
1,2251,D0349187,172,18.4,68.0,124,64,122.4
1,2251,D0349187,449,10.2,38.0,82,45,57.0
1,2251,D0349187,461,18.4,45.0,124,64,121.50000000000001
1,2251,D0349187,462,10.2,22.0,82,45,59.400000000000006
1,2251,D7391842,470,18.4,1.0,124,64,2.5
1,2251,E5683271,66,10.2,20.0,82,45,34.0
1,2251,E5683271,72,18.4,42.0,124,64,121.8
1,2251,E5683271,77,10.2,24.0,82,45,60.0
1,2251,E5683271,79,18.4,14.0,124,64,37.800000000000004
1,2251,E5683271,181,18.4,42.0,124,64,121.8
1,2251,E5683271,204,18.4,82.0,124,64,123.0
1,2251,F4965307,447,18.4,48.0,124,64,86.4
1,2251,F4965307,452,10.2,30.0,82,45,81.0
1,2251,F4965307,570,10.2,39.0,82,45,66.3
1,2251,F5314809,187,10.2,26.0,82,45,57.2
1,2251,F5314809,451,10.2,31.0,82,45,46.5
1,2251,F8019637,167,10.2,32.0,82,45,48.0
1,2251,F8019637,170,10.2,30.0,82,45,81.0
1,2251,F8019637,200,10.2,35.0,82,45,59.5
1,2251,F8019637,343,18.4,45.0,124,64,121.50000000000001
1,2251,F8019637,344,18.4,7.0,124,64,18.900000000000002
1,2251,F8019637,380,10.2,9.0,82,45,16.2
1,2251,H3869527,84,18.4,2.0,124,64,5.8
1,2251,H3869527,163,18.4,46.0,124,64,115.0
1,2251,H3869527,188,18.4,22.0,124,64,37.4
1,2251,H3869527,203,18.4,82.0,124,64,123.0
1,2251,H3869527,210,18.4,68.0,124,64,122.4
1,2251,H3869527,487,10.2,19.0,82,45,51.300000000000004
1,2251,H3869527,548,18.4,45.0,124,64,121.50000000000001
1,2251,H9682034,193,10.2,23.0,82,45,50.6
1,2251,H9682034,368,10.2,20.0,82,45,36.0
1,2251,J9325680,83,18.4,4.0,124,64,8.4
1,2251,J9325680,159,18.4,67.0,124,64,113.89999999999999
1,2251,J9325680,190,18.4,12.0,124,64,30.0
1,2251,J9325680,215,18.4,42.0,124,64,92.4
1,2251,J9325680,428,18.4,45.0,124,64,121.50000000000001
1,2251,J9325680,429,10.2,24.0,82,45,64.80000000000001
1,2251,J9325680,430,18.4,61.0,124,64,103.7
1,2251,J9325680,431,10.2,33.0,82,45,49.5
1,2251,J9325680,432,18.4,59.0,124,64,123.9
1,2251,J9325680,433,18.4,49.0,124,64,122.5
1,2251,J9325680,434,10.2,32.0,82,45,80.0
1,2251,J9325680,435,18.4,68.0,124,64,122.4
1,2251,J9325680,436,18.4,45.0,124,64,121.50000000000001
1,2251,J9325680,437,18.4,42.0,124,64,121.8
1,2251,K1385240,183,18.4,49.0,124,64,122.5
1,2251,K1385240,185,18.4,49.0,124,64,122.5
1,2251,K1385240,360,10.2,42.0,82,45,71.39999999999999
1,2251,K1385240,386,10.2,3.0,82,45,7.5
1,2251,K1385240,387,10.2,3.0,82,45,5.4
1,2251,K1385240,420,18.4,82.0,124,64,123.0
1,2251,K1385240,421,18.4,58.0,124,64,98.6
1,2251,K1385240,422,18.4,42.0,124,64,121.8
1,2251,K1385240,423,18.4,68.0,124,64,122.4
1,2251,K1385240,424,18.4,59.0,124,64,123.9
1,2251,K1385240,425,18.4,45.0,124,64,121.50000000000001
1,2251,K1385240,426,18.4,49.0,124,64,122.5
1,2251,K1385240,427,18.4,49.0,124,64,122.5
1,2251,M1360842,207,18.4,72.0,124,64,122.39999999999999
1,2251,N2965380,448,10.2,41.0,82,45,73.8
1,2251,N2965380,469,18.4,8.0,124,64,13.6
1,2251,O7856034,176,10.2,28.0,82,45,75.60000000000001
1,2251,O7856034,353,18.4,45.0,124,64,121.50000000000001
1,2251,O9124687,403,18.4,53.0,124,64,111.30000000000001
1,2251,O9124687,464,18.4,45.0,124,64,121.50000000000001
1,2251,P1792380,174,18.4,72.0,124,64,122.39999999999999
1,2251,P1792380,440,18.4,82.0,124,64,123.0
1,2251,P1792380,441,10.2,31.0,82,45,46.5
1,2251,P1792380,457,18.4,72.0,124,64,122.39999999999999
1,2251,P9132805,133,18.4,56.0,124,64,123.20000000000002
1,2251,P9132805,169,18.4,68.0,124,64,122.4
1,2251,P9132805,453,18.4,72.0,124,64,122.39999999999999
1,2251,Q8012579,73,18.4,54.0,124,64,118.80000000000001
1,2251,Q8012579,179,18.4,56.0,124,64,123.20000000000002
1,2251,Q8052916,71,18.4,56.0,124,64,123.20000000000002
1,2251,T8624075,80,18.4,13.0,124,64,19.5
1,2251,T8624075,438,18.4,45.0,124,64,121.50000000000001
1,2251,T8624075,439,10.2,27.0,82,45,72.9
1,2251,T8624075,444,18.4,56.0,124,64,95.2
1,2251,T8624075,458,18.4,45.0,124,64,121.50000000000001
1,2251,X8051462,161,18.4,42.0,124,64,121.8
1,2251,X8051462,164,10.2,35.0,82,45,59.5
1,2251,X8051462,177,18.4,49.0,124,64,122.5
1,2251,X8051462,194,18.4,58.0,124,64,98.6
1,2251,Z8743651,68,10.2,19.0,82,45,28.5
1,2251,Z8743651,162,18.4,52.0,124,64,93.60000000000001
1,2251,Z8743651,173,18.4,82.0,124,64,123.0
1,2251,Z8743651,442,18.4,82.0,124,64,123.0
1,2251,Z8743651,456,18.4,42.0,124,64,121.8
1,4553,A3752604,67,18.4,112.0,124,64,123.20000000000002
1,4553,A3752604,69,18.4,44.0,124,64,101.19999999999999
1,4553,C8046359,155,18.4,72.0,124,64,122.39999999999999
1,4553,C8046359,180,18.4,44.0,124,64,123.19999999999999
1,4553,C8046359,201,18.4,42.0,124,64,121.8
1,4553,C8046359,202,10.2,28.0,82,45,81.2
1,4553,D0349187,70,18.4,42.0,124,64,121.8
1,4553,D0349187,74,18.4,42.0,124,64,121.8
1,4553,D0349187,186,10.2,21.0,82,45,60.9
1,4553,D0349187,450,10.2,34.0,82,45,57.8
1,4553,D7391842,463,18.4,53.0,124,64,121.89999999999999
1,4553,E5683271,377,10.2,11.0,82,45,31.9
1,4553,F4965307,81,18.4,10.0,124,64,29.0
1,4553,F4965307,465,10.2,10.0,82,45,23.0
1,4553,F4965307,467,18.4,44.0,124,64,123.19999999999999
1,4553,F5314809,135,18.4,42.0,124,64,121.8
1,4553,F8019637,156,18.4,91.0,124,64,100.10000000000001
1,4553,F8019637,157,18.4,53.0,124,64,121.89999999999999
1,4553,F8019637,197,10.2,40.0,82,45,68.0
1,4553,F8019637,198,10.2,34.0,82,45,78.19999999999999
1,4553,F8019637,206,18.4,82.0,124,64,123.0
1,4553,F8019637,211,18.4,42.0,124,64,121.8
1,4553,F8019637,217,10.2,19.0,82,45,55.1
1,4553,H3869527,471,18.4,42.0,124,64,121.8
1,4553,H3869527,472,10.2,28.0,82,45,81.2
1,4553,H3869527,473,18.4,36.0,124,64,39.6
1,4553,H3869527,474,18.4,53.0,124,64,121.89999999999999
1,4553,H9682034,22,10.2,30.0,82,45,45.0
1,4553,H9682034,305,10.2,35.0,82,45,80.5
1,4553,H9682034,306,10.2,59.0,82,45,81.7
1,4553,H9682034,307,10.2,28.0,82,45,79.69999999999999
1,4553,H9682034,308,10.2,28.0,82,45,79.69999999999999
1,4553,H9682034,309,10.2,28.0,82,45,81.2
1,4553,H9682034,310,10.2,28.0,82,45,81.2
1,4553,H9682034,311,10.2,15.0,82,45,43.5
1,4553,J5702619,78,18.4,35.0,124,64,101.5
1,4553,J5702619,382,10.2,9.0,82,45,13.5
1,4553,J5702619,454,18.4,53.0,124,64,121.89999999999999
1,4553,J5702619,455,10.2,35.0,82,45,80.5
1,4553,J9325680,195,18.4,42.0,124,64,121.8
1,4553,J9325680,196,10.2,13.0,82,45,37.699999999999996
1,4553,J9325680,329,18.4,71.0,124,64,106.5
1,4553,K1385240,178,18.4,53.0,124,64,121.89999999999999
1,4553,K1385240,189,18.4,15.0,124,64,42.0
1,4553,K1385240,205,10.2,28.0,82,45,81.2
1,4553,K1385240,209,18.4,42.0,124,64,121.8
1,4553,K1385240,589,10.2,24.0,82,45,69.6
1,4553,M1360842,1,18.4,42.0,124,64,121.8
1,4553,M1360842,413,18.4,48.0,124,64,110.39999999999999
