plant_code,product_code,volume
3798,I3946701852,149
3798,C5219378460,92
3798,N7314089526,57
3798,E4103587692,73
3798,D3807149652,89
3798,H3569178204,132
3798,N0829754316,100
3798,Y7294305168,72
3798,D0398154627,99
3798,O5826931074,57
3798,N4632790158,138
3798,B2471590368,84
3798,C9670315428,80
3798,I1805342967,127
3798,H7216854093,114
3798,R7641530829,156
3798,X5917460238,136
3798,V5874913620,119
3798,D9128405673,130
3798,M8253079614,117
3798,Q6975834102,125
3798,W2843610579,65
3798,N0162497358,72
3798,E0452681937,126
3798,I7432105986,135
3798,S5907124836,107
3798,T9520637841,79
3798,Z5042936187,166
3798,T7963841052,104
3798,Q7138290465,69
3798,Z2793516084,158
3798,V0249813576,76
3798,N2703896154,83
3798,H1573409826,76
3798,H6128547093,65
3798,O8067924153,142
3798,Y1764098325,193
3798,C5712496803,93
3798,T7380651429,89
3798,J5942637018,141
3798,W0927845136,176
3798,V6135942708,148
3798,E3409675128,128
3798,P8375140692,116
3798,E3690285417,161
3798,W4912836507,124
3798,T7801246953,125
7705,I3946701852,141
7705,C5219378460,116
7705,N7314089526,68
7705,E4103587692,85
7705,D3807149652,132
7705,H3569178204,129
7705,N0829754316,113
7705,Y7294305168,83
7705,D0398154627,119
7705,O5826931074,120
7705,N4632790158,161
7705,B2471590368,70
7705,C9670315428,92
7705,I1805342967,84
7705,H7216854093,77
7705,R7641530829,117
7705,X5917460238,68
7705,V5874913620,74
7705,D9128405673,126
7705,M8253079614,93
7705,Q6975834102,117
7705,W2843610579,81
7705,N0162497358,147
7705,E0452681937,155
7705,I7432105986,167
7705,S5907124836,98
7705,T9520637841,125
7705,Z5042936187,165
7705,T7963841052,120
7705,Q7138290465,147
7705,Z2793516084,108
7705,V0249813576,48
7705,N2703896154,174
7705,H1573409826,134
7705,H6128547093,110
7705,O8067924153,151
7705,Y1764098325,124
7705,C5712496803,56
7705,T7380651429,124
7705,J5942637018,80
7705,W0927845136,117
7705,V6135942708,136
7705,E3409675128,78
7705,P8375140692,62
7705,E3690285417,101
7705,W4912836507,89
7705,T7801246953,95
1866,I3946701852,60
1866,C5219378460,141
1866,N7314089526,109
1866,E4103587692,123
1866,D3807149652,140
1866,H3569178204,52
1866,N0829754316,163
1866,Y7294305168,61
1866,D0398154627,123
1866,O5826931074,159
1866,N4632790158,171
1866,B2471590368,135
1866,C9670315428,100
1866,I1805342967,57
1866,H7216854093,64
1866,R7641530829,117
1866,X5917460238,140
1866,V5874913620,147
1866,D9128405673,81
1866,M8253079614,136
1866,Q6975834102,127
1866,W2843610579,90
1866,N0162497358,115
1866,E0452681937,174
1866,I7432105986,64
1866,S5907124836,177
1866,T9520637841,161
1866,Z5042936187,124
1866,T7963841052,129
1866,Q7138290465,103
1866,Z2793516084,173
1866,V0249813576,70
1866,N2703896154,131
1866,H1573409826,136
1866,H6128547093,76
1866,O8067924153,84
1866,Y1764098325,90
1866,C5712496803,49
1866,T7380651429,156
1866,J5942637018,129
1866,W0927845136,129
1866,V6135942708,98
1866,E3409675128,96
1866,P8375140692,103
1866,E3690285417,112
1866,W4912836507,66
1866,T7801246953,61
5740,I3946701852,121
5740,C5219378460,87
5740,N7314089526,148
5740,E4103587692,103
5740,D3807149652,108
5740,H3569178204,103
5740,N0829754316,87
5740,Y7294305168,145
5740,D0398154627,55
5740,O5826931074,107
5740,N4632790158,77
5740,B2471590368,173
5740,C9670315428,56
5740,I1805342967,60
5740,H7216854093,82
5740,R7641530829,67
5740,X5917460238,54
5740,V5874913620,74
5740,D9128405673,107
5740,M8253079614,73
5740,Q6975834102,72
5740,W2843610579,126
5740,N0162497358,96
5740,E0452681937,68
5740,I7432105986,128
5740,S5907124836,139
5740,T9520637841,145
5740,Z5042936187,103
5740,T7963841052,123
5740,Q7138290465,98
5740,Z2793516084,79
5740,V0249813576,83
5740,N2703896154,123
5740,H1573409826,139
5740,H6128547093,122
5740,O8067924153,110
5740,Y1764098325,108
5740,C5712496803,95
5740,T7380651429,87
5740,J5942637018,91
5740,W0927845136,108
5740,V6135942708,124
5740,E3409675128,91
5740,P8375140692,59
5740,E3690285417,89
5740,W4912836507,90
5740,T7801246953,109
