client_code,product_code,volume
L0584261,L6072945318,91
L0584261,C4905321687,45
L0584261,T4321769580,52
L0584261,K8092135746,76
L0584261,T3697501824,86
L0584261,L4127539860,41
L0584261,X2940673185,58
L0584261,W4531098627,107
L0584261,W3814529670,62
L0584261,E0589367421,48
L0584261,O8301459726,51
L0584261,C9683705214,67
N0253961,G2948573106,39
N0253961,Q0416592378,70
N0253961,W3814529670,70
N0253961,V9573412068,79
N0253961,S7261053948,71
N0253961,J3516827490,38
N0253961,C4905321687,36
N0253961,K8092135746,75
N0253961,X2940673185,46
N0253961,T4651830927,116
N0253961,O8301459726,45
N0253961,K9625843071,98
N0253961,E7836421509,99
N0253961,A2045896137,71
N0253961,L6072945318,95
N0253961,K8940372156,91
N0253961,T4321769580,48
N0253961,A2137856094,106
N0253961,E0589367421,82
N0253961,G4710985632,54
N0253961,W8530472196,110
N0253961,L4127539860,40
N0253961,W4531098627,98
N0253961,Z7942530186,94
N0253961,Z2051483679,92
N0253961,C9683705214,118
N0253961,C0682493517,67
X3018245,L6072945318,100
X3018245,A2045896137,89
X3018245,T4321769580,107
X3018245,K8092135746,66
X3018245,J3516827490,113
X3018245,P1279563084,105
X3018245,W8530472196,112
X3018245,G4710985632,68
X3018245,L4127539860,62
X3018245,Z7942530186,43
X3018245,W4531098627,60
X3018245,W3814529670,74
X3018245,E0589367421,87
X3018245,V9573412068,54
X3018245,Z2051483679,43
X3018245,O8301459726,104
X3018245,S7261053948,89
X3018245,E7836421509,30
G0691485,K8092135746,91
G0691485,P1279563084,79
G0691485,T3697501824,97
G0691485,L4127539860,96
G0691485,Q0416592378,63
G0691485,W3814529670,103
G0691485,V9573412068,66
G0691485,K9625843071,106
G0691485,S7261053948,94
G0691485,C0682493517,114
U5214608,J3516827490,92
U5214608,C4905321687,101
U5214608,T4321769580,41
U5214608,A2137856094,109
U5214608,T3697501824,74
U5214608,L4127539860,44
U5214608,W3814529670,74
U5214608,V9573412068,115
U5214608,Z2051483679,60
U5214608,O8301459726,115
U5214608,K9625843071,55
U5214608,C0682493517,68
F7346081,P1279563084,74
F7346081,G2948573106,67
F7346081,Q0416592378,101
F7346081,W3814529670,70
F7346081,V9573412068,48
F7346081,S7261053948,109
F7346081,J3516827490,38
F7346081,K8092135746,58
F7346081,C4905321687,71
F7346081,X2940673185,79
F7346081,T4651830927,70
F7346081,K9625843071,102
F7346081,E7836421509,42
F7346081,L6072945318,53
F7346081,T4321769580,94
F7346081,A2137856094,106
F7346081,T3697501824,108
F7346081,E0589367421,73
F7346081,G4710985632,104
F7346081,L4127539860,96
F7346081,W4531098627,88
F7346081,Z7942530186,88
F7346081,Z2051483679,34
F7346081,C9683705214,59
F7346081,C0682493517,71
L4893756,G2948573106,74
L4893756,Q0416592378,93
L4893756,W3814529670,119
L4893756,V9573412068,85
L4893756,S7261053948,49
L4893756,J3516827490,32
L4893756,K8092135746,84
L4893756,C4905321687,89
L4893756,X2940673185,88
L4893756,T4651830927,70
