plant_code,product_code,day,volume
3344,H8769532014,1,141.0
3344,H8769532014,2,141.0
3344,H8769532014,3,141.0
3344,C5018692437,1,0.0
3344,C5018692437,2,0.0
3344,C5018692437,3,0.0
3344,E1937850462,1,0.0
3344,E1937850462,2,0.0
3344,E1937850462,3,0.0
3344,B3046812957,1,0.0
3344,B3046812957,2,0.0
3344,B3046812957,3,0.0
3344,X9873402651,1,292.0
3344,X9873402651,2,385.0
3344,X9873402651,3,294.0
3344,J6274018359,1,126.0
3344,J6274018359,2,126.0
3344,J6274018359,3,126.0
3344,W3561740892,1,0.0
3344,W3561740892,2,0.0
3344,W3561740892,3,0.0
3344,Y2857910634,1,0.0
3344,Y2857910634,2,0.0
3344,Y2857910634,3,0.0
3344,I5794612038,1,0.0
3344,I5794612038,2,0.0
3344,I5794612038,3,0.0
3344,M6230147598,1,3.0
3344,M6230147598,2,176.0
3344,M6230147598,3,0.0
3344,D9236105847,1,0.0
3344,D9236105847,2,0.0
3344,D9236105847,3,0.0
3344,X4651270893,1,0.0
3344,X4651270893,2,0.0
3344,X4651270893,3,0.0
3344,K1850264937,1,0.0
3344,K1850264937,2,0.0
3344,K1850264937,3,0.0
3344,U5204837619,1,0.0
3344,U5204837619,2,0.0
3344,U5204837619,3,0.0
3344,S5276081394,1,0.0
3344,S5276081394,2,0.0
3344,S5276081394,3,0.0
3344,E7395210684,1,0.0
3344,E7395210684,2,0.0
3344,E7395210684,3,0.0
3344,A0129865743,1,0.0
3344,A0129865743,2,0.0
3344,A0129865743,3,0.0
3344,O2396510784,1,0.0
3344,O2396510784,2,0.0
3344,O2396510784,3,0.0
3344,M3782541960,1,0.0
3344,M3782541960,2,0.0
3344,M3782541960,3,0.0
3344,I0731524896,1,0.0
3344,I0731524896,2,0.0
3344,I0731524896,3,0.0
3344,H1407365298,1,0.0
3344,H1407365298,2,0.0
3344,H1407365298,3,0.0
3344,Z3920865741,1,366.0
3344,Z3920865741,2,404.0
3344,Z3920865741,3,373.0
3344,L8627140395,1,0.0
3344,L8627140395,2,0.0
3344,L8627140395,3,0.0
3344,B7031462985,1,486.0
3344,B7031462985,2,397.0
3344,B7031462985,3,355.0
3344,Q6298514370,1,0.0
3344,Q6298514370,2,0.0
3344,Q6298514370,3,0.0
3344,T0483729165,1,0.0
3344,T0483729165,2,0.0
3344,T0483729165,3,0.0
3344,U9386410752,1,411.0
3344,U9386410752,2,543.0
3344,U9386410752,3,421.0
3344,O5462083197,1,0.0
3344,O5462083197,2,0.0
3344,O5462083197,3,0.0
3344,Q8674251093,1,0.0
3344,Q8674251093,2,0.0
3344,Q8674251093,3,0.0
3344,F8026731945,1,0.0
3344,F8026731945,2,0.0
3344,F8026731945,3,0.0
3344,C6394578102,1,297.0
3344,C6394578102,2,330.0
3344,C6394578102,3,330.0
3344,R8163249570,1,0.0
3344,R8163249570,2,0.0
3344,R8163249570,3,0.0
3344,R0893165724,1,0.0
3344,R0893165724,2,0.0
3344,R0893165724,3,0.0
4017,H8769532014,1,312.0
4017,H8769532014,2,386.0
4017,H8769532014,3,221.0
4017,C5018692437,1,479.0
4017,C5018692437,2,444.0
4017,C5018692437,3,317.0
4017,E1937850462,1,281.0
4017,E1937850462,2,448.0
4017,E1937850462,3,298.0
4017,B3046812957,1,483.0
4017,B3046812957,2,458.0
4017,B3046812957,3,393.0
4017,X9873402651,1,0.0
4017,X9873402651,2,0.0
4017,X9873402651,3,0.0
4017,J6274018359,1,334.0
4017,J6274018359,2,336.0
4017,J6274018359,3,277.0
4017,W3561740892,1,346.0
4017,W3561740892,2,285.0
4017,W3561740892,3,308.0
4017,Y2857910634,1,191.0
4017,Y2857910634,2,254.0
4017,Y2857910634,3,225.0
4017,I5794612038,1,283.0
4017,I5794612038,2,378.0
4017,I5794612038,3,361.0
4017,M6230147598,1,79.0
4017,M6230147598,2,48.0
4017,M6230147598,3,41.0
4017,D9236105847,1,168.0
4017,D9236105847,2,207.0
4017,D9236105847,3,47.0
4017,X4651270893,1,324.0
4017,X4651270893,2,347.0
4017,X4651270893,3,252.0
4017,K1850264937,1,510.0
4017,K1850264937,2,485.0
4017,K1850264937,3,385.0
4017,U5204837619,1,307.0
4017,U5204837619,2,271.0
4017,U5204837619,3,77.0
4017,S5276081394,1,398.0
4017,S5276081394,2,370.0
4017,S5276081394,3,365.0
4017,E7395210684,1,213.0
4017,E7395210684,2,145.0
4017,E7395210684,3,28.0
4017,A0129865743,1,147.0
4017,A0129865743,2,197.0
4017,A0129865743,3,33.0
4017,O2396510784,1,531.0
4017,O2396510784,2,463.0
4017,O2396510784,3,410.0
4017,M3782541960,1,399.0
4017,M3782541960,2,426.0
4017,M3782541960,3,304.0
4017,I0731524896,1,473.0
4017,I0731524896,2,442.0
4017,I0731524896,3,351.0
4017,H1407365298,1,488.0
4017,H1407365298,2,471.0
4017,H1407365298,3,353.0
4017,Z3920865741,1,0.0
4017,Z3920865741,2,0.0
4017,Z3920865741,3,0.0
4017,L8627140395,1,485.0
4017,L8627140395,2,484.0
4017,L8627140395,3,338.0
4017,B7031462985,1,0.0
4017,B7031462985,2,0.0
4017,B7031462985,3,0.0
4017,Q6298514370,1,517.0
4017,Q6298514370,2,488.0
4017,Q6298514370,3,391.0
4017,T0483729165,1,249.0
4017,T0483729165,2,153.0
4017,T0483729165,3,67.0
4017,U9386410752,1,0.0
4017,U9386410752,2,0.0
4017,U9386410752,3,0.0
4017,O5462083197,1,328.0
4017,O5462083197,2,274.0
4017,O5462083197,3,279.0
4017,Q8674251093,1,463.0
4017,Q8674251093,2,424.0
4017,Q8674251093,3,381.0
4017,F8026731945,1,143.0
4017,F8026731945,2,88.0
4017,F8026731945,3,58.0
4017,C6394578102,1,0.0
4017,C6394578102,2,0.0
4017,C6394578102,3,0.0
4017,R8163249570,1,237.0
4017,R8163249570,2,310.0
4017,R8163249570,3,243.0
4017,R0893165724,1,357.0
4017,R0893165724,2,334.0
4017,R0893165724,3,59.0
