day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,3344,A9652137,189,12.6,45.0,104,63,94.5
1,3344,C9738012,406,14.8,13.0,117,85,36.4
1,3344,D7051368,386,14.8,68.0,117,85,115.6
1,3344,D7051368,630,14.8,55.0,117,85,115.5
1,3344,D7051368,631,12.6,49.0,104,63,102.9
1,3344,D7051368,632,6.7,8.0,70,37,16.8
1,3344,D7051368,654,14.8,50.0,117,85,114.99999999999999
1,3344,L7832195,388,14.8,41.0,117,85,114.8
1,3344,N3256941,280,14.8,51.0,117,85,107.10000000000001
1,3344,Q7608419,572,12.6,32.0,104,63,73.6
1,3344,R3596728,384,12.6,5.0,104,63,11.5
1,3344,R3596728,640,14.8,55.0,117,85,115.5
1,3344,R3596728,641,12.6,5.0,104,63,10.5
1,3344,R3596728,646,14.8,68.0,117,85,115.6
1,3344,R3596728,647,12.6,7.0,104,63,11.9
1,3344,R3596728,659,12.6,45.0,104,63,103.49999999999999
1,3344,S6018532,626,12.6,43.0,104,63,98.89999999999999
1,3344,S6018532,627,14.8,68.0,117,85,115.6
1,3344,S6018532,628,14.8,58.0,117,85,116.0
1,3344,S6018532,629,14.8,50.0,117,85,114.99999999999999
1,3344,U0285741,506,6.7,36.0,70,37,61.199999999999996
1,3344,U3578461,389,6.7,16.0,70,37,44.8
1,3344,U3578461,591,12.6,80.0,104,63,96.0
1,4017,A9652137,223,14.8,117.0,117,85,117.0
1,4017,A9652137,363,12.6,35.0,104,63,98.0
1,4017,A9652137,392,14.8,3.0,117,85,3.3000000000000003
1,4017,A9652137,587,14.8,55.0,117,85,115.5
1,4017,A9652137,588,6.7,31.0,70,37,65.10000000000001
1,4017,C2817943,104,6.7,21.0,70,37,58.8
1,4017,C2817943,105,6.7,47.0,70,37,47.0
1,4017,D7051368,66,12.6,30.0,104,63,84.0
1,4017,D7051368,94,12.6,97.0,104,63,97.0
1,4017,D7051368,217,6.7,15.0,70,37,42.0
1,4017,D7051368,391,14.8,6.0,117,85,16.200000000000003
1,4017,D7051368,454,14.8,41.0,117,85,114.8
1,4017,D7051368,455,6.7,20.0,70,37,56.0
1,4017,D7051368,625,6.7,1.0,70,37,2.7
1,4017,I4159203,83,14.8,41.0,117,85,114.8
1,4017,L2950714,387,14.8,43.0,117,85,116.10000000000001
1,4017,L7832195,174,14.8,68.0,117,85,115.6
1,4017,L7832195,197,14.8,41.0,117,85,114.8
1,4017,L7832195,367,6.7,19.0,70,37,55.1
1,4017,L7832195,604,14.8,55.0,117,85,115.5
1,4017,N2510896,636,14.8,106.0,117,85,116.60000000000001
