product_code,standard_size
W7413265098,2.0
L9254018637,2.0
Q3926874150,1.0
T4165389207,2.6
J9106458273,1.1
O9531864207,3.0
Y0392485761,2.5
Q5867341029,1.6
U2596708143,2.6
A2584310679,1.9
P3185706492,2.5
K8072195436,1.8
C6937214085,3.0
A6720358419,2.9
Z4528390167,1.5
A5618349720,1.7
A2738150496,2.7
V6708143592,1.4
Q5278369410,2.9
A8503721694,2.8
O4872615039,2.4
Z2567491380,2.4
R1765394082,2.1
U9803145627,1.2
P5416273089,2.7
K9610723584,1.8
Q4208657391,2.6
S8693450721,2.3
D8615273904,1.9
Z1253048769,1.9
W7684012593,1.9
J3859462071,2.4
Y1854926073,2.8
B2567108394,2.5
W4720195683,2.0
W9783106542,2.9
F7406529831,1.9
D2715938406,1.6
A0238569714,2.8
S3276059418,1.9
A3197450682,1.1
A5392864017,1.0
F4381659207,2.6
J2130784956,1.6
K5062149837,1.3
M6798451032,1.8
G5108369427,1.5
W6419580732,1.2
M6501784392,1.2
P8413205679,2.7
Z3579102468,3.0
Q9285307614,2.6
C0351296784,2.6
G2038574619,1.8
Y7145309286,2.3
C2140596783,1.3
U5461790823,2.7
F1356279408,1.1
A0243769851,1.6
A8946127053,1.3
X3295814706,2.9
D3968172450,1.4
Y8657309412,1.9
I3412908576,2.0
L0587249163,2.7
T1257439806,2.5
E9024856371,1.4
Z7259643810,1.2
J6204537198,1.1
