client_code,product_code,volume
F0649513,Z3758962401,59
F0649513,X4267835910,87
F0649513,S5709482631,83
F0649513,P1540872936,76
F0649513,M6985174302,49
F0649513,L4956287301,112
F0649513,O5426183907,47
F0649513,P0173946285,99
F0649513,R1580724369,97
F0649513,X1630257894,32
F0649513,B9845701263,99
F0649513,S7203451698,69
F0649513,C4631082579,36
F0649513,S7680291453,87
F0649513,K4308927165,34
F0649513,U4862195073,62
F0649513,F9356487012,77
F0649513,O5013724968,119
F0649513,M0971623845,36
F0649513,V6872549031,63
F0649513,S4853910627,38
F0649513,B3879054126,32
F0649513,D5619072483,57
F0649513,V2736945018,52
F0649513,B2015498367,87
R8207531,Z3758962401,35
R8207531,X4267835910,75
R8207531,S5709482631,72
R8207531,K9651034278,78
R8207531,P1540872936,63
R8207531,M6985174302,104
R8207531,L4956287301,59
R8207531,O5426183907,49
R8207531,P0173946285,75
R8207531,R1580724369,48
R8207531,X1630257894,116
R8207531,B9845701263,116
R8207531,E7524619380,38
R8207531,S7203451698,114
R8207531,C4631082579,83
R8207531,S7680291453,116
R8207531,K4308927165,80
R8207531,U4862195073,115
R8207531,F9356487012,88
R8207531,O5013724968,120
R8207531,M0971623845,118
R8207531,V6872549031,56
R8207531,S4853910627,36
R8207531,E0159243768,46
R8207531,B3879054126,39
R8207531,F2736049158,115
R8207531,D5619072483,30
R8207531,I7923450186,75
R8207531,V2736945018,41
R8207531,B2015498367,53
U2195063,X4267835910,70
U2195063,K9651034278,82
U2195063,P1540872936,83
U2195063,M6985174302,69
U2195063,L4956287301,56
U2195063,O5426183907,55
U2195063,X1630257894,113
U2195063,B9845701263,100
U2195063,E7524619380,53
U2195063,S7203451698,87
U2195063,C4631082579,73
U2195063,S7680291453,40
U2195063,K4308927165,54
U2195063,U4862195073,47
U2195063,V2736945018,42
U2195063,F9356487012,49
U2195063,M0971623845,45
U2195063,V6872549031,116
U2195063,E0159243768,65
U2195063,S4853910627,87
U2195063,B3879054126,96
U2195063,F2736049158,41
U2195063,D5619072483,56
U2195063,I7923450186,64
U2195063,P0173946285,34
U2195063,B2015498367,114
D9036578,Z3758962401,117
D9036578,X4267835910,74
D9036578,B3879054126,89
D9036578,K4308927165,76
D9036578,K9651034278,75
D9036578,F9356487012,111
D9036578,D5619072483,103
D9036578,V2736945018,70
D9036578,S7203451698,86
D9036578,S4853910627,70
J7153206,Z3758962401,70
J7153206,V6872549031,51
J7153206,F9356487012,36
J7153206,O5013724968,114
J7153206,C4631082579,101
J7153206,E7524619380,104
J7153206,S7680291453,96
J7153206,B9845701263,62
J7153206,V2736945018,76
J7153206,I7923450186,92
J7153206,E0159243768,49
W2039851,X4267835910,72
W2039851,S5709482631,43
W2039851,K9651034278,75
W2039851,P1540872936,102
W2039851,M6985174302,43
W2039851,O5426183907,97
W2039851,R1580724369,85
W2039851,X1630257894,77
W2039851,C4631082579,68
W2039851,S7680291453,54
W2039851,K4308927165,41
W2039851,U4862195073,118
W2039851,F9356487012,72
W2039851,O5013724968,69
W2039851,M0971623845,55
W2039851,E0159243768,62
W2039851,B3879054126,55
W2039851,D5619072483,44
W2039851,V2736945018,105
W2039851,B2015498367,31
K8273491,Z3758962401,110
K8273491,U4862195073,32
K8273491,K9651034278,75
K8273491,F9356487012,53
K8273491,M0971623845,118
K8273491,X1630257894,52
K8273491,V6872549031,40
K8273491,I7923450186,39
K8273491,E0159243768,38
B0186735,Z3758962401,87
B0186735,X4267835910,32
B0186735,D5619072483,101
B0186735,L4956287301,75
B0186735,K9651034278,118
B0186735,V6872549031,39
B0186735,F9356487012,119
B0186735,X1630257894,40
B0186735,E7524619380,89
B0186735,M6985174302,111
B0186735,I7923450186,102
B0186735,C4631082579,101
B0186735,S4853910627,115
P9127368,Z3758962401,76
P9127368,B3879054126,116
P9127368,K4308927165,110
P9127368,U4862195073,113
P9127368,S5709482631,114
P9127368,M6985174302,33
P9127368,E0159243768,46
P9127368,D5619072483,62
P9127368,B9845701263,32
P9127368,I7923450186,34
P9127368,B2015498367,106
