product_code,standard_size
K3674820159,2.0
A9387615204,2.8
S5914286307,1.6
S6152789043,1.5
H8367401592,2.7
A5412739068,1.1
J9247563810,1.1
Z3798521064,2.9
B8579604123,1.5
W7435182690,2.8
A5123076894,1.1
F6975382104,1.4
B1924705368,2.8
P4359102786,1.4
Y1473529860,1.7
Q5092137486,1.8
F7658210394,2.0
Q8031479526,1.5
R2819706543,1.1
M0751683249,2.6
C4275169803,1.5
Q3104725968,1.2
Y4908653721,2.0
E3750298164,1.4
H4203198576,3.0
I9820371456,1.5
E5730684291,2.8
D4039527186,1.3
S9628037415,1.3
B2976103854,1.3
S3925714806,2.3
C8421793650,2.0
V1420793586,2.5
S8412395760,2.7
M0982453716,2.1
B6314270589,2.7
W6950718324,1.6
U3061287945,1.3
Z3478129056,2.4
N5682149037,2.8
C2816394570,1.2
L3589176024,1.5
H2701954386,2.5
W1648295307,2.4
C7981460253,1.6
P3620859471,1.3
W4583021976,1.6
E9104538267,1.6
K4617938205,2.4
T4576018392,2.1
B4106358729,1.9
Q6803142597,1.5
P4921370856,1.5
B1930425786,1.4
I0247391865,1.1
O9670312845,1.7
Y3614059287,1.2
J7302491586,2.6
J2536740819,1.7
Z7403619258,1.2
S4359182076,2.6
Y7561904823,1.6
J4162597380,2.6
Y5892476031,1.6
T5812394706,1.4
O6792138045,2.0
D3158920476,1.2
R2183479650,1.6
Z4083156927,1.7
N1264935870,2.3
