client_code,product_code,day,volume
M7549632,E2354079618,7,2
C6578439,M5689230714,7,0
A6948730,X6213549870,7,0
R6275408,E0528417639,7,0
T2679058,M8057319462,7,0
T2679058,C8302695471,7,0
Z6715843,C9620784135,7,10
Z9541082,C3062795184,7,0
T2679058,B5218496037,7,0
A4051283,V3176985204,7,0
R4183925,V7895613042,7,0
U2950438,C8302695471,7,0
A6948730,B2368170549,7,13
L8645027,E5402638197,7,0
U2950438,O7821390456,7,0
C6578439,H9418765320,7,0
R4183925,R5107982634,7,3
X7513960,Z7402189653,7,1
A4051283,H9418765320,7,0
R6275408,N6278914530,7,0
Q1752983,R5107982634,7,3
S5286437,C3062795184,7,2
X7513960,X1742906538,7,0
Z9541082,B5218496037,7,0
R6275408,V7895613042,7,0
S5286437,C9620784135,7,0
S5286437,V7895613042,7,16
X7513960,E0528417639,7,9
L8645027,V3176985204,7,0
P4523968,E2354079618,7,5
A6948730,J8013975246,7,13
P4523968,W1953760284,7,0
X7513960,A3697012845,7,15
Z6923758,V7895613042,7,0
X7513960,F5048123697,7,14
A6948730,A3697012845,7,0
M7549632,O7821390456,7,0
S5286437,B5218496037,7,2
Q1752983,P4820561937,7,2
P4523968,F5048123697,7,0
Q1752983,E0528417639,7,6
R6275408,M8057319462,7,0
M7549632,B2368170549,7,0
T2679058,B2368170549,7,0
T2679058,O7821390456,7,5
J5840329,X1742906538,7,0
J5840329,Z7402189653,7,0
P4523968,K7824063951,7,1
T2679058,M5689230714,7,9
A4051283,N6278914530,7,11
M7549632,C8302695471,7,11
R4183925,W1953760284,7,17
X7513960,C8302695471,7,0
S5286437,B2368170549,7,0
P4523968,C9620784135,7,0
R4183925,F5048123697,7,24
R4183925,B2368170549,7,11
Q1752983,Z7402189653,7,0
T2679058,V5379624801,7,0
R4183925,B5218496037,7,0
A4051283,C9620784135,7,5
D0764382,X6213549870,7,9
C6578439,W1953760284,7,0
Z6715843,X6213549870,7,13
A6948730,C3062795184,7,0
U2950438,E0528417639,7,0
Z9541082,R5107982634,7,7
R6275408,R5107982634,7,6
R4183925,X1742906538,7,1
D0764382,Z7402189653,7,5
U2950438,H9418765320,7,15
C6578439,F5048123697,7,0
Q1752983,K7824063951,7,0
R6275408,J8013975246,7,0
X7513960,C3062795184,7,0
X7513960,M5689230714,7,17
S5286437,E5402638197,7,0
Z9541082,J8013975246,7,0
A6948730,M5689230714,7,0
L8645027,E2354079618,7,8
M7549632,C3062795184,7,0
Z9541082,N6278914530,7,25
Q1752983,V3697584210,7,0
P4523968,M5689230714,7,3
T2679058,C9620784135,7,15
A4051283,M8057319462,7,0
Q1752983,V3176985204,7,6
X7513960,X6213549870,7,16
Z6923758,W1953760284,7,0
J5840329,F5048123697,7,16
Z9541082,E2354079618,7,2
X7513960,B5218496037,7,0
Z6715843,X1742906538,7,0
P4523968,X1742906538,7,7
Z9541082,M8057319462,7,0
Z9541082,C8302695471,7,0
Z6923758,P4820561937,7,2
X7513960,E5402638197,7,0
E3251784,W1953760284,7,5
M7549632,B5218496037,7,0
Z6715843,F5048123697,7,0
R4183925,M5689230714,7,0
T2679058,N6278914530,7,0
J5840329,W1953760284,7,4
Q1752983,B2368170549,7,0
E3251784,N6278914530,7,8
Q1752983,I5164298703,7,0
Z6715843,E0528417639,7,0
R6275408,W1953760284,7,11
R4183925,V5379624801,7,10
C6578439,E2354079618,7,0
Q1752983,X6213549870,7,11
D0764382,V3697584210,7,0
A4051283,E0528417639,7,28
M7549632,C9620784135,7,18
E3251784,X1742906538,7,0
C6578439,M7841593260,7,4
E3251784,M7841593260,7,1
E3251784,X6213549870,7,0
Q1752983,V5379624801,7,9
Q1752983,C9620784135,7,7
S5286437,E0528417639,7,17
U2950438,P4820561937,7,0
Z9541082,E0528417639,7,0
R6275408,H9418765320,7,0
Q1752983,N6278914530,7,1
A4051283,M5689230714,7,0
X7513960,M8057319462,7,5
Z9541082,O7821390456,7,0
S5286437,E2354079618,7,7
J5840329,E5402638197,7,0
D0764382,I5164298703,7,0
Z9541082,B2368170549,7,0
Z6715843,O7821390456,7,0
P4523968,B5218496037,7,0
R4183925,E0528417639,7,18
A4051283,O7821390456,7,0
M7549632,W1953760284,7,5
A6948730,V5379624801,7,2
U2950438,V5379624801,7,9
R4183925,O7821390456,7,0
C6578439,I5164298703,7,0
R6275408,V5379624801,7,8
C6578439,E5402638197,7,9
Z9541082,M7841593260,7,11
A6948730,V3176985204,7,12
D0764382,N6278914530,7,10
P4523968,V3697584210,7,0
Z6923758,K7824063951,7,12
X7513960,V5379624801,7,12
T2679058,J8013975246,7,0
A6948730,E2354079618,7,9
P4523968,X6213549870,7,8
E3251784,E2354079618,7,0
X7513960,H9418765320,7,11
E3251784,I5164298703,7,0
M7549632,Z7402189653,7,0
Z6715843,B2368170549,7,2
A4051283,C3062795184,7,0
L8645027,P4820561937,7,0
Z9541082,V3176985204,7,0
X7513960,P4820561937,7,2
M7549632,A3697012845,7,0
M7549632,M7841593260,7,0
C6578439,B5218496037,7,0
S5286437,Z7402189653,7,0
Q1752983,X1742906538,7,0
C6578439,J8013975246,7,6
U2950438,K7824063951,7,6
A6948730,Z7402189653,7,0
A4051283,X6213549870,7,15
A4051283,B5218496037,7,0
E3251784,C3062795184,7,0
P4523968,R5107982634,7,7
X7513960,M7841593260,7,14
Q1752983,B5218496037,7,3
A6948730,E0528417639,7,17
C6578439,C9620784135,7,6
E3251784,B2368170549,7,12
R4183925,N6278914530,7,0
Q1752983,J8013975246,7,0
R6275408,F5048123697,7,0
J5840329,V3176985204,7,0
L8645027,O7821390456,7,0
P4523968,A3697012845,7,5
T2679058,I5164298703,7,0
R6275408,E2354079618,7,6
Z6923758,V3176985204,7,0
A6948730,M8057319462,7,15
T2679058,Z7402189653,7,0
M7549632,M8057319462,7,2
A6948730,E5402638197,7,0
D0764382,W1953760284,7,0
U2950438,W1953760284,7,0
E3251784,E5402638197,7,0
R6275408,X1742906538,7,0
Z6923758,B5218496037,7,0
T2679058,E0528417639,7,0
C6578439,E0528417639,7,20
P4523968,Z7402189653,7,0
U2950438,C9620784135,7,14
Z9541082,X1742906538,7,0
P4523968,H9418765320,7,11
L8645027,V7895613042,7,0
Z9541082,V3697584210,7,0
R4183925,C9620784135,7,4
