plant_code,product_code,volume
8892,D6213574890,135
8892,I6475023189,82
8892,M1285673490,56
8892,Z2418903765,74
8892,J0271934658,96
8892,Q6987145203,132
8892,L6193824570,113
8892,M5821370694,56
8892,H4179860532,48
8892,P2074815396,107
8892,C7031945286,107
8892,L4296850137,70
8892,L0972835164,67
8892,A4790625318,70
8892,L8206791354,61
8892,G1760345289,85
8892,K9350762841,65
8892,G1327094658,56
8892,N8609734152,64
8892,H9123064758,76
8892,J0831642957,112
8892,U9240638517,103
8892,H8374621950,55
8892,Z9860751423,121
8892,I2489506317,126
8892,D6431270895,97
8892,C2843679501,82
8892,U8542197360,58
8892,H0827164593,64
8892,W1698240537,97
8892,J7416958302,76
8892,W1839527604,91
8892,X3406782195,71
8892,S0693528147,74
8892,Q9531640872,54
8892,J4189065372,70
8892,F0894136752,114
8892,E0953184267,116
8892,H3085674921,77
8892,E7915240863,50
8892,G2805739641,133
8892,O7528360419,59
8892,E8603175942,80
8892,Z8095647312,69
8892,B4756218039,54
8892,E9870165243,60
8892,M4785031692,43
8149,D6213574890,146
8149,I6475023189,100
8149,M1285673490,109
8149,Z2418903765,77
8149,J0271934658,115
8149,Q6987145203,62
8149,L6193824570,89
8149,M5821370694,90
8149,H4179860532,71
8149,P2074815396,89
8149,C7031945286,80
8149,L4296850137,81
8149,L0972835164,73
8149,A4790625318,121
8149,L8206791354,99
8149,G1760345289,84
8149,K9350762841,99
8149,G1327094658,77
8149,N8609734152,89
8149,H9123064758,92
8149,J0831642957,132
8149,U9240638517,105
8149,H8374621950,101
8149,Z9860751423,79
8149,I2489506317,111
8149,D6431270895,91
8149,C2843679501,93
8149,U8542197360,122
8149,H0827164593,113
8149,W1698240537,94
8149,J7416958302,59
8149,W1839527604,55
8149,X3406782195,95
8149,S0693528147,85
8149,Q9531640872,93
8149,J4189065372,86
8149,F0894136752,118
8149,E0953184267,107
8149,H3085674921,125
8149,E7915240863,53
8149,G2805739641,70
8149,O7528360419,62
8149,E8603175942,122
8149,Z8095647312,100
8149,B4756218039,81
8149,E9870165243,124
8149,M4785031692,36
2488,D6213574890,118
2488,I6475023189,98
2488,M1285673490,71
2488,Z2418903765,98
2488,J0271934658,126
2488,Q6987145203,134
2488,L6193824570,51
2488,M5821370694,99
2488,H4179860532,92
2488,P2074815396,60
2488,C7031945286,61
2488,L4296850137,47
2488,L0972835164,72
2488,A4790625318,112
2488,L8206791354,54
2488,G1760345289,78
2488,K9350762841,72
2488,G1327094658,95
2488,N8609734152,110
2488,H9123064758,65
2488,J0831642957,47
2488,U9240638517,117
2488,H8374621950,137
2488,Z9860751423,75
2488,I2489506317,98
2488,D6431270895,136
2488,C2843679501,106
2488,U8542197360,135
2488,H0827164593,70
2488,W1698240537,99
2488,J7416958302,74
2488,W1839527604,54
2488,X3406782195,107
2488,S0693528147,65
2488,Q9531640872,56
2488,J4189065372,111
2488,F0894136752,81
2488,E0953184267,41
2488,H3085674921,139
2488,E7915240863,97
2488,G2805739641,141
2488,O7528360419,115
2488,E8603175942,119
2488,Z8095647312,125
2488,B4756218039,71
2488,E9870165243,71
2488,M4785031692,70
7572,D6213574890,88
7572,I6475023189,110
7572,M1285673490,140
7572,Z2418903765,116
7572,J0271934658,59
7572,Q6987145203,103
7572,L6193824570,43
7572,M5821370694,112
7572,H4179860532,44
7572,P2074815396,106
7572,C7031945286,70
7572,L4296850137,110
7572,L0972835164,43
7572,A4790625318,134
7572,L8206791354,114
7572,G1760345289,99
7572,K9350762841,116
7572,G1327094658,66
7572,N8609734152,44
7572,H9123064758,58
7572,J0831642957,124
7572,U9240638517,124
7572,H8374621950,125
7572,Z9860751423,58
7572,I2489506317,115
7572,D6431270895,91
7572,C2843679501,95
7572,U8542197360,127
7572,H0827164593,115
7572,W1698240537,119
7572,J7416958302,105
7572,W1839527604,78
7572,X3406782195,96
7572,S0693528147,57
7572,Q9531640872,127
7572,J4189065372,68
7572,F0894136752,60
7572,E0953184267,41
7572,H3085674921,107
7572,E7915240863,79
7572,G2805739641,153
7572,O7528360419,42
7572,E8603175942,82
7572,Z8095647312,64
7572,B4756218039,95
7572,E9870165243,51
7572,M4785031692,101
