product_code,standard_size
L4756129083,3.0
R5934827061,2.8
M7342056891,2.6
Q5806127349,1.6
M5918473620,2.7
P7935486210,1.9
A9476032851,2.4
E4795016328,1.9
Y1928357406,2.4
S1543286097,1.7
M1796534802,2.8
T4701689253,1.4
Y7390652148,1.7
O7834601952,1.6
U7902356481,1.9
I4753169028,2.4
A1960842375,1.4
Z2458097163,1.6
T5192740386,1.7
L6985132740,2.0
A7493106852,1.9
F4318672905,1.5
D3067845291,1.3
D0768943521,1.4
F7482031659,2.3
P9108364257,1.2
B3751248906,2.1
D2431659870,1.7
X8415032796,2.7
I8319275046,1.8
R2094876351,2.2
O6145903728,1.0
C7208695314,2.5
A9281634750,2.5
K7968213054,3.0
N3915728064,2.3
R1258976034,1.6
G5924873601,1.7
L9826047351,1.9
K5307261498,1.3
F8746123905,2.8
Z7025643819,2.0
K1059483627,1.1
W0529438761,1.9
N4805179632,2.1
M9135208467,1.6
P2370986541,2.0
V8027645913,2.3
L7820653941,1.7
Z5093268741,2.0
K3891052764,2.8
G3482916570,2.0
P2978130645,1.2
W8530724619,3.0
Y4782563190,1.4
C1948703625,2.3
P6734928105,1.1
R8470295361,2.3
V7153682094,2.7
P1206384579,2.8
F2156973048,1.6
W7192640835,1.7
F5672408913,2.2
H9360578421,1.3
U5218094637,1.4
W8976041325,2.5
F7061398542,2.8
H0854392716,1.3
F2386791450,1.8
B8197632504,2.8
P1593240867,2.3
X6041837529,2.6
R8132074569,2.5
U0491253687,1.6
E8913527046,2.4
N2487936051,2.2
Z8147925360,1.2
