product_code,standard_size
F8435971260,2.0
K6934807125,1.7
E1794563082,1.5
A6819375204,1.8
L3045627198,1.2
B7439215608,2.0
S7840256193,1.4
T6852319047,2.7
P4792560318,2.5
P2398514076,1.4
R8249063751,1.6
J2687391405,1.1
K0598364712,2.4
A4352871096,2.5
I3260891475,2.6
E3862145790,1.6
M0986357214,1.2
T4518062379,2.1
L1302984675,2.3
V8741569302,2.1
X5486709231,1.2
Q9578260314,1.5
Q6982051743,1.3
A4201653789,3.0
Q7319458206,2.9
M2364578091,1.9
Y0357918642,2.4
K8165270394,1.6
I2360457918,2.0
P6435019287,1.2
A6754932018,1.3
K5197326048,2.2
I4968270153,2.8
N8145269307,2.9
D2905617438,1.1
B5901367428,1.8
Q2598046173,1.8
K4678215930,1.4
Y9247053618,2.6
M0279413568,1.6
U4580316279,2.6
A4012768593,2.4
N2198563047,1.8
F4352807169,2.5
F7824653910,1.8
Y7320649815,1.6
V2319867450,2.3
Y5809376412,2.7
C9584701263,1.0
Z0563172849,2.4
V2948657103,1.8
G7589214306,2.9
O3697450812,1.7
P0651328974,1.3
M6591473208,1.6
W1846920735,1.4
S3148597026,1.9
V8349265170,2.7
L6023854197,2.9
H3296087541,2.9
G0175896342,1.4
V0264531897,1.7
R1945628307,1.4
H1605987423,1.6
E5713204698,2.0
W4362975801,1.0
B6840357192,1.9
V4573280619,2.8
F8456190237,2.6
P9738521046,1.4
