plant_code,product_code,volume
1347,K8602493175,153
1347,O3845960721,64
1347,P5610823974,135
1347,H7841253096,88
1347,B2473806915,123
1347,Y7450862931,74
1347,P2917586430,68
1347,B5962378410,127
1347,D5317904682,184
1347,G8160742539,108
1347,A4763895012,92
1347,Q1034578296,138
1347,P7592603481,131
1347,S8457902163,86
1347,I6534728910,63
1347,F0657831294,146
1347,A4938657012,110
1347,A3019587264,92
1347,G9278134065,175
1347,A3589761420,116
1347,Y4921358670,84
1347,Y6529381740,176
1347,I5034967218,172
1347,U7391504826,138
1347,K8412679350,141
1347,R9641520873,77
1347,C1238049756,151
1347,I5036948217,136
1347,X2415809376,85
1347,N5903286471,90
1347,P8145976203,132
1347,Y0285379164,92
1347,I0654183927,153
1347,P0536481297,141
1347,N9271046583,143
1347,G3109562487,77
1347,H0582741693,99
1347,F6829407153,167
1347,I5362407918,137
1347,S4608719325,114
1347,B2759031864,48
1347,M5124079836,69
1347,L7516348029,72
1347,I2071435986,64
7848,K8602493175,67
7848,O3845960721,87
7848,P5610823974,59
7848,H7841253096,50
7848,B2473806915,67
7848,Y7450862931,90
7848,P2917586430,107
7848,B5962378410,142
7848,D5317904682,82
7848,G8160742539,96
7848,A4763895012,108
7848,Q1034578296,48
7848,P7592603481,71
7848,S8457902163,167
7848,I6534728910,95
7848,F0657831294,174
7848,A4938657012,50
7848,A3019587264,136
7848,G9278134065,101
7848,A3589761420,137
7848,Y4921358670,85
7848,Y6529381740,131
7848,I5034967218,130
7848,U7391504826,89
7848,K8412679350,122
7848,R9641520873,98
7848,C1238049756,88
7848,I5036948217,140
7848,X2415809376,114
7848,N5903286471,139
7848,P8145976203,174
7848,Y0285379164,114
7848,I0654183927,191
7848,P0536481297,71
7848,N9271046583,67
7848,G3109562487,65
7848,H0582741693,144
7848,F6829407153,182
7848,I5362407918,133
7848,S4608719325,127
7848,B2759031864,140
7848,M5124079836,60
7848,L7516348029,64
7848,I2071435986,168
7848,D0614738952,152
7848,B9120387564,189
7848,P4582017396,102
7848,U9403152786,186
7848,V7506493281,289
7848,B3280571496,182
7848,R3879146205,226
7848,V2645380791,162
7848,U6279150843,106
3977,K8602493175,83
3977,O3845960721,157
3977,P5610823974,69
3977,H7841253096,87
3977,B2473806915,155
3977,Y7450862931,104
3977,P2917586430,103
3977,B5962378410,110
3977,D5317904682,116
3977,G8160742539,104
3977,A4763895012,92
3977,Q1034578296,124
3977,P7592603481,85
3977,S8457902163,131
3977,I6534728910,100
3977,F0657831294,94
3977,A4938657012,60
3977,A3019587264,81
3977,G9278134065,86
3977,A3589761420,80
3977,Y4921358670,136
3977,Y6529381740,97
3977,I5034967218,118
3977,U7391504826,147
3977,K8412679350,136
3977,R9641520873,161
3977,C1238049756,54
3977,I5036948217,97
3977,X2415809376,62
3977,N5903286471,138
3977,P8145976203,82
3977,Y0285379164,106
3977,I0654183927,186
3977,P0536481297,79
3977,N9271046583,129
3977,G3109562487,81
3977,H0582741693,134
3977,F6829407153,112
3977,I5362407918,54
3977,S4608719325,109
3977,B2759031864,132
3977,M5124079836,150
3977,L7516348029,177
3977,I2071435986,112
3977,D0614738952,168
3977,B9120387564,82
3977,P4582017396,283
3977,U9403152786,194
3977,V7506493281,294
3977,B3280571496,140
3977,R3879146205,122
3977,V2645380791,219
3977,U6279150843,198
