product_code,standard_size
P9014827563,1.3
T7053218649,1.2
B0915286743,1.6
J5802196473,1.1
J3952810746,1.3
Y3124769580,1.8
A6812037594,1.4
Y0937561428,1.4
F2357081649,2.8
W2864193507,1.7
F6820145973,1.7
K5628091734,1.4
S7394152806,1.5
A0563729184,2.8
D1670839542,2.5
F1083624759,2.4
A5241603978,1.6
D5702931486,1.4
N2538947601,2.0
K9385702461,1.1
H5739620481,2.3
U4031825697,2.6
X2578396140,1.4
Y8345197620,1.8
E7483596210,1.6
S7354918620,1.3
X4682390715,2.7
E1705832964,2.4
J8437562910,1.1
R7063298541,2.4
D1840927653,2.6
R1289456730,1.1
I0197238456,1.3
S5370641928,2.1
A1789302654,2.4
F6182957430,1.5
K7052943168,2.2
Q8026471953,2.5
R1354072689,1.4
N7024361985,1.5
W9167538042,2.7
B0579421638,1.5
X4602935178,2.7
Z6539041728,2.2
Y6213078459,1.2
P6749253810,1.2
F8765392140,2.4
G9361207845,1.5
Y1068397425,1.7
R3619428057,1.4
Z8435271690,2.0
D3150427896,2.2
M0893615274,1.6
T9184703625,2.6
Q0891245673,1.8
U2980513476,2.7
G7451623908,2.4
R9642573801,1.0
R9017648325,1.6
Z4706385192,1.5
U9416527830,2.5
T8095613247,1.3
Y4391087526,1.4
D4721956830,2.6
A6904178532,1.2
W3469785210,2.0
H2109768354,3.0
Q0632987451,2.2
O4627908351,1.3
P9624510738,2.5
D0861953724,2.8
M4026589371,3.0
Q5138649720,1.1
B2816940537,1.3
T5086739241,1.2
A3075168294,2.7
X1628490753,2.3
E7064283195,2.1
W1726439850,1.2
J3592760814,1.8
V5047863921,2.3
V3210897465,2.0
L3098254617,2.1
M1560927483,1.4
Z4875029361,2.9
T9130468257,2.9
S0829741563,1.2
W3409286157,2.9
D0832951647,1.1
