client_code,product_code,volume
M8706129,K5628091734,40
M8706129,G7451623908,57
M8706129,R1289456730,114
M8706129,D1670839542,89
M8706129,Q5138649720,47
M8706129,Y0937561428,52
M8706129,X2578396140,60
M8706129,D0832951647,72
M8706129,A6904178532,88
M8706129,W9167538042,119
M8706129,Z4706385192,89
U0941752,K5628091734,66
U0941752,B2816940537,120
U0941752,Z6539041728,59
U0941752,P9624510738,111
U0941752,F6182957430,106
U0941752,Q0891245673,59
U0941752,J5802196473,38
U0941752,W3469785210,57
U0941752,R1289456730,108
U0941752,A0563729184,84
U0941752,G9361207845,114
U0941752,Q0632987451,77
U0941752,M1560927483,115
U0941752,E1705832964,99
U0941752,J3952810746,112
U0941752,Z8435271690,106
U0941752,R7063298541,44
Z2519036,P9014827563,69
Z2519036,X4602935178,93
Z2519036,Z6539041728,85
Z2519036,B0915286743,59
Z2519036,Y6213078459,35
Z2519036,J5802196473,51
Z2519036,S7354918620,107
Z2519036,D0861953724,82
Z2519036,J3952810746,113
Z2519036,E1705832964,72
Z2519036,M4026589371,57
Z2519036,Y3124769580,102
Z2519036,B2816940537,48
Z2519036,D3150427896,89
Z2519036,D1840927653,33
Z2519036,A3075168294,65
Z2519036,U2980513476,58
Z2519036,Q0891245673,58
Z2519036,X1628490753,68
Z2519036,E7064283195,74
Z2519036,W1726439850,108
Z2519036,R1289456730,97
Z2519036,Y0937561428,116
Z2519036,S5370641928,50
Z2519036,R9642573801,45
Z2519036,A1789302654,111
Z2519036,Z4706385192,96
Z2519036,V5047863921,117
Z2519036,U9416527830,110
Z2519036,F6182957430,78
Z2519036,L3098254617,118
Z2519036,A0563729184,56
Z2519036,M1560927483,88
Z2519036,Y4391087526,100
Z2519036,A5241603978,82
Z2519036,Q8026471953,111
Z2519036,D4721956830,38
Z2519036,A6904178532,64
Z2519036,H5739620481,56
Z2519036,K9385702461,73
Z2519036,N2538947601,42
Z2519036,T9130468257,98
Z2519036,R1354072689,48
Z2519036,S0829741563,44
Z2519036,N7024361985,106
Z2519036,W3409286157,73
Z2519036,W3469785210,43
Z2519036,H2109768354,31
Z2519036,X2578396140,67
Z2519036,D0832951647,51
Z2519036,O4627908351,99
Z2519036,B0579421638,75
L9671504,X4602935178,98
L9671504,P9624510738,74
L9671504,T7053218649,32
L9671504,P6749253810,99
L9671504,G9361207845,102
L9671504,J8437562910,119
L9671504,R7063298541,50
L9671504,T5086739241,55
