plant_code,product_code,volume
7962,P9014827563,74
7962,T7053218649,100
7962,B0915286743,46
7962,J5802196473,101
7962,J3952810746,169
7962,Y3124769580,124
7962,A6812037594,82
7962,Y0937561428,91
7962,F2357081649,43
7962,W2864193507,139
7962,F6820145973,86
7962,K5628091734,95
7962,S7394152806,147
7962,A0563729184,69
7962,D1670839542,73
7962,F1083624759,126
7962,A5241603978,115
7962,D5702931486,116
7962,N2538947601,107
7962,K9385702461,80
7962,H5739620481,107
7962,U4031825697,52
7962,X2578396140,68
7962,Y8345197620,59
7962,E7483596210,66
7962,S7354918620,59
7962,X4682390715,67
7962,E1705832964,54
7962,J8437562910,76
7962,R7063298541,85
7962,D1840927653,42
7962,R1289456730,55
7962,I0197238456,47
7962,S5370641928,50
7962,A1789302654,123
7962,F6182957430,162
7962,K7052943168,111
7962,Q8026471953,69
7962,R1354072689,87
7962,N7024361985,76
7962,W9167538042,82
7962,B0579421638,74
7962,X4602935178,107
7962,Z6539041728,87
7962,Y6213078459,65
7962,P6749253810,52
7962,F8765392140,79
7962,G9361207845,145
7962,Y1068397425,76
7962,R3619428057,128
7962,Z8435271690,55
7962,D3150427896,41
7962,M0893615274,139
7962,T9184703625,127
7962,Q0891245673,62
7962,U2980513476,50
7962,G7451623908,40
7962,R9642573801,64
7962,R9017648325,79
7962,Z4706385192,160
7962,U9416527830,75
7962,T8095613247,77
7962,Y4391087526,63
7962,D4721956830,100
7962,A6904178532,132
7962,W3469785210,134
7962,H2109768354,103
7962,Q0632987451,79
7962,O4627908351,133
7962,P9624510738,90
7962,D0861953724,89
7962,M4026589371,80
7962,Q5138649720,97
7962,B2816940537,62
7962,T5086739241,105
7962,A3075168294,79
7962,X1628490753,161
7962,E7064283195,70
7962,W1726439850,120
7962,J3592760814,144
7962,V5047863921,131
7962,V3210897465,60
7962,L3098254617,185
7962,M1560927483,80
1036,P9014827563,69
1036,T7053218649,127
1036,B0915286743,51
1036,J5802196473,108
1036,J3952810746,158
