plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1386,1,Z1724369,1,18.1,20.0,136,98,32.0
4603,2,Z1724369,1,9.3,19.0,97,52,30.4
4603,3,N3091542,1,18.1,16.0,136,98,25.6
4603,4,Z1724369,1,9.3,19.0,97,52,30.4
4603,5,U8293405,1,9.3,4.0,97,52,6.4
4603,7,P2650739,1,18.1,10.0,136,98,16.0
8075,6,U8293405,1,9.3,6.0,97,52,9.6
1386,1,Z1724369,1,18.1,5.0,136,98,8.0
4603,2,Z1724369,1,9.3,1.0,97,52,2.2
4603,3,N3091542,1,18.1,1.0,136,98,2.4
4603,4,Z1724369,1,9.3,10.0,97,52,17.0
4603,5,U8293405,1,9.3,17.0,97,52,28.9
4603,7,P2650739,1,18.1,10.0,136,98,22.0
8075,6,U8293405,1,9.3,8.0,97,52,15.2
1386,1,Z1724369,1,18.1,9.0,136,98,19.8
4603,2,Z1724369,1,9.3,12.0,97,52,20.4
4603,3,N3091542,1,18.1,13.0,136,98,28.6
4603,4,Z1724369,1,9.3,7.0,97,52,13.3
4603,5,U8293405,1,9.3,5.0,97,52,6.5
4603,7,P2650739,1,18.1,12.0,136,98,22.8
8075,6,U8293405,1,9.3,18.0,97,52,23.4
1386,1,Z1724369,1,18.1,23.0,136,98,25.3
4603,2,Z1724369,1,9.3,10.0,97,52,19.0
4603,3,N3091542,1,18.1,12.0,136,98,22.8
4603,4,Z1724369,1,9.3,3.0,97,52,3.9
4603,5,U8293405,1,9.3,19.0,97,52,24.7
4603,7,P2650739,1,18.1,8.0,136,98,10.4
8075,6,U8293405,1,9.3,11.0,97,52,14.3
1386,1,Z1724369,1,18.1,10.0,136,98,13.0
4603,2,Z1724369,1,9.3,16.0,97,52,20.8
4603,3,N3091542,1,18.1,14.0,136,98,18.2
4603,4,Z1724369,1,9.3,21.0,97,52,31.5
4603,5,U8293405,1,9.3,13.0,97,52,22.1
4603,7,P2650739,1,18.1,14.0,136,98,23.8
8075,6,U8293405,1,9.3,20.0,97,52,34.0
1386,1,Z1724369,1,18.1,15.0,136,98,22.5
3865,4,D1084952,2,9.3,14.0,97,52,22.4
3865,6,Z1724369,2,9.3,7.0,97,52,11.2
4603,2,Z1724369,1,9.3,2.0,97,52,3.0
4603,3,N3091542,1,18.1,4.0,136,98,9.2
4603,5,U8293405,1,9.3,4.0,97,52,6.8
4603,7,P2650739,1,18.1,17.0,136,98,28.9
1386,1,Z1724369,1,18.1,9.0,136,98,15.3
3865,4,D1084952,2,9.3,9.0,97,52,15.3
3865,6,Z1724369,2,9.3,12.0,97,52,19.200000000000003
4603,3,N3091542,1,18.1,5.0,136,98,8.5
4603,7,P2650739,1,18.1,8.0,136,98,12.0
8075,2,P2650739,2,9.3,8.0,97,52,17.6
8075,5,S6947380,2,9.3,8.0,97,52,12.8
1386,1,B1749538,2,18.1,5.0,136,98,8.0
1386,7,D1084952,2,18.1,4.0,136,98,6.4
3865,4,D1084952,2,9.3,6.0,97,52,9.6
3865,6,Z1724369,2,9.3,10.0,97,52,17.0
4603,3,N3091542,1,18.1,13.0,136,98,19.5
8075,2,P2650739,2,9.3,11.0,97,52,20.9
8075,5,S6947380,2,9.3,11.0,97,52,18.7
1386,1,B1749538,2,18.1,8.0,136,98,12.8
1386,7,D1084952,2,18.1,26.0,136,98,44.2
3865,4,D1084952,2,9.3,2.0,97,52,4.4
3865,6,Z1724369,2,9.3,5.0,97,52,9.5
8075,2,P2650739,2,9.3,5.0,97,52,6.5
8075,3,S6947380,2,18.1,25.0,136,98,40.0
8075,5,S6947380,2,9.3,4.0,97,52,5.2
1386,1,B1749538,2,18.1,24.0,136,98,31.200000000000003
1386,7,D1084952,2,18.1,16.0,136,98,25.6
3865,4,D1084952,2,9.3,2.0,97,52,3.4
3865,6,Z1724369,2,9.3,12.0,97,52,13.2
8075,2,P2650739,2,9.3,5.0,97,52,8.5
8075,3,S6947380,2,18.1,18.0,136,98,30.6
8075,5,S6947380,2,9.3,13.0,97,52,14.3
1386,1,B1749538,2,18.1,20.0,136,98,26.0
1386,7,D1084952,2,18.1,17.0,136,98,22.1
3865,4,D1084952,2,9.3,10.0,97,52,19.0
3865,6,Z1724369,2,9.3,9.0,97,52,11.7
8075,2,P2650739,2,9.3,13.0,97,52,19.5
8075,3,S6947380,2,18.1,6.0,136,98,10.2
8075,5,S6947380,2,9.3,22.0,97,52,35.2
1386,1,B1749538,2,18.1,24.0,136,98,26.4
1386,7,D1084952,2,18.1,4.0,136,98,5.2
3865,4,D1084952,2,9.3,9.0,97,52,11.7
3865,6,Z1724369,2,9.3,10.0,97,52,15.0
8075,2,P2650739,2,9.3,14.0,97,52,23.8
8075,3,S6947380,2,18.1,10.0,136,98,13.0
8075,5,S6947380,2,9.3,7.0,97,52,10.5
1386,1,B1749538,2,18.1,13.0,136,98,19.5
1386,7,D1084952,2,18.1,13.0,136,98,19.5
3865,4,D1084952,2,9.3,6.0,97,52,7.800000000000001
3865,6,B1749538,3,18.1,21.0,136,98,33.6
4603,2,P5843617,3,18.1,10.0,136,98,16.0
4603,5,S6947380,3,18.1,14.0,136,98,22.4
8075,3,S6947380,2,18.1,19.0,136,98,20.9
1386,1,B1749538,2,18.1,7.0,136,98,11.9
1386,7,D1084952,2,18.1,7.0,136,98,11.9
3865,4,D1084952,2,9.3,2.0,97,52,3.0
3865,6,B1749538,3,18.1,19.0,136,98,30.4
4603,2,P5843617,3,18.1,5.0,136,98,8.0
4603,5,S6947380,3,18.1,7.0,136,98,11.2
8075,3,S6947380,2,18.1,7.0,136,98,11.2
3865,1,N5438729,3,9.3,11.0,97,52,17.6
3865,4,B1749538,3,18.1,12.0,136,98,19.200000000000003
3865,6,B1749538,3,18.1,13.0,136,98,16.900000000000002
4603,2,P5843617,3,18.1,7.0,136,98,11.9
4603,5,S6947380,3,18.1,1.0,136,98,1.7
4603,7,B1749538,3,18.1,11.0,136,98,17.6
8075,3,S6947380,2,18.1,6.0,136,98,9.0
1386,3,B1749538,3,9.3,5.0,97,52,8.0
3865,1,N5438729,3,9.3,8.0,97,52,12.8
3865,4,B1749538,3,18.1,7.0,136,98,11.2
