client_code,product_code,day,volume
P8751034,L2436058917,7,2
N3091542,K0579462183,7,0
Z0967584,L2436058917,7,0
U8293405,M5207136849,7,22
M7249810,B5694012387,7,4
N5438729,K1720853469,7,0
U8293405,W9154236870,7,8
P8751034,B5694012387,7,9
Z1724369,G8590214376,7,5
N5438729,N5986370421,7,4
P5843617,I2508743961,7,4
Z0967584,J9857103624,7,0
P8751034,M5207136849,7,5
P2650739,B3689710245,7,0
J4052978,L8725410963,7,1
M7249810,J9857103624,7,8
P8751034,O6804513279,7,9
U8293405,A3478625901,7,0
S6947380,L8725410963,7,0
Z0967584,C6748230915,7,0
B1749538,C5013627498,7,7
D1084952,G3695842170,7,0
N3091542,U3951762840,7,0
J4052978,O8760359421,7,6
P5843617,B5694012387,7,2
N5438729,U3951762840,7,0
P8751034,G8590214376,7,1
Z0967584,G3695842170,7,0
P8751034,J9857103624,7,3
P8751034,K1720853469,7,0
P5843617,N5986370421,7,0
P2650739,W9154236870,7,5
S6947380,C5013627498,7,13
W6702419,C5013627498,7,14
J4052978,C6748230915,7,0
P5843617,U3951762840,7,0
J4052978,L8417935026,7,4
P5843617,L9583206417,7,15
W6702419,I2508743961,7,6
N5438729,K0579462183,7,4
B1749538,L8417935026,7,9
W6702419,L2436058917,7,0
Z1724369,B5694012387,7,1
Z1724369,W3594086127,7,2
P5843617,W3594086127,7,5
N3091542,A3478625901,7,13
S6947380,W9154236870,7,0
Z0967584,A3478625901,7,8
P8751034,U3951762840,7,0
U8293405,N5986370421,7,1
Z1724369,O8760359421,7,0
W6702419,W3594086127,7,5
M7249810,K1720853469,7,0
D1084952,M5207136849,7,0
P5843617,L2436058917,7,11
W6702419,M5207136849,7,11
P8751034,X8165470932,7,15
J4052978,W3594086127,7,0
D1084952,B3689710245,7,0
P5843617,G3695842170,7,0
S6947380,O8760359421,7,1
W6702419,O8760359421,7,2
M7249810,C6748230915,7,0
P8751034,F8209614573,7,3
Z0967584,B3689710245,7,0
W6702419,G3695842170,7,0
Z0967584,M5207136849,7,2
P8751034,O8760359421,7,5
M7249810,L8417935026,7,0
S6947380,W3594086127,7,5
Z0967584,U3951762840,7,1
J4052978,N5986370421,7,0
N3091542,L8725410963,7,3
B1749538,A3478625901,7,11
P5843617,K1720853469,7,7
Z0967584,L8725410963,7,0
N3091542,B5694012387,7,1
P2650739,B5694012387,7,3
N5438729,B3689710245,7,0
Z0967584,X8165470932,7,16
Z1724369,K0579462183,7,8
Z0967584,B5694012387,7,5
S6947380,B5694012387,7,9
Z0967584,K0579462183,7,8
S6947380,M5207136849,7,4
N5438729,F8209614573,7,3
J4052978,L9583206417,7,0
W6702419,N5986370421,7,2
D1084952,C5013627498,7,0
N5438729,W9154236870,7,10
U8293405,L2436058917,7,1
N5438729,B5694012387,7,2
W6702419,A3478625901,7,0
M7249810,O6804513279,7,9
Z1724369,C6748230915,7,0
Z0967584,I2508743961,7,7
Z0967584,C5013627498,7,0
U8293405,K1720853469,7,11
B1749538,B3689710245,7,1
P2650739,M5207136849,7,0
J4052978,K0579462183,7,8
J4052978,I2508743961,7,0
S6947380,U3951762840,7,5
D1084952,L8417935026,7,4
S6947380,G8590214376,7,1
N3091542,G8590214376,7,15
P8751034,B3689710245,7,0
D1084952,A3478625901,7,0
D1084952,X8165470932,7,2
N5438729,X8165470932,7,23
