product_code,standard_size
X9423087165,2.4
V3510487926,2.7
G6408321975,1.1
D4173096852,1.3
G5967301824,2.4
V0243187569,1.9
P6978150423,1.5
V0926143578,1.2
F1430875692,1.2
I7568039214,1.0
A8715920634,1.1
X5348269107,2.9
C2385714609,2.3
B6274851903,2.9
K1495768203,1.3
B2510639487,1.6
Y1807354269,2.8
K4291378065,1.1
H2967351048,1.3
I5081396472,1.4
W6718295430,1.1
P7683902541,2.1
H7163842059,1.7
N0317954286,1.1
Z9357810426,1.4
B3247189056,2.8
T2651803947,2.1
T4789230561,2.0
W7409352168,2.7
C1652739084,2.3
M9614307258,2.6
A7608135942,2.1
A4736820195,1.1
Y9431856207,2.7
J2953148760,2.2
K5706239418,1.9
U6891574230,1.9
A9486350172,1.6
Z8450629317,2.1
T0714365289,1.8
R4601357892,1.8
P7843512069,2.4
I0249837651,2.5
Y0574832961,2.0
B9720635148,2.6
X8516724390,2.5
I7086913425,1.4
J4301972865,2.2
M9072168435,1.3
C2467839105,2.0
