plant_code,product_code,volume
4551,X9423087165,113
4551,V3510487926,82
4551,G6408321975,36
4551,D4173096852,61
4551,G5967301824,81
4551,V0243187569,65
4551,P6978150423,127
4551,V0926143578,58
4551,F1430875692,74
4551,I7568039214,110
4551,A8715920634,121
4551,X5348269107,99
4551,C2385714609,52
4551,B6274851903,86
4551,K1495768203,57
4551,B2510639487,65
4551,Y1807354269,99
4551,K4291378065,138
4551,H2967351048,90
4551,I5081396472,106
4551,W6718295430,105
4551,P7683902541,129
4551,H7163842059,81
4551,N0317954286,147
4551,Z9357810426,93
4551,B3247189056,40
4551,T2651803947,65
4551,T4789230561,133
4551,W7409352168,98
4551,C1652739084,115
4551,M9614307258,99
4551,A7608135942,66
4551,A4736820195,54
4551,Y9431856207,110
4551,J2953148760,116
4551,K5706239418,90
4551,U6891574230,81
4551,A9486350172,130
4551,Z8450629317,67
4551,T0714365289,152
4551,R4601357892,88
4551,P7843512069,64
4551,I0249837651,140
4551,Y0574832961,109
4551,B9720635148,127
4551,X8516724390,129
4551,I7086913425,91
4551,J4301972865,138
4551,M9072168435,51
4551,C2467839105,79
3744,X9423087165,93
3744,V3510487926,81
3744,G6408321975,92
3744,D4173096852,109
3744,G5967301824,42
3744,V0243187569,110
3744,P6978150423,102
3744,V0926143578,111
3744,F1430875692,90
3744,I7568039214,98
3744,A8715920634,100
3744,X5348269107,71
3744,C2385714609,114
3744,B6274851903,148
3744,K1495768203,128
3744,B2510639487,57
3744,Y1807354269,98
3744,K4291378065,102
3744,H2967351048,57
3744,I5081396472,57
3744,W6718295430,72
3744,P7683902541,110
3744,H7163842059,109
3744,N0317954286,100
3744,Z9357810426,104
3744,B3247189056,99
3744,T2651803947,123
3744,T4789230561,62
3744,W7409352168,96
3744,C1652739084,50
3744,M9614307258,105
3744,A7608135942,45
3744,A4736820195,95
3744,Y9431856207,148
3744,J2953148760,68
3744,K5706239418,52
3744,U6891574230,101
3744,A9486350172,78
3744,Z8450629317,74
3744,T0714365289,78
3744,R4601357892,70
3744,P7843512069,61
3744,I0249837651,137
3744,Y0574832961,119
3744,B9720635148,123
3744,X8516724390,103
3744,I7086913425,68
3744,J4301972865,86
3744,M9072168435,60
3744,C2467839105,123
1730,X9423087165,120
1730,V3510487926,136
1730,G6408321975,33
1730,D4173096852,56
1730,G5967301824,85
1730,V0243187569,67
1730,P6978150423,120
1730,V0926143578,137
1730,F1430875692,66
1730,I7568039214,133
1730,A8715920634,85
1730,X5348269107,120
1730,C2385714609,113
1730,B6274851903,159
1730,K1495768203,116
1730,B2510639487,80
1730,Y1807354269,66
1730,K4291378065,72
1730,H2967351048,140
1730,I5081396472,85
1730,W6718295430,125
1730,P7683902541,71
1730,H7163842059,68
1730,N0317954286,102
1730,Z9357810426,81
1730,B3247189056,114
1730,T2651803947,119
1730,T4789230561,128
1730,W7409352168,79
1730,C1652739084,74
1730,M9614307258,70
1730,A7608135942,102
1730,A4736820195,91
1730,Y9431856207,74
1730,J2953148760,106
1730,K5706239418,64
1730,U6891574230,56
1730,A9486350172,68
1730,Z8450629317,60
1730,T0714365289,123
1730,R4601357892,103
1730,P7843512069,54
1730,I0249837651,161
1730,Y0574832961,155
1730,B9720635148,87
1730,X8516724390,145
1730,I7086913425,78
1730,J4301972865,67
1730,M9072168435,81
1730,C2467839105,60
