plant_code,product_code,day,volume
6534,C3479860251,1,122.0
6534,K7249851036,2,376.0
6534,N8409763512,2,70.0
6534,E5041237869,3,84.0
6534,X1549820376,3,108.0
5011,S2384910765,2,65.0
5011,F4269850137,1,103.0
5011,A8941732065,1,68.0
5011,H3197485206,1,33.0
5011,W4358906172,3,13.0
6534,A4206587319,2,34.0
5011,W4358906172,2,176.0
6534,K7249851036,3,2.0
5011,Q7841506392,1,206.0
6534,X1549820376,1,74.0
5011,O7219458603,2,218.0
5011,M3705821694,1,0.0
5011,C3506178294,1,1.0
6534,A4206587319,3,108.0
5011,Q7841506392,2,115.0
5011,A8941732065,3,180.0
6534,V6418972350,2,64.0
5011,S2384910765,1,46.0
6534,A0965428173,2,87.0
6534,C3479860251,2,75.0
5011,S2384910765,3,0.0
5011,C3506178294,3,48.0
6534,A4206587319,1,42.0
5011,F4269850137,2,294.0
6534,X1549820376,2,24.0
6534,C8206175394,2,12.0
6534,I6574321098,3,4.0
5011,E0495817326,2,101.0
5011,O6037812549,3,84.0
5011,I6835041927,3,71.0
6534,E5041237869,2,93.0
6534,A0965428173,3,120.0
6534,U1496370852,3,161.0
5011,W4358906172,1,23.0
5011,O7219458603,1,294.0
6534,I6574321098,2,53.0
6534,K7249851036,1,204.0
5011,N0351492687,2,234.0
6534,V6418972350,3,71.0
6534,U1496370852,2,253.0
5011,O7219458603,3,68.0
5011,I6835041927,1,243.0
5011,E0495817326,1,170.0
5011,M3705821694,2,91.0
6534,U1496370852,1,302.0
6534,C8206175394,3,54.0
5011,O6037812549,2,0.0
6534,N8409763512,3,175.0
5011,Q0429316875,2,0.0
6534,A0965428173,1,80.0
5011,I6835041927,2,246.0
5011,N0351492687,3,10.0
6534,C3479860251,3,120.0
5011,E0495817326,3,138.0
5011,H3197485206,3,31.0
5011,H3197485206,2,145.0
6534,E5041237869,1,102.0
5011,Q0429316875,1,222.0
6534,X0862319475,3,42.0
6534,V6418972350,1,201.0
5011,M3705821694,3,245.0
5011,O6037812549,1,215.0
6534,X0862319475,1,117.0
5011,F4269850137,3,179.0
6534,X0862319475,2,155.0
5011,Q0429316875,3,69.0
6534,N8409763512,1,85.0
6534,C8206175394,1,0.0
6534,I6574321098,1,82.0
5011,Q7841506392,3,0.0
5011,N0351492687,1,92.0
5011,A8941732065,2,113.0
5011,C3506178294,2,25.0
