product_code,standard_size
I5023614987,3.0
T4839167520,1.2
K0946782513,1.9
L3168405972,1.0
K8645391207,1.1
Z6570243981,2.8
A7693528014,1.4
A8932614075,1.1
I7406519823,1.1
A8921670345,2.6
V9362485170,2.5
Q8432769051,2.7
W2761058934,1.2
S1597036482,2.7
G5298703416,1.1
S3071865294,1.6
E0648591273,2.9
N6302579418,1.1
H3659782041,2.7
C8275103649,1.9
Y3087214956,2.8
L9457380162,1.1
Q1728549063,2.8
A2613498507,2.3
X6185273094,3.0
D9835640271,2.1
R4621985037,2.4
Y6780914352,1.7
W7201385649,2.4
M2761480359,2.7
O6704385921,1.6
K4825936071,1.0
L0312946578,2.5
I2105367984,2.2
W3746582190,1.9
A9147805632,1.5
S3504687912,2.9
F0529138467,3.0
O2546107938,1.2
X0258431976,1.7
S8750932164,1.9
A7921386504,2.3
V1026348795,1.8
W8541930672,1.4
E0736845921,2.5
U0194867523,2.6
R6872091345,2.4
G6591840372,1.7
O6987512034,1.6
K7891203465,1.7
N2197684350,2.1
K6457831209,2.6
J7324056189,1.8
N0368241795,1.8
F1057243869,1.1
Z9054132867,1.5
Z8219467305,2.3
V3281904765,1.8
P0734965182,1.4
S5923068174,1.7
U9312674805,1.5
Y5792864310,2.2
G2978304651,2.3
U5719632084,2.2
L6213940578,1.3
X6712093584,2.6
T7206358149,2.1
Y2805749613,1.3
O3092681574,1.8
Q5314986027,1.2
V8219635407,1.7
E1327864905,2.2
K2641089537,1.1
F3270954618,2.7
F9481276530,1.3
D3921856047,1.5
A2138970645,2.2
