product_code,standard_size
X5102368479,2.3
K3809627514,2.3
S3816057492,2.2
R9534872160,2.4
P2310674598,1.6
J1576832094,2.4
U3140286759,2.2
I3278504619,1.6
G6415320897,2.1
B9342870615,2.4
J5481970263,2.8
S9613085742,1.5
S2635047918,2.7
E4587236019,2.4
C1372946085,2.3
I7159642308,1.4
E1369280475,1.6
H9264708135,1.1
W2456108793,2.6
H7954068132,1.4
P6487239105,1.3
W9250316847,2.0
L0578623194,2.4
G9805761423,2.7
K7398614520,2.9
D3950214687,2.9
D7295861403,2.8
P5126874390,1.9
P7306285194,2.8
U6753089421,1.2
R9607324815,2.5
N7520843961,2.9
X9820645731,2.6
T4056187932,1.1
Z4359028167,1.6
J7013948265,2.8
L5819460732,2.8
P9405218367,1.6
C2896510437,1.2
D6098527341,1.6
U2501843697,1.5
W0697381452,1.5
Z2089514367,1.3
P3247610859,2.8
R5806923174,1.1
H3547901826,1.8
E4901257836,1.6
B8095371624,1.7
B0914386275,2.1
H6329108547,2.7
H0394815267,1.1
T3694107528,2.9
A9026714853,1.0
V1732069845,1.7
G2873190645,1.4
C2418730695,1.4
N1078629534,1.3
J5712364089,2.4
Z1698045273,1.1
W5163072984,2.9
D9260873541,2.9
U5479362081,2.6
E2810569473,1.1
E0194386527,1.6
D5861234709,1.8
B2510963487,1.8
U9852601734,1.2
N6078251349,1.8
J7523609184,3.0
C4186392057,2.9
F6504712839,2.6
K7124058369,2.1
B5894632017,2.3
I3429807615,3.0
W2396410587,2.6
V3761280594,1.3
W4780961325,1.0
