plant_code,product_code,volume
3835,X5102368479,44
3835,K3809627514,82
3835,S3816057492,103
3835,R9534872160,60
3835,P2310674598,83
3835,J1576832094,119
3835,U3140286759,51
3835,I3278504619,91
3835,G6415320897,88
3835,B9342870615,107
3835,J5481970263,34
3835,S9613085742,69
3835,S2635047918,50
3835,E4587236019,109
3835,C1372946085,55
3835,I7159642308,58
3835,E1369280475,97
3835,H9264708135,72
3835,W2456108793,60
3835,H7954068132,42
3835,P6487239105,109
3835,W9250316847,86
3835,L0578623194,106
3835,G9805761423,94
3835,K7398614520,87
3835,D3950214687,57
3835,D7295861403,92
3835,P5126874390,88
3835,P7306285194,82
3835,U6753089421,118
3835,R9607324815,67
3835,N7520843961,34
3835,X9820645731,46
3835,T4056187932,39
3835,Z4359028167,36
3835,J7013948265,78
3835,L5819460732,37
3835,P9405218367,71
3835,C2896510437,82
3835,D6098527341,67
3835,U2501843697,64
3835,W0697381452,51
3835,Z2089514367,74
3835,P3247610859,46
3835,R5806923174,65
3835,H3547901826,61
3835,E4901257836,51
3835,B8095371624,53
3835,B0914386275,99
3835,H6329108547,93
3835,H0394815267,103
3835,T3694107528,119
3835,A9026714853,39
3835,V1732069845,42
3835,G2873190645,103
3835,C2418730695,89
3835,N1078629534,84
3835,J5712364089,72
3835,Z1698045273,84
3835,W5163072984,68
3835,D9260873541,80
3835,U5479362081,54
3835,E2810569473,91
3835,E0194386527,40
3835,D5861234709,99
3835,B2510963487,53
3835,U9852601734,70
3835,N6078251349,98
3835,J7523609184,81
3835,C4186392057,47
3835,F6504712839,83
3835,K7124058369,93
3835,B5894632017,63
3835,I3429807615,101
3835,W2396410587,105
3835,V3761280594,65
3835,W4780961325,69
1365,X5102368479,78
1365,K3809627514,36
1365,S3816057492,44
1365,R9534872160,50
1365,P2310674598,62
1365,J1576832094,125
1365,U3140286759,119
1365,I3278504619,91
1365,G6415320897,43
1365,B9342870615,68
1365,J5481970263,30
1365,S9613085742,52
1365,S2635047918,93
1365,E4587236019,54
1365,C1372946085,131
1365,I7159642308,107
1365,E1369280475,73
1365,H9264708135,81
1365,W2456108793,104
1365,H7954068132,45
1365,P6487239105,93
1365,W9250316847,68
1365,L0578623194,90
1365,G9805761423,117
1365,K7398614520,89
1365,D3950214687,67
1365,D7295861403,74
1365,P5126874390,112
1365,P7306285194,85
1365,U6753089421,115
1365,R9607324815,58
1365,N7520843961,77
1365,X9820645731,72
1365,T4056187932,80
1365,Z4359028167,46
1365,J7013948265,111
1365,L5819460732,82
1365,P9405218367,52
1365,C2896510437,54
1365,D6098527341,41
1365,U2501843697,94
1365,W0697381452,46
1365,Z2089514367,72
1365,P3247610859,51
1365,R5806923174,31
1365,H3547901826,48
1365,E4901257836,93
1365,B8095371624,47
1365,B0914386275,96
1365,H6329108547,121
1365,H0394815267,72
1365,T3694107528,55
1365,A9026714853,60
1365,V1732069845,87
1365,G2873190645,53
1365,C2418730695,77
1365,N1078629534,83
1365,J5712364089,99
1365,Z1698045273,51
1365,W5163072984,64
1365,D9260873541,122
1365,U5479362081,117
1365,E2810569473,67
1365,E0194386527,65
1365,D5861234709,40
1365,B2510963487,118
1365,U9852601734,47
1365,N6078251349,95
1365,J7523609184,40
1365,C4186392057,97
1505,X5102368479,40
1505,K3809627514,57
1505,S3816057492,98
1505,R9534872160,90
1505,P2310674598,35
1505,J1576832094,125
1505,U3140286759,122
1505,I3278504619,82
1505,G6415320897,60
1505,B9342870615,107
1505,J5481970263,41
1505,S9613085742,36
1505,S2635047918,82
1505,E4587236019,72
1505,C1372946085,94
1505,I7159642308,89
1505,E1369280475,46
1505,H9264708135,110
1505,W2456108793,120
1505,H7954068132,114
1505,P6487239105,102
1505,W9250316847,61
1505,L0578623194,65
1505,G9805761423,93
1505,K7398614520,83
1505,D3950214687,56
1505,D7295861403,73
1505,P5126874390,110
1505,P7306285194,107
1505,U6753089421,107
1505,R9607324815,45
1505,N7520843961,45
1505,X9820645731,72
1505,T4056187932,112
1505,Z4359028167,54
1505,J7013948265,94
1505,L5819460732,77
1505,P9405218367,64
1505,C2896510437,78
1505,D6098527341,87
1505,U2501843697,67
1505,W0697381452,43
1505,Z2089514367,47
1505,P3247610859,88
1505,R5806923174,60
1505,H3547901826,52
1505,E4901257836,73
1505,B8095371624,113
1505,B0914386275,86
1505,H6329108547,53
1505,H0394815267,42
1505,T3694107528,57
1505,A9026714853,62
1505,V1732069845,39
1505,G2873190645,134
1505,C2418730695,110
1505,N1078629534,55
1505,J5712364089,73
1505,Z1698045273,70
1505,W5163072984,38
1505,D9260873541,83
1505,U5479362081,102
1505,E2810569473,29
5426,X5102368479,88
5426,K3809627514,67
5426,S3816057492,38
5426,R9534872160,63
5426,P2310674598,45
5426,J1576832094,71
5426,U3140286759,104
5426,I3278504619,98
5426,G6415320897,44
5426,B9342870615,115
5426,J5481970263,44
5426,S9613085742,30
5426,S2635047918,62
5426,E4587236019,110
