plant_code,product_code,produce_date,volume
3835,X5102368479,1,2
3835,X5102368479,2,2
3835,X5102368479,3,2
3835,K3809627514,1,2
3835,K3809627514,2,2
3835,K3809627514,3,2
3835,S3816057492,1,2
3835,S3816057492,2,2
3835,S3816057492,3,2
3835,R9534872160,1,2
3835,R9534872160,2,2
3835,R9534872160,3,2
3835,P2310674598,1,2
3835,P2310674598,2,2
3835,P2310674598,3,2
3835,J1576832094,1,2
3835,J1576832094,2,2
3835,J1576832094,3,2
3835,U3140286759,1,2
3835,U3140286759,2,2
3835,U3140286759,3,2
3835,I3278504619,1,2
3835,I3278504619,2,2
3835,I3278504619,3,2
3835,G6415320897,1,2
3835,G6415320897,2,2
3835,G6415320897,3,2
3835,B9342870615,1,2
3835,B9342870615,2,2
3835,B9342870615,3,2
3835,J5481970263,1,2
3835,J5481970263,2,2
3835,J5481970263,3,2
3835,S9613085742,1,2
3835,S9613085742,2,2
3835,S9613085742,3,2
3835,S2635047918,1,2
3835,S2635047918,2,2
3835,S2635047918,3,2
3835,E4587236019,1,2
3835,E4587236019,2,2
3835,E4587236019,3,2
3835,C1372946085,1,2
3835,C1372946085,2,2
3835,C1372946085,3,2
3835,I7159642308,1,2
3835,I7159642308,2,2
3835,I7159642308,3,2
3835,E1369280475,1,2
3835,E1369280475,2,2
3835,E1369280475,3,2
3835,H9264708135,1,2
3835,H9264708135,2,2
3835,H9264708135,3,2
3835,W2456108793,1,2
3835,W2456108793,2,2
3835,W2456108793,3,2
3835,H7954068132,1,2
3835,H7954068132,2,2
3835,H7954068132,3,2
3835,P6487239105,1,2
3835,P6487239105,2,2
3835,P6487239105,3,2
3835,W9250316847,1,2
3835,W9250316847,2,2
3835,W9250316847,3,2
3835,L0578623194,1,2
3835,L0578623194,2,2
3835,L0578623194,3,2
3835,G9805761423,1,2
3835,G9805761423,2,2
3835,G9805761423,3,2
3835,K7398614520,1,2
3835,K7398614520,2,2
3835,K7398614520,3,2
3835,D3950214687,1,2
3835,D3950214687,2,2
3835,D3950214687,3,2
3835,D7295861403,1,2
3835,D7295861403,2,2
3835,D7295861403,3,2
3835,P5126874390,1,2
3835,P5126874390,2,2
3835,P5126874390,3,2
3835,P7306285194,1,2
3835,P7306285194,2,2
3835,P7306285194,3,2
3835,U6753089421,1,2
3835,U6753089421,2,2
3835,U6753089421,3,2
3835,R9607324815,1,2
3835,R9607324815,2,2
3835,R9607324815,3,2
3835,N7520843961,1,2
3835,N7520843961,2,2
3835,N7520843961,3,2
3835,X9820645731,1,2
3835,X9820645731,2,2
3835,X9820645731,3,2
