product_code,standard_size
Z3804216759,1.2
Q2913807654,2.0
M5428973610,2.0
V0537926481,2.1
X0482196573,1.4
Y2741365908,2.0
E3164087952,2.0
E0193652874,2.8
Y3805427961,2.3
W7582613049,1.1
C6120487935,1.7
V5041289763,2.8
K1492568073,3.0
A8459731062,1.3
O1795402863,2.8
N1768395204,2.5
K0683724195,2.3
E8394256170,2.2
W5126304987,1.7
K8409521763,1.9
H0457362198,2.5
Y9386574012,2.3
E8426931507,2.7
J9127480635,1.7
H8647120395,1.6
N1856402397,1.6
C7640138295,2.5
A0528197364,2.1
D2674590813,2.7
E3906428157,2.6
Z2178964350,2.3
G8692310475,2.2
A2645179083,1.5
X2870169435,1.9
Z7302489561,1.2
O1658943702,1.5
N4958173260,2.2
J3074921586,2.6
S3520684791,2.3
T0312745689,2.0
T1537942086,2.9
J7631528904,2.3
