client_code,product_code,day,volume
H6925738,Y7548092163,7,2
H6925738,S0671293548,7,0
R7806352,A8413076952,7,0
K9865703,M6328951074,7,0
K9865703,N5384719062,7,14
K9865703,D2418607539,7,4
H6925738,M6328951074,7,1
H6925738,D2436951087,7,4
X2053481,Y7165389240,7,4
K9865703,V9310657428,7,0
R7806352,Q0985421763,7,0
K9865703,M4850173269,7,0
P2809364,S0671293548,7,2
P2809364,Y7165389240,7,0
R7806352,S0671293548,7,0
K9865703,S0671293548,7,1
P2809364,S6420859173,7,3
H6925738,V9310657428,7,1
P2809364,M6328951074,7,0
R7806352,S6420859173,7,4
P2809364,T2509648713,7,0
X2053481,M6328951074,7,2
H6925738,S6420859173,7,0
H6925738,A8413076952,7,0
P2809364,V9310657428,7,0
P2809364,N5384719062,7,0
K9865703,S6420859173,7,4
H6925738,T2509648713,7,0
X2053481,Q0985421763,7,3
R7806352,N5384719062,7,6
X2053481,N5384719062,7,0
H6925738,N5384719062,7,0
H6925738,Q0985421763,7,0
K9865703,Y7548092163,7,4
K9865703,Q0985421763,7,0
X2053481,Y7548092163,7,0
K9865703,A8413076952,7,0
R7806352,V9310657428,7,1
P2809364,Q0985421763,7,8
R7806352,M6328951074,7,0
K9865703,Y7165389240,7,1
H6925738,D2418607539,7,1
R7806352,Y7548092163,7,3
R7806352,Y7165389240,7,8
X2053481,S0671293548,7,7
X2053481,A8413076952,7,2
P2809364,D2436951087,7,4
K9865703,D2436951087,7,2
H6925738,M4850173269,7,3
K9865703,T2509648713,7,0
R7806352,T2509648713,7,1
X2053481,M4850173269,7,0
