day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty
1,5725,R7806352,V9310657428,1,14.1,7.0
1,5725,R7806352,A8413076952,1,14.1,16.0
1,5725,R7806352,Q0985421763,1,14.1,15.0
1,5725,R7806352,S6420859173,1,14.1,10.0
1,5725,R7806352,M6328951074,1,14.1,11.0
1,5725,R7806352,N5384719062,1,14.1,12.0
1,1445,H6925738,S0671293548,2,9.8,15.0
1,1445,H6925738,Y7548092163,2,9.8,4.0
1,1445,H6925738,D2418607539,2,9.8,17.0
1,6422,K9865703,T2509648713,3,5.2,1.0
1,6422,K9865703,S6420859173,3,5.2,25.0
1,1445,K9865703,Y7165389240,4,9.8,16.0
1,1445,K9865703,S0671293548,4,9.8,17.0
1,6422,X2053481,A8413076952,5,14.1,4.0
1,6422,X2053481,M4850173269,5,14.1,12.0
1,6422,X2053481,S0671293548,5,14.1,9.0
1,6422,X2053481,Y7548092163,5,14.1,15.0
1,6422,X2053481,N5384719062,5,14.1,22.0
1,5725,P2809364,S6420859173,6,5.2,24.0
1,5725,P2809364,S0671293548,6,5.2,2.0
1,1445,R7806352,S0671293548,7,14.1,14.0
1,1445,R7806352,Y7548092163,7,14.1,18.0
1,1445,R7806352,Y7165389240,7,14.1,12.0
1,5725,K9865703,M6328951074,8,5.2,15.0
1,5725,K9865703,Y7548092163,8,5.2,2.0
1,5725,K9865703,D2418607539,8,5.2,10.0
1,5725,R7806352,T2509648713,9,5.2,8.0
1,5725,R7806352,S6420859173,9,5.2,7.0
1,5725,R7806352,M6328951074,9,5.2,11.0
1,1445,P2809364,S0671293548,10,14.1,18.0
1,1445,P2809364,N5384719062,10,14.1,19.0
1,1445,P2809364,Y7165389240,10,14.1,20.0
1,6422,H6925738,A8413076952,11,5.2,6.0
1,6422,H6925738,Q0985421763,11,5.2,5.0
1,6422,H6925738,S6420859173,11,5.2,10.0
1,6422,H6925738,Y7548092163,11,5.2,6.0
1,6422,H6925738,T2509648713,12,14.1,16.0
1,6422,H6925738,Q0985421763,12,14.1,2.0
1,6422,H6925738,D2436951087,12,14.1,16.0
1,6422,H6925738,S0671293548,12,14.1,1.0
1,6422,H6925738,Y7548092163,12,14.1,12.0
1,6422,H6925738,N5384719062,12,14.1,17.0
1,5725,H6925738,T2509648713,13,14.1,1.0
1,5725,H6925738,V9310657428,13,14.1,19.0
1,5725,H6925738,A8413076952,13,14.1,18.0
1,5725,H6925738,M4850173269,13,14.1,18.0
1,5725,H6925738,M6328951074,13,14.1,6.0
1,5725,H6925738,Y7548092163,13,14.1,4.0
1,5725,P2809364,T2509648713,14,14.1,11.0
1,5725,P2809364,V9310657428,14,14.1,8.0
1,5725,P2809364,Q0985421763,14,14.1,11.0
