plant_code,day,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1502,4,L5634291,1,19.9,11.0,115,67,15.4
1502,6,Q2458391,1,19.9,5.0,115,67,7.0
1502,7,L5634291,1,19.9,5.0,115,67,7.0
3967,1,E7830462,1,19.9,11.0,115,67,15.4
3967,2,R5743210,1,19.9,18.0,115,67,23.4
3967,3,Q6238945,1,19.9,8.0,115,67,10.4
3967,5,L5634291,1,19.9,22.0,115,67,30.8
1502,4,L5634291,1,19.9,9.0,115,67,15.3
1502,6,Q2458391,1,19.9,15.0,115,67,19.5
1502,7,L5634291,1,19.9,6.0,115,67,10.2
3967,1,E7830462,1,19.9,12.0,115,67,15.6
3967,2,R5743210,1,19.9,9.0,115,67,15.3
3967,3,Q6238945,1,19.9,5.0,115,67,8.5
3967,5,L5634291,1,19.9,10.0,115,67,16.0
1502,4,L5634291,1,19.9,23.0,115,67,36.8
1502,6,Q2458391,1,19.9,7.0,115,67,11.9
1502,7,L5634291,1,19.9,14.0,115,67,22.4
3967,1,E7830462,1,19.9,17.0,115,67,28.9
3967,2,R5743210,1,19.9,10.0,115,67,16.0
3967,3,Q6238945,1,19.9,23.0,115,67,29.9
3967,5,L5634291,1,19.9,14.0,115,67,18.2
1502,4,L5634291,1,19.9,8.0,115,67,10.4
1502,6,Q2458391,1,19.9,13.0,115,67,22.1
1502,7,L5634291,1,19.9,16.0,115,67,20.8
3967,1,E7830462,1,19.9,6.0,115,67,10.2
3967,2,R5743210,1,19.9,13.0,115,67,16.900000000000002
3967,3,Q6238945,1,19.9,6.0,115,67,6.0
3967,5,L5634291,1,19.9,17.0,115,67,20.4
1502,4,L5634291,1,19.9,21.0,115,67,25.2
1502,6,Q2458391,1,19.9,2.0,115,67,3.2
1502,7,L5634291,1,19.9,18.0,115,67,21.6
3967,1,E7830462,1,19.9,9.0,115,67,11.7
3967,2,R5743210,1,19.9,21.0,115,67,25.2
3967,3,Q6238945,1,19.9,15.0,115,67,21.0
3967,5,L5634291,1,19.9,12.0,115,67,12.0
1502,4,L5634291,1,19.9,9.0,115,67,9.0
1502,6,Q2458391,1,19.9,12.0,115,67,15.6
1502,7,L5634291,1,19.9,16.0,115,67,16.0
3967,1,E7830462,1,19.9,20.0,115,67,20.0
3967,2,R5743210,1,19.9,13.0,115,67,18.2
3967,3,Q6238945,1,19.9,8.0,115,67,13.6
3967,5,L5634291,1,19.9,12.0,115,67,16.799999999999997
1502,2,X3276419,2,19.9,12.0,115,67,16.799999999999997
1502,4,L5634291,1,19.9,2.0,115,67,2.8
1502,6,Q2458391,1,19.9,16.0,115,67,16.0
1502,7,L5634291,1,19.9,12.0,115,67,16.799999999999997
3967,1,E7830462,1,19.9,9.0,115,67,12.6
3967,3,Q6238945,1,19.9,9.0,115,67,15.3
3967,5,Q6238945,2,19.9,8.0,115,67,10.4
1502,1,C6052378,2,11.9,27.0,87,45,37.8
1502,2,X3276419,2,19.9,11.0,115,67,18.7
1502,6,Q2458391,1,19.9,9.0,115,67,12.6
3967,3,Q6238945,1,19.9,7.0,115,67,9.8
3967,4,P3582476,2,19.9,2.0,115,67,4.2
3967,5,Q6238945,2,19.9,17.0,115,67,28.9
3967,7,P4679825,2,11.9,10.0,87,45,13.0
1502,1,C6052378,2,11.9,11.0,87,45,14.3
1502,2,X3276419,2,19.9,10.0,115,67,17.0
1502,6,Q2458391,1,19.9,5.0,115,67,6.0
3967,3,L5634291,2,19.9,16.0,115,67,22.4
3967,4,P3582476,2,19.9,9.0,115,67,11.7
3967,5,Q6238945,2,19.9,7.0,115,67,9.1
3967,7,P4679825,2,11.9,13.0,87,45,22.1
1502,1,C6052378,2,11.9,18.0,87,45,21.6
1502,2,X3276419,2,19.9,11.0,115,67,17.6
3967,3,L5634291,2,19.9,11.0,115,67,17.6
3967,4,P3582476,2,19.9,7.0,115,67,9.1
3967,5,Q6238945,2,19.9,13.0,115,67,13.0
3967,6,V9476130,2,11.9,10.0,87,45,17.0
3967,7,P4679825,2,11.9,18.0,87,45,23.4
1502,1,C6052378,2,11.9,13.0,87,45,13.0
1502,2,X3276419,2,19.9,9.0,115,67,11.7
3967,3,L5634291,2,19.9,12.0,115,67,15.6
3967,4,P3582476,2,19.9,12.0,115,67,12.0
3967,5,Q6238945,2,19.9,25.0,115,67,35.0
3967,6,V9476130,2,11.9,3.0,87,45,6.9
3967,7,P4679825,2,11.9,14.0,87,45,14.0
1502,1,V9476130,3,19.9,20.0,115,67,34.0
1502,2,X3276419,2,19.9,8.0,115,67,8.0
3967,3,L5634291,2,19.9,24.0,115,67,28.8
3967,4,P3582476,2,19.9,22.0,115,67,37.4
3967,5,Q6238945,2,19.9,4.0,115,67,6.8
3967,6,V9476130,2,11.9,12.0,87,45,12.0
3967,7,P4679825,2,11.9,8.0,87,45,13.6
1502,1,V9476130,3,19.9,3.0,115,67,6.9
1502,2,X3276419,2,19.9,18.0,115,67,25.2
3967,3,L5634291,2,19.9,2.0,115,67,2.0
3967,4,P3582476,2,19.9,14.0,115,67,23.8
3967,5,Q6238945,2,19.9,8.0,115,67,11.2
3967,6,V9476130,2,11.9,6.0,87,45,10.2
3967,7,Q6238945,3,11.9,7.0,87,45,9.1
1502,1,V9476130,3,19.9,15.0,115,67,15.0
1502,2,V0785219,3,11.9,12.0,87,45,16.799999999999997
3967,3,L5634291,2,19.9,20.0,115,67,28.0
3967,4,P3582476,2,19.9,12.0,115,67,16.799999999999997
3967,5,I0936428,3,19.9,16.0,115,67,22.4
3967,6,V9476130,2,11.9,12.0,87,45,20.4
3967,7,Q6238945,3,11.9,8.0,87,45,10.4
1502,1,V9476130,3,19.9,7.0,115,67,11.9
1502,2,V0785219,3,11.9,10.0,87,45,13.0
1502,3,U4379126,3,11.9,18.0,87,45,23.4
1502,4,P4679825,3,11.9,14.0,87,45,18.2
3967,5,I0936428,3,19.9,8.0,115,67,10.4
3967,6,V9476130,2,11.9,9.0,87,45,18.9
3967,7,Q6238945,3,11.9,25.0,87,45,25.0
1502,1,V9476130,3,19.9,21.0,115,67,35.7
1502,2,V0785219,3,11.9,15.0,87,45,19.5
1502,3,U4379126,3,11.9,9.0,87,45,11.7
1502,4,P4679825,3,11.9,22.0,87,45,37.4
3967,5,I0936428,3,19.9,2.0,115,67,3.4
3967,6,P3582476,3,19.9,4.0,115,67,8.4
3967,7,Q6238945,3,11.9,4.0,87,45,5.6
1502,1,V9476130,3,19.9,5.0,115,67,10.5
1502,2,V0785219,3,11.9,15.0,87,45,18.0
1502,3,U4379126,3,11.9,19.0,87,45,22.8
1502,4,P4679825,3,11.9,10.0,87,45,13.0
3967,5,I0936428,3,19.9,16.0,115,67,25.6
3967,6,P3582476,3,19.9,9.0,115,67,11.7
3967,7,Q6238945,3,11.9,6.0,87,45,10.2
1502,1,J0976318,4,19.9,14.0,115,67,19.6
1502,2,V0785219,3,11.9,19.0,87,45,19.0
1502,3,U4379126,3,11.9,10.0,87,45,10.0
1502,4,P4679825,3,11.9,15.0,87,45,15.0
3967,5,I0936428,3,19.9,4.0,115,67,5.2
3967,6,P3582476,3,19.9,3.0,115,67,3.9
3967,7,Q6238945,3,11.9,18.0,87,45,25.2
1502,1,J0976318,4,19.9,15.0,115,67,19.5
1502,3,U4379126,3,11.9,13.0,87,45,18.2
1502,4,P4679825,3,11.9,2.0,87,45,3.4
3967,2,U4379126,4,11.9,2.0,87,45,2.6
