client_code,product_code,day,volume
E1782495,F5397840216,7,0
C6052378,D7462150389,7,2
V9476130,Y0143857926,7,0
V9476130,N3968425071,7,0
V9476130,A0148976253,7,1
V0785219,W8541209376,7,1
E7830462,G0291875346,7,0
G8401537,A0148976253,7,0
J0976318,H4870651293,7,12
J1724398,P2795683104,7,0
U4379126,N3968425071,7,0
P4679825,Y0143857926,7,0
J1724398,F9154368720,7,10
R5743210,P2795683104,7,0
X3276419,J7153964208,7,8
Q2458391,Y0143857926,7,0
I0936428,P2795683104,7,0
P3582476,N5206314789,7,0
P4679825,V0912876453,7,0
I0936428,N7893041265,7,0
U4379126,Z9427361580,7,0
V0785219,V0912876453,7,15
R5743210,K9807615423,7,0
E7830462,H4870651293,7,20
Q2458391,V0912876453,7,0
P4679825,D8627941503,7,0
I0936428,I3891725640,7,17
P3582476,H4870651293,7,0
Q2458391,N5206314789,7,5
J0976318,L6257134098,7,0
E1782495,L6257134098,7,0
X3276419,Q1903845762,7,8
J1724398,Z9427361580,7,0
Q2458391,K9807615423,7,0
Q6238945,R1684503297,7,0
Q2458391,A0148976253,7,2
E1782495,W8541209376,7,0
I0936428,L6257134098,7,1
J1724398,E4685390271,7,0
E7830462,V0912876453,7,0
P4679825,F5397840216,7,0
R5743210,Y0143857926,7,8
R5743210,Z9427361580,7,0
V0785219,L6257134098,7,0
Q2458391,F5397840216,7,0
I0936428,Z5297041386,7,0
E7830462,F6798140235,7,0
Q2458391,Z9427361580,7,0
E7830462,F5397840216,7,0
E1782495,F6798140235,7,15
J0976318,A0148976253,7,0
J7451839,Z9427361580,7,3
I0936428,A0148976253,7,1
R5743210,J7153964208,7,0
P4679825,N5206314789,7,0
E1782495,V0912876453,7,0
X3276419,D8627941503,7,0
P4679825,D2847605391,7,1
P4679825,K9807615423,7,3
J0976318,Q1903845762,7,0
U4379126,E4685390271,7,4
U4379126,J7153964208,7,7
I0936428,Z9427361580,7,0
L5634291,N7893041265,7,5
V9476130,D2847605391,7,8
J7451839,Q1903845762,7,14
P3582476,N7893041265,7,1
X3276419,F6798140235,7,0
V9476130,N7893041265,7,5
E1782495,G0291875346,7,0
V0785219,G0291875346,7,0
C6052378,G0291875346,7,2
V0785219,Q1903845762,7,0
R5743210,F9154368720,7,0
X3276419,Z9427361580,7,1
U4379126,D7462150389,7,0
E7830462,J7153964208,7,5
L5634291,W8541209376,7,7
R5743210,F5397840216,7,25
L5634291,J7153964208,7,7
Q2458391,E4685390271,7,0
I0936428,H4870651293,7,8
Q2458391,D2847605391,7,0
E7830462,Z9427361580,7,0
V0785219,D8627941503,7,1
J1724398,L6257134098,7,8
Q6238945,N3968425071,7,0
V0785219,I3891725640,7,0
U4379126,D2847605391,7,0
J1724398,N7893041265,7,0
P3582476,Q1903845762,7,3
R5743210,R1684503297,7,1
R5743210,D7462150389,7,0
J0976318,R1684503297,7,0
L5634291,H4870651293,7,0
V0785219,P2795683104,7,3
R5743210,D2847605391,7,0
E7830462,K9807615423,7,0
L5634291,F6798140235,7,0
J0976318,I3891725640,7,0
Q2458391,U8570641392,7,0
I0936428,F6798140235,7,12
J1724398,N3968425071,7,0
L5634291,F5397840216,7,0
P3582476,K9807615423,7,0
L5634291,Z5297041386,7,0
G8401537,Z9427361580,7,3
E7830462,E4685390271,7,0
E7830462,D2847605391,7,0
V9476130,Z5297041386,7,0
I0936428,N3968425071,7,0
L5634291,L6257134098,7,5
P4679825,R1684503297,7,0
E7830462,F9154368720,7,0
V0785219,R1684503297,7,12
J0976318,W8541209376,7,0
J7451839,N7893041265,7,0
G8401537,Q1903845762,7,5
Q2458391,F9154368720,7,0
C6052378,A0148976253,7,0
G8401537,W8541209376,7,0
J0976318,V0912876453,7,0
Q6238945,V0912876453,7,0
X3276419,Y0143857926,7,0
Q2458391,N7893041265,7,0
J7451839,N3968425071,7,0
G8401537,V0912876453,7,0
E7830462,Y0143857926,7,0
Q6238945,A0148976253,7,0
E1782495,D8627941503,7,0
V0785219,F9154368720,7,1
C6052378,R1684503297,7,0
P4679825,W8541209376,7,7
J0976318,D7462150389,7,3
J0976318,F6798140235,7,0
R5743210,W8541209376,7,6
C6052378,D2847605391,7,0
J0976318,F5397840216,7,0
P4679825,N7893041265,7,0
V0785219,F6798140235,7,0
U4379126,H4870651293,7,2
C6052378,N7893041265,7,8
X3276419,N3968425071,7,1
X3276419,K9807615423,7,0
V0785219,N5206314789,7,9
Q2458391,Q1903845762,7,2
Q6238945,N7893041265,7,0
J1724398,J7153964208,7,0
E7830462,N3968425071,7,0
E1782495,F9154368720,7,1
R5743210,A0148976253,7,2
E1782495,H4870651293,7,0
G8401537,L6257134098,7,0
E1782495,J7153964208,7,0
I0936428,V0912876453,7,0
P3582476,Z9427361580,7,4
G8401537,R1684503297,7,0
R5743210,G0291875346,7,2
I0936428,F5397840216,7,5
P3582476,R1684503297,7,11
J0976318,Z9427361580,7,1
E1782495,U8570641392,7,0
U4379126,L6257134098,7,0
U4379126,P2795683104,7,12
I0936428,N5206314789,7,1
V0785219,U8570641392,7,0
P4679825,Z5297041386,7,0
J7451839,D2847605391,7,2
E7830462,Z5297041386,7,5
X3276419,N7893041265,7,5
U4379126,D8627941503,7,5
J0976318,D2847605391,7,10
Q6238945,F5397840216,7,0
J1724398,Y0143857926,7,3
E1782495,Y0143857926,7,10
P3582476,J7153964208,7,13
Q6238945,Z5297041386,7,0
Q2458391,F6798140235,7,17
J0976318,J7153964208,7,0
I0936428,W8541209376,7,1
E1782495,D2847605391,7,0
R5743210,L6257134098,7,0
Q2458391,N3968425071,7,0
J0976318,N7893041265,7,2
U4379126,U8570641392,7,1
U4379126,W8541209376,7,0
