day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
1,3967,E7830462,F6798140235,1,19.9,11.0,1.4,115,67,15.4
1,3967,E7830462,I3891725640,1,19.9,12.0,1.3,115,67,15.6
1,3967,E7830462,Y0143857926,1,19.9,17.0,1.7,115,67,28.9
1,3967,E7830462,J7153964208,1,19.9,6.0,1.7,115,67,10.2
1,3967,E7830462,F5397840216,1,19.9,9.0,1.3,115,67,11.7
1,3967,E7830462,N3968425071,1,19.9,20.0,1.0,115,67,20.0
1,3967,E7830462,F9154368720,1,19.9,9.0,1.4,115,67,12.6
1,1502,C6052378,F6798140235,2,11.9,27.0,1.4,87,45,37.8
1,1502,C6052378,F5397840216,2,11.9,11.0,1.3,87,45,14.3
1,1502,C6052378,U8570641392,2,11.9,18.0,1.2,87,45,21.6
1,1502,C6052378,N3968425071,2,11.9,13.0,1.0,87,45,13.0
1,1502,V9476130,Y0143857926,3,19.9,20.0,1.7,115,67,34.0
1,1502,V9476130,Z5297041386,3,19.9,3.0,2.3,115,67,6.9
1,1502,V9476130,N3968425071,3,19.9,15.0,1.0,115,67,15.0
1,1502,V9476130,H4870651293,3,19.9,7.0,1.7,115,67,11.9
1,1502,V9476130,J7153964208,3,19.9,21.0,1.7,115,67,35.7
1,1502,V9476130,D2847605391,3,19.9,5.0,2.1,115,67,10.5
1,1502,J0976318,F6798140235,4,19.9,14.0,1.4,115,67,19.6
1,1502,J0976318,I3891725640,4,19.9,15.0,1.3,115,67,19.5
1,1502,J0976318,V0912876453,4,19.9,12.0,1.7,115,67,20.4
1,1502,J0976318,H4870651293,4,19.9,9.0,1.7,115,67,15.3
1,1502,J0976318,F5397840216,4,19.9,16.0,1.3,115,67,20.8
1,1502,J0976318,U8570641392,4,19.9,11.0,1.2,115,67,13.2
1,1502,J0976318,N3968425071,4,19.9,5.0,1.0,115,67,5.0
1,3967,J1724398,Y0143857926,5,19.9,5.0,1.7,115,67,8.5
1,3967,J1724398,P2795683104,5,19.9,7.0,1.6,115,67,11.2
1,3967,J1724398,F5397840216,5,19.9,25.0,1.3,115,67,32.5
1,3967,J1724398,U8570641392,5,19.9,23.0,1.2,115,67,27.6
1,3967,J1724398,N3968425071,5,19.9,20.0,1.0,115,67,20.0
1,3967,J1724398,F9154368720,5,19.9,10.0,1.4,115,67,14.0
1,3967,P4679825,I3891725640,6,19.9,17.0,1.3,115,67,22.1
1,3967,P4679825,V0912876453,6,19.9,20.0,1.7,115,67,34.0
1,3967,P4679825,F5397840216,6,19.9,12.0,1.3,115,67,15.6
1,3967,P4679825,N3968425071,6,19.9,24.0,1.0,115,67,24.0
1,3967,P4679825,H4870651293,6,19.9,11.0,1.7,115,67,18.7
1,1502,G8401537,F6798140235,7,19.9,12.0,1.4,115,67,16.799999999999997
1,1502,G8401537,I3891725640,7,19.9,17.0,1.3,115,67,22.1
1,1502,G8401537,P2795683104,7,19.9,7.0,1.6,115,67,11.2
1,1502,G8401537,H4870651293,7,19.9,5.0,1.7,115,67,8.5
1,1502,G8401537,F5397840216,7,19.9,28.0,1.3,115,67,36.4
1,1502,G8401537,N3968425071,7,19.9,15.0,1.0,115,67,15.0
1,1502,G8401537,F9154368720,7,19.9,3.0,1.4,115,67,4.199999999999999
1,1502,R5743210,I3891725640,8,19.9,16.0,1.3,115,67,20.8
1,1502,R5743210,P2795683104,8,19.9,13.0,1.6,115,67,20.8
1,1502,R5743210,H4870651293,8,19.9,13.0,1.7,115,67,22.1
1,1502,R5743210,F5397840216,8,19.9,13.0,1.3,115,67,16.900000000000002
1,1502,R5743210,U8570641392,8,19.9,9.0,1.2,115,67,10.8
1,1502,R5743210,F9154368720,8,19.9,16.0,1.4,115,67,22.4
1,3967,E1782495,F6798140235,9,11.9,5.0,1.4,87,45,7.0
1,3967,E1782495,I3891725640,9,11.9,16.0,1.3,87,45,20.8
1,3967,E1782495,P2795683104,9,11.9,2.0,1.6,87,45,3.2
1,3967,E1782495,F5397840216,9,11.9,4.0,1.3,87,45,5.2
1,3967,E1782495,U8570641392,9,11.9,13.0,1.2,87,45,15.6
1,3967,E1782495,N3968425071,9,11.9,17.0,1.0,87,45,17.0
1,3967,E1782495,F9154368720,9,11.9,13.0,1.4,87,45,18.2
1,1502,Q6238945,I3891725640,10,19.9,17.0,1.3,115,67,22.1
1,1502,Q6238945,F5397840216,10,19.9,11.0,1.3,115,67,14.3
1,1502,Q6238945,N3968425071,10,19.9,12.0,1.0,115,67,12.0
1,1502,Q6238945,F9154368720,10,19.9,12.0,1.4,115,67,16.799999999999997
1,1502,Q6238945,H4870651293,10,19.9,11.0,1.7,115,67,18.7
1,1502,Q6238945,F6798140235,10,19.9,22.0,1.4,115,67,30.8
1,1502,P3582476,I3891725640,11,19.9,19.0,1.3,115,67,24.7
1,1502,P3582476,F5397840216,11,19.9,18.0,1.3,115,67,23.4
1,1502,P3582476,N3968425071,11,19.9,11.0,1.0,115,67,11.0
1,1502,P3582476,J7153964208,11,19.9,23.0,1.7,115,67,39.1
1,1502,P3582476,F6798140235,11,19.9,12.0,1.4,115,67,16.799999999999997
1,3967,I0936428,F6798140235,12,19.9,11.0,1.4,115,67,15.4
1,3967,I0936428,I3891725640,12,19.9,17.0,1.3,115,67,22.1
1,3967,I0936428,P2795683104,12,19.9,14.0,1.6,115,67,22.4
1,3967,I0936428,F5397840216,12,19.9,18.0,1.3,115,67,23.4
1,3967,I0936428,U8570641392,12,19.9,1.0,1.2,115,67,1.2
1,3967,I0936428,N3968425071,12,19.9,26.0,1.0,115,67,26.0
1,3967,I0936428,F9154368720,12,19.9,3.0,1.4,115,67,4.199999999999999
1,3967,Q2458391,F6798140235,13,19.9,8.0,1.4,115,67,11.2
1,3967,Q2458391,I3891725640,13,19.9,15.0,1.3,115,67,19.5
1,3967,Q2458391,P2795683104,13,19.9,10.0,1.6,115,67,16.0
1,3967,Q2458391,F5397840216,13,19.9,11.0,1.3,115,67,14.3
1,3967,Q2458391,N3968425071,13,19.9,16.0,1.0,115,67,16.0
1,3967,Q2458391,F9154368720,13,19.9,16.0,1.4,115,67,22.4
1,3967,Q2458391,U8570641392,13,19.9,13.0,1.2,115,67,15.6
1,1502,V0785219,F6798140235,14,19.9,7.0,1.4,115,67,9.8
1,1502,V0785219,I3891725640,14,19.9,16.0,1.3,115,67,20.8
1,1502,V0785219,J7153964208,14,19.9,2.0,1.7,115,67,3.4
1,1502,V0785219,P2795683104,14,19.9,3.0,1.6,115,67,4.800000000000001
1,1502,V0785219,F5397840216,14,19.9,24.0,1.3,115,67,31.200000000000003
1,1502,V0785219,U8570641392,14,19.9,7.0,1.2,115,67,8.4
1,1502,V0785219,N3968425071,14,19.9,14.0,1.0,115,67,14.0
1,1502,V0785219,F9154368720,14,19.9,15.0,1.4,115,67,21.0
1,3967,U4379126,I3891725640,15,19.9,12.0,1.3,115,67,15.6
1,3967,U4379126,Y0143857926,15,19.9,16.0,1.7,115,67,27.2
1,3967,U4379126,P2795683104,15,19.9,5.0,1.6,115,67,8.0
1,3967,U4379126,F5397840216,15,19.9,21.0,1.3,115,67,27.3
1,3967,U4379126,U8570641392,15,19.9,14.0,1.2,115,67,16.8
1,3967,U4379126,N3968425071,15,19.9,7.0,1.0,115,67,7.0
