day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,3761,F3180597,19,10.1,69.0,132,86,131.1
1,3761,J0214637,1,10.1,88.0,132,86,132.0
1,5197,I9637541,12,9.0,56.0,97,65,89.60000000000001
1,5197,K1297583,11,10.1,36.0,132,86,46.800000000000004
1,5197,K1297583,15,10.1,53.0,132,86,116.60000000000001
1,5197,K7145862,14,10.1,48.0,132,86,129.60000000000002
1,5197,L0375624,46,10.1,59.0,132,86,129.8
2,3761,K1297583,10,10.1,69.0,132,86,131.1
2,3761,K1297583,36,10.1,81.0,132,86,121.5
2,3761,K1297583,69,9.0,29.0,97,65,55.099999999999994
2,3761,K7145862,59,9.0,68.0,97,65,81.6
2,3761,L0375624,70,9.0,28.0,97,65,53.199999999999996
2,3761,T1657904,51,10.1,18.0,132,86,27.0
2,3761,T1657904,88,10.1,88.0,132,86,132.0
2,5197,F3180597,48,10.1,48.0,132,86,129.60000000000002
2,5197,F3180597,49,10.1,48.0,132,86,129.60000000000002
2,5197,F3180597,50,10.1,13.0,132,86,35.1
2,5197,F3180597,80,9.0,6.0,97,65,16.200000000000003
2,5197,H3164725,45,10.1,48.0,132,86,129.60000000000002
2,5197,I9637541,83,9.0,3.0,97,65,8.100000000000001
2,5197,I9637541,89,9.0,84.0,97,65,84.0
2,5197,J0214637,7,10.1,59.0,132,86,129.8
2,5197,J0214637,77,9.0,14.0,97,65,30.800000000000004
2,5197,J0214637,82,9.0,4.0,97,65,8.8
2,5197,K1297583,43,10.1,47.0,132,86,126.9
2,5197,K1297583,65,9.0,44.0,97,65,96.80000000000001
2,5197,K1297583,67,9.0,41.0,97,65,65.60000000000001
2,5197,K7145862,74,9.0,18.0,97,65,48.6
2,5197,K7145862,86,10.1,94.0,132,86,122.2
2,5197,L0375624,47,10.1,119.0,132,86,119.0
2,5197,L0375624,73,9.0,18.0,97,65,39.6
2,5197,L0375624,90,10.1,75.0,132,86,97.5
2,5197,O4063529,18,9.0,43.0,97,65,55.9
2,5197,O4063529,21,9.0,34.0,97,65,74.80000000000001
2,5197,O4063529,72,9.0,23.0,97,65,36.800000000000004
2,5197,T1657904,56,10.1,59.0,132,86,129.8
2,5197,T1657904,57,10.1,32.0,132,86,70.4
2,5197,T1657904,75,9.0,17.0,97,65,45.900000000000006
3,3761,F3180597,6,10.1,5.0,132,86,7.5
3,3761,F3180597,22,10.1,88.0,132,86,132.0
3,3761,F3180597,68,9.0,37.0,97,65,44.4
3,3761,F3180597,81,9.0,4.0,97,65,7.6
3,3761,J0214637,71,9.0,26.0,97,65,39.0
3,3761,K1297583,33,10.1,92.0,132,86,110.39999999999999
3,3761,K7145862,34,10.1,88.0,132,86,132.0
3,3761,K7145862,76,9.0,14.0,97,65,21.0
3,3761,L0375624,38,10.1,69.0,132,86,131.1
3,3761,L0375624,91,9.0,45.0,97,65,67.5
3,3761,O4063529,13,9.0,36.0,97,65,68.39999999999999
3,3761,O4063529,41,9.0,52.0,97,65,78.0
3,3761,O4063529,63,9.0,46.0,97,65,55.199999999999996
3,3761,T1657904,8,9.0,69.0,97,65,82.8
3,3761,T1657904,54,10.1,69.0,132,86,131.1
3,3761,T1657904,55,10.1,26.0,132,86,49.4
3,5197,F3180597,20,10.1,37.0,132,86,59.2
3,5197,F3180597,29,10.1,48.0,132,86,129.60000000000002
3,5197,F3180597,35,10.1,82.0,132,86,131.20000000000002
3,5197,F3180597,42,10.1,48.0,132,86,105.60000000000001
3,5197,F3180597,58,9.0,69.0,97,65,69.0
3,5197,F3180597,60,9.0,63.0,97,65,81.9
3,5197,F3180597,62,9.0,50.0,97,65,65.0
3,5197,F3180597,66,9.0,42.0,97,65,92.4
3,5197,H3164725,84,9.0,2.0,97,65,5.4
3,5197,I9637541,5,10.1,9.0,132,86,11.700000000000001
3,5197,I9637541,16,10.1,48.0,132,86,129.60000000000002
3,5197,I9637541,30,10.1,52.0,132,86,114.4
3,5197,I9637541,31,10.1,48.0,132,86,129.60000000000002
3,5197,I9637541,37,9.0,71.0,97,65,92.3
3,5197,I9637541,85,10.1,101.0,132,86,131.3
3,5197,J0214637,27,10.1,59.0,132,86,129.8
3,5197,K1297583,3,10.1,48.0,132,86,129.60000000000002
3,5197,K1297583,23,9.0,66.0,97,65,85.8
3,5197,K1297583,28,10.1,59.0,132,86,129.8
3,5197,K1297583,32,9.0,33.0,97,65,33.0
3,5197,K1297583,40,10.1,59.0,132,86,129.8
3,5197,K1297583,44,9.0,25.0,97,65,67.5
3,5197,K1297583,64,10.1,46.0,132,86,101.2
3,5197,K7145862,24,10.1,48.0,132,86,129.60000000000002
3,5197,K7145862,25,10.1,48.0,132,86,129.60000000000002
3,5197,K7145862,79,9.0,10.0,97,65,27.0
3,5197,K7145862,92,9.0,35.0,97,65,35.0
3,5197,L0375624,52,10.1,59.0,132,86,129.8
3,5197,L0375624,53,10.1,38.0,132,86,83.60000000000001
3,5197,O4063529,17,10.1,59.0,132,86,129.8
3,5197,O4063529,26,10.1,82.0,132,86,131.20000000000002
3,5197,O4063529,87,10.1,88.0,132,86,114.4
3,5197,T1657904,2,10.1,46.0,132,86,124.2
3,5197,T1657904,4,10.1,48.0,132,86,129.60000000000002
3,5197,T1657904,9,10.1,48.0,132,86,129.60000000000002
3,5197,T1657904,39,10.1,59.0,132,86,129.8
3,5197,T1657904,61,9.0,53.0,97,65,53.0
3,5197,T1657904,78,9.0,14.0,97,65,30.800000000000004
