client_code,product_code,volume
U5390264,L2938760451,63
U5390264,Y4372086195,36
U5390264,C6319785042,88
U5390264,N0569731842,102
U5390264,S3926417580,53
U5390264,K3758621049,56
U5390264,W3409785261,89
U5390264,J9754083126,118
U5390264,I7104528963,100
U5390264,H3529748106,70
U5390264,C3456201978,46
U5390264,H7619085243,97
U5390264,V5613809724,35
U5390264,D0826149735,84
U5390264,Q6201489375,51
U5390264,T1086523974,56
L1675024,I2371840695,64
L1675024,V1836509247,59
L1675024,I2065978134,118
L1675024,F1270896345,40
L1675024,A1345287096,81
L1675024,R2467089513,49
L1675024,D0826149735,53
L1675024,W3409785261,82
L1675024,S3926417580,117
L1675024,Q6201489375,49
L1675024,L2938760451,48
L1675024,D7548601239,52
L1675024,X8743195260,43
L1675024,K2073194586,84
L1675024,Q7231048956,69
L1675024,H6857941023,101
L1675024,D4720518963,110
L1675024,P4705683129,53
L1675024,R2158369470,107
L1675024,Q8124763590,99
L1675024,Q4013285967,78
L1675024,G9876512403,82
L1675024,H3529748106,86
L1675024,M4183290756,31
L1675024,P5643789012,50
L1675024,T0639278451,67
L1675024,Z1340589762,85
L1675024,E9165870234,40
L1675024,C6319785042,79
L1675024,Y4372086195,32
L1675024,B7953148602,85
L1675024,V4387501692,38
L1675024,K1480693257,35
L1675024,A7813025649,119
L1675024,N0569731842,75
L1675024,A4512936078,99
L1675024,F5084273619,64
S4359187,C6319785042,38
S4359187,B7953148602,49
S4359187,C3456201978,37
S4359187,Q8124763590,88
S4359187,V0196347285,65
V9250813,A7813025649,40
V9250813,Y4372086195,30
V9250813,K3758621049,116
V9250813,Q8124763590,58
V9250813,X9615074328,80
V9250813,Q6201489375,91
V9250813,S1648257309,35
V9250813,B7953148602,63
V9250813,I7104528963,66
V9250813,V1836509247,91
V9250813,I2065978134,48
V9250813,M4183290756,72
V9250813,P4705683129,88
V9250813,W3409785261,103
V9250813,R2467089513,77
V9250813,Z1340589762,106
V9250813,T2670584391,71
V9250813,V0196347285,34
O1479230,V1836509247,70
O1479230,V5613809724,47
O1479230,S3926417580,54
O1479230,P9312840765,37
O4567019,X8743195260,88
O4567019,K2073194586,71
O4567019,I7104528963,72
O4567019,V4387501692,105
O4567019,M4183290756,49
O4567019,T2670584391,67
O4567019,Q6201489375,71
O4567019,T1086523974,55
M6791834,K3758621049,109
M6791834,I1937205684,44
M6791834,I1820457639,64
M6791834,K5283479160,74
M6791834,I2371840695,42
M6791834,V1836509247,93
M6791834,I7104528963,103
M6791834,I2065978134,83
M6791834,A1345287096,47
M6791834,V5613809724,98
M6791834,R2467089513,112
M6791834,W3409785261,34
M6791834,D0826149735,58
M6791834,Q6201489375,111
M6791834,V0196347285,87
M6791834,S3926417580,39
M6791834,S3489765102,64
M6791834,D7548601239,100
M6791834,X8743195260,48
M6791834,S1648257309,74
M6791834,K2073194586,99
M6791834,Q7231048956,82
M6791834,H6857941023,55
M6791834,D4720518963,98
M6791834,C3456201978,55
M6791834,R2158369470,85
M6791834,H7619085243,53
M6791834,Q8124763590,60
M6791834,P4705683129,69
M6791834,T2670584391,53
M6791834,P1635748092,109
M6791834,Q4013285967,96
M6791834,H3529748106,85
M6791834,M4183290756,118
M6791834,P5643789012,50
M6791834,T0639278451,120
M6791834,Z1340589762,71
M6791834,X9615074328,57
M6791834,C6319785042,111
M6791834,Y4372086195,67
M6791834,E9165870234,71
M6791834,J9754083126,51
M6791834,V4387501692,57
M6791834,K1480693257,35
M6791834,A7813025649,101
M6791834,N0569731842,98
M6791834,A4512936078,113
M6791834,T1086523974,78
B2594073,S3489765102,71
B2594073,C6319785042,77
B2594073,K3758621049,78
B2594073,J9754083126,64
B2594073,I7104528963,43
B2594073,R2467089513,67
L0184236,L2938760451,116
L0184236,P1635748092,41
L0184236,C6319785042,76
L0184236,X8743195260,65
L0184236,T2670584391,75
L0184236,E9165870234,67
L0184236,G9876512403,59
L0184236,J9754083126,116
L0184236,S1648257309,81
L0184236,K2073194586,83
L0184236,Q7231048956,87
L0184236,M4183290756,78
L0184236,A1345287096,76
L0184236,T0639278451,96
L0184236,D0826149735,76
L0184236,A4512936078,88
L0184236,T1086523974,69
F4920358,P9312840765,99
F4920358,Q4013285967,93
F4920358,C3456201978,105
F4920358,V4387501692,65
F4920358,H6857941023,86
F4920358,P5643789012,75
F4920358,R2158369470,105
F4920358,T2670584391,65
F4920358,Z1340589762,78
T2014675,K3758621049,41
T2014675,I1937205684,91
T2014675,I1820457639,97
T2014675,V1836509247,71
T2014675,A1345287096,107
T2014675,D0826149735,69
T2014675,S3926417580,72
T2014675,V0196347285,47
T2014675,L2938760451,109
T2014675,D7548601239,102
T2014675,S3489765102,75
T2014675,X8743195260,60
T2014675,S1648257309,118
T2014675,K2073194586,50
T2014675,H6857941023,48
T2014675,D4720518963,65
T2014675,H7619085243,113
T2014675,P1635748092,119
T2014675,Q4013285967,67
T2014675,H3529748106,110
T2014675,T0639278451,119
T2014675,X9615074328,64
T2014675,T7254391680,69
T2014675,J9754083126,98
T2014675,V4387501692,108
T2014675,K1480693257,34
T2014675,F5084273619,74
H6475890,K3758621049,104
H6475890,I1937205684,69
H6475890,K5283479160,94
H6475890,I2371840695,70
H6475890,V1836509247,76
H6475890,I2065978134,111
H6475890,A1345287096,104
H6475890,V5613809724,86
H6475890,R2467089513,79
H6475890,W3409785261,33
H6475890,S3926417580,42
H6475890,L2938760451,48
H6475890,D7548601239,109
H6475890,X8743195260,59
H6475890,Q7231048956,75
H6475890,P4705683129,108
H6475890,C3456201978,99
H6475890,R2158369470,99
H6475890,Q8124763590,77
H6475890,P1635748092,108
H6475890,T1086523974,54
H6475890,P5643789012,39
H6475890,T0639278451,115
H6475890,E9165870234,90
H6475890,J9754083126,97
H6475890,B7953148602,45
H6475890,V4387501692,105
H6475890,K1480693257,88
H6475890,A7813025649,96
H6475890,N0569731842,66
H6475890,A4512936078,102
H6475890,F5084273619,69
D5473629,K3758621049,58
D5473629,P9312840765,87
D5473629,I1820457639,99
D5473629,I2371840695,90
D5473629,V1836509247,67
D5473629,I7104528963,108
D5473629,I2065978134,68
D5473629,F1270896345,87
D5473629,V5613809724,76
D5473629,R2467089513,65
D5473629,D0826149735,60
D5473629,W3409785261,86
D5473629,A1345287096,110
D5473629,V0196347285,115
D5473629,L2938760451,112
D5473629,X8743195260,53
D5473629,S1648257309,118
D5473629,K2073194586,94
D5473629,Q7231048956,99
D5473629,H6857941023,47
D5473629,D4720518963,71
D5473629,C3456201978,120
D5473629,R2158369470,101
D5473629,H7619085243,62
D5473629,Q8124763590,45
D5473629,T2670584391,83
D5473629,P1635748092,93
D5473629,Q4013285967,45
D5473629,T1086523974,41
D5473629,G9876512403,60
D5473629,H3529748106,92
D5473629,M4183290756,56
D5473629,P5643789012,98
D5473629,Z1340589762,33
D5473629,Y4372086195,113
D5473629,E9165870234,105
D5473629,T7254391680,61
D5473629,J9754083126,95
D5473629,B7953148602,111
D5473629,V4387501692,37
D5473629,N0569731842,41
D5473629,A4512936078,115
D5473629,F5084273619,86
A2653478,P9312840765,106
A2653478,I1820457639,54
A2653478,K5283479160,101
A2653478,I2371840695,107
A2653478,V1836509247,59
A2653478,I2065978134,41
A2653478,F1270896345,45
A2653478,V5613809724,89
A2653478,R2467089513,42
A2653478,S3926417580,69
A2653478,V0196347285,99
A2653478,S3489765102,33
A2653478,X8743195260,64
A2653478,S1648257309,79
A2653478,K2073194586,56
A2653478,C3456201978,117
A2653478,R2158369470,54
A2653478,T2670584391,73
A2653478,P1635748092,73
A2653478,Q4013285967,82
A2653478,G9876512403,48
A2653478,T0639278451,51
A2653478,C6319785042,71
A2653478,K1480693257,41
A2653478,A7813025649,118
A2653478,A4512936078,81
P0914376,P9312840765,105
P0914376,W3409785261,63
P0914376,V5613809724,113
P0914376,R2467089513,34
P0914376,Q6201489375,66
P0914376,D7548601239,73
P0914376,X8743195260,107
P0914376,K2073194586,44
P0914376,D4720518963,48
P0914376,R2158369470,67
P0914376,P1635748092,74
P0914376,M4183290756,65
P0914376,T0639278451,78
P0914376,C6319785042,45
P0914376,Y4372086195,112
P0914376,F5084273619,64
P0914376,A7813025649,97
P0914376,N0569731842,51
P0914376,T1086523974,115
W5421793,K3758621049,44
W5421793,I1937205684,92
W5421793,P9312840765,108
W5421793,I1820457639,56
W5421793,K5283479160,64
W5421793,I2371840695,35
W5421793,V1836509247,41
W5421793,I7104528963,62
W5421793,I2065978134,97
W5421793,A1345287096,88
W5421793,V5613809724,57
W5421793,F1270896345,75
W5421793,W3409785261,62
W5421793,R2467089513,36
W5421793,S3926417580,45
W5421793,V0196347285,77
W5421793,L2938760451,96
W5421793,S3489765102,35
W5421793,D7548601239,117
W5421793,X8743195260,115
W5421793,S1648257309,45
W5421793,K2073194586,118
