product_code,standard_size
Z3095248167,1.8
X4139270568,2.0
Y9318746025,2.1
V1648735209,2.1
O3286759041,3.0
O4973608215,2.6
V3192658704,1.7
O6290841537,2.8
D4738650912,2.6
B0258316479,2.3
P1638425079,2.9
W8973426150,1.3
I1695423870,1.8
E5308471629,1.2
W7091345682,1.2
L6950132784,2.2
W4283597601,1.6
C6305148792,2.4
P3098756241,1.9
K4932051867,2.5
A7961380542,1.6
F8674152039,2.4
Y1796325840,1.2
T8942035176,1.3
B2163045978,2.1
I4230875196,1.0
T0283547169,2.0
T8035927641,1.1
Z7891364205,1.7
Z2370519846,1.5
G5217036894,1.7
E6408135972,2.5
L1563240789,2.0
F6837154029,2.0
C0872951436,2.3
K7129645038,2.3
M0395842167,1.3
G1985072643,2.6
M8690157423,1.3
Q5468923107,2.0
G1935648720,1.6
U2037814659,2.5
I8356721490,1.2
Z9504826173,1.2
K7856290143,2.4
C2780541639,2.0
