plant_code,product_code,day,volume
9683,U4863721950,1,0.0
9683,U4863721950,2,0.0
9683,U4863721950,3,0.0
9683,G6403782915,1,0.0
9683,G6403782915,2,0.0
9683,G6403782915,3,0.0
9683,G5629170438,1,0.0
9683,G5629170438,2,0.0
9683,G5629170438,3,0.0
9683,T4176302958,1,276.0
9683,T4176302958,2,234.0
9683,T4176302958,3,150.0
9683,D0148597623,1,0.0
9683,D0148597623,2,0.0
9683,D0148597623,3,0.0
9683,F2370865194,1,0.0
9683,F2370865194,2,0.0
9683,F2370865194,3,0.0
9683,X6159782043,1,0.0
9683,X6159782043,2,0.0
9683,X6159782043,3,0.0
9683,H0745239618,1,297.0
9683,H0745239618,2,389.0
9683,H0745239618,3,323.0
9683,A3651084972,1,422.0
9683,A3651084972,2,427.0
9683,A3651084972,3,302.0
9683,J4219605378,1,271.0
9683,J4219605378,2,311.0
9683,J4219605378,3,230.0
9683,V3618427905,1,0.0
9683,V3618427905,2,0.0
9683,V3618427905,3,0.0
9683,L6413275890,1,0.0
9683,L6413275890,2,0.0
9683,L6413275890,3,0.0
9683,X6280534791,1,6.0
9683,X6280534791,2,6.0
9683,X6280534791,3,6.0
9683,L1456320987,1,0.0
9683,L1456320987,2,0.0
9683,L1456320987,3,0.0
9683,J4816930257,1,247.0
9683,J4816930257,2,372.0
9683,J4816930257,3,310.0
9683,K5498067231,1,0.0
9683,K5498067231,2,0.0
9683,K5498067231,3,0.0
9683,H7981243650,1,0.0
9683,H7981243650,2,0.0
9683,H7981243650,3,0.0
9683,B5364291078,1,0.0
9683,B5364291078,2,0.0
9683,B5364291078,3,0.0
9683,V6831072495,1,405.0
9683,V6831072495,2,492.0
9683,V6831072495,3,351.0
9683,A0691457328,1,0.0
9683,A0691457328,2,0.0
9683,A0691457328,3,0.0
9683,U4129586307,1,0.0
9683,U4129586307,2,0.0
9683,U4129586307,3,0.0
9683,E5681703294,1,0.0
9683,E5681703294,2,0.0
9683,E5681703294,3,0.0
9683,O0958362741,1,452.0
9683,O0958362741,2,432.0
9683,O0958362741,3,57.0
9683,V8790643512,1,246.0
9683,V8790643512,2,293.0
9683,V8790643512,3,209.0
9683,I0167853429,1,0.0
9683,I0167853429,2,0.0
9683,I0167853429,3,0.0
9683,V5940368721,1,0.0
9683,V5940368721,2,0.0
9683,V5940368721,3,0.0
9683,H3165420978,1,0.0
9683,H3165420978,2,0.0
9683,H3165420978,3,0.0
9683,U5248109637,1,0.0
9683,U5248109637,2,0.0
9683,U5248109637,3,0.0
9683,X0548391762,1,0.0
9683,X0548391762,2,0.0
9683,X0548391762,3,0.0
9683,R5813672940,1,0.0
9683,R5813672940,2,0.0
9683,R5813672940,3,0.0
9683,D6972450318,1,522.0
9683,D6972450318,2,518.0
9683,D6972450318,3,429.0
9683,E0268531497,1,319.0
9683,E0268531497,2,458.0
9683,E0268531497,3,309.0
9683,I4219356087,1,183.0
9683,I4219356087,2,259.0
9683,I4219356087,3,165.0
9683,H8706514329,1,0.0
9683,H8706514329,2,0.0
9683,H8706514329,3,0.0
9683,M6843907512,1,0.0
9683,M6843907512,2,0.0
9683,M6843907512,3,0.0
9683,D8047316529,1,514.0
9683,D8047316529,2,590.0
9683,D8047316529,3,398.0
9683,C9832105647,1,545.0
