plant_code,product_code,volume
2074,K0291657834,165
2074,Y2574386019,169
2074,O6578941230,206
2074,D3524679180,197
2074,H8260351479,91
2074,S0821594367,120
2074,N7925031684,173
2074,A5670891342,114
2074,P0549231876,166
2074,X6951208734,186
2074,X9146378502,101
2074,P4758920631,116
2074,M9463502187,73
2074,T2376914085,76
2074,F5912678034,207
2074,E7185942360,213
2074,Z8941275063,187
2074,L6145387029,178
2074,M0298635741,75
2074,D9041875632,138
2074,F0497615238,196
2074,V3806472195,218
2074,R7309815624,173
2074,R3298607541,66
2074,N2810534769,97
2074,G7930658421,175
2074,Z1379264058,76
2074,S6078149532,155
2074,O3920187645,178
2074,D3504891672,120
2074,O9047138625,130
2074,F7695143802,94
2074,W9128063457,157
2074,V7403619852,183
2074,K6392740815,169
2074,Y3259014687,105
2074,I5816290437,129
2074,C3581604729,160
2074,T1625438097,174
2074,M7926304851,108
2074,W1394576028,183
2074,M2468973501,62
2074,Q9352840671,71
2074,Q1486532097,76
2074,I0794328615,133
2074,K6257813049,114
2074,J2097386451,177
2074,M8791326054,98
2074,O3019748265,123
2074,U9351742068,132
2074,V0364158279,182
2074,B1708234695,92
2074,W0973548216,183
2074,Z3679215084,99
2074,T8745396012,121
2074,L5629840713,200
2074,H3258946710,79
2074,R8953716420,184
2074,E3064752918,177
2074,U6370152849,107
2074,V6791834025,89
2074,Y0298641537,153
2074,U9768310425,145
2074,G6857290341,139
2074,U5786201349,78
2074,W4739520186,171
2074,W2974051683,147
2074,V7628159043,126
2074,I0584176239,150
2074,A8496570123,115
2074,D2701493568,183
2074,Q5819473206,172
2074,P8296145703,162
2074,F9705132684,129
2074,L1629847035,130
2074,B4619702385,102
2074,I1674208539,128
2074,G3865294170,152
2074,O4896273051,110
5964,K0291657834,138
5964,Y2574386019,84
5964,O6578941230,169
5964,D3524679180,87
5964,H8260351479,118
5964,S0821594367,98
5964,N7925031684,177
5964,A5670891342,193
5964,P0549231876,129
5964,X6951208734,68
5964,X9146378502,152
5964,P4758920631,199
5964,M9463502187,139
5964,T2376914085,59
5964,F5912678034,196
5964,E7185942360,187
5964,Z8941275063,117
5964,L6145387029,233
5964,M0298635741,143
5964,D9041875632,158
5964,F0497615238,128
5964,V3806472195,196
5964,R7309815624,83
5964,R3298607541,69
5964,N2810534769,91
5964,G7930658421,177
5964,Z1379264058,79
5964,S6078149532,70
5964,O3920187645,199
5964,D3504891672,120
5964,O9047138625,76
5964,F7695143802,112
5964,W9128063457,135
5964,V7403619852,166
5964,K6392740815,170
5964,Y3259014687,80
5964,I5816290437,84
5964,C3581604729,81
5964,T1625438097,97
5964,M7926304851,116
5964,W1394576028,142
5964,M2468973501,64
5964,Q9352840671,74
5964,Q1486532097,205
5964,I0794328615,103
5964,K6257813049,158
5964,J2097386451,108
5964,M8791326054,177
5964,O3019748265,76
5964,U9351742068,146
5964,V0364158279,90
5964,B1708234695,126
5964,W0973548216,119
5964,Z3679215084,197
5964,T8745396012,120
5964,L5629840713,114
5964,H3258946710,111
5964,R8953716420,75
5964,E3064752918,152
5964,U6370152849,119
5964,V6791834025,187
5964,Y0298641537,66
5964,U9768310425,105
5964,G6857290341,132
5964,U5786201349,134
5964,W4739520186,132
5964,W2974051683,216
5964,V7628159043,151
5964,I0584176239,104
5964,A8496570123,166
5964,D2701493568,186
5964,Q5819473206,82
5964,P8296145703,89
5964,F9705132684,112
5964,L1629847035,150
5964,B4619702385,99
5964,I1674208539,141
5964,G3865294170,170
5964,O4896273051,93
3357,K0291657834,131
3357,Y2574386019,58
3357,O6578941230,212
3357,D3524679180,194
3357,H8260351479,180
3357,S0821594367,161
3357,N7925031684,88
3357,A5670891342,120
3357,P0549231876,141
3357,X6951208734,138
3357,X9146378502,77
3357,P4758920631,83
3357,M9463502187,93
3357,T2376914085,99
3357,F5912678034,137
3357,E7185942360,205
3357,Z8941275063,179
3357,L6145387029,232
3357,M0298635741,117
3357,D9041875632,145
3357,F0497615238,106
3357,V3806472195,84
3357,R7309815624,89
3357,R3298607541,77
