product_code,standard_size
K0291657834,1.7
Y2574386019,2.9
O6578941230,2.8
D3524679180,2.6
H8260351479,2.1
S0821594367,2.6
N7925031684,1.2
A5670891342,1.6
P0549231876,2.5
X6951208734,1.6
X9146378502,1.6
P4758920631,1.2
M9463502187,2.7
T2376914085,1.8
F5912678034,1.2
E7185942360,2.9
Z8941275063,2.2
L6145387029,3.0
M0298635741,1.5
D9041875632,2.5
F0497615238,2.8
V3806472195,2.4
R7309815624,1.7
R3298607541,1.3
N2810534769,1.0
G7930658421,2.6
Z1379264058,1.0
S6078149532,1.1
O3920187645,1.8
D3504891672,2.0
O9047138625,1.3
F7695143802,2.2
W9128063457,1.2
V7403619852,2.3
K6392740815,2.6
Y3259014687,1.5
I5816290437,1.5
C3581604729,2.8
T1625438097,1.5
M7926304851,2.7
W1394576028,1.5
M2468973501,2.9
Q9352840671,1.9
Q1486532097,2.1
I0794328615,1.6
K6257813049,1.4
J2097386451,1.9
M8791326054,2.3
O3019748265,1.6
U9351742068,1.7
V0364158279,1.2
B1708234695,1.3
W0973548216,1.6
Z3679215084,2.9
T8745396012,1.2
L5629840713,2.5
H3258946710,2.8
R8953716420,1.8
E3064752918,2.0
U6370152849,2.0
V6791834025,1.6
Y0298641537,1.3
U9768310425,2.4
G6857290341,2.4
U5786201349,2.7
W4739520186,1.2
W2974051683,1.4
V7628159043,2.6
I0584176239,2.9
A8496570123,1.5
D2701493568,1.5
Q5819473206,2.6
P8296145703,2.9
F9705132684,1.3
L1629847035,2.2
B4619702385,2.2
I1674208539,2.3
G3865294170,1.7
O4896273051,2.5
