day,plant_code,client_code,vehicle_id,vehicle_type,qty,carry_standard_size,min_standard_size,occupied_size
1,6333,A2317049,3,17.6,94.0,132,73,131.6
1,6333,A2317049,4,17.6,24.0,132,73,33.599999999999994
1,6333,A2317049,109,17.6,29.0,132,73,49.3
1,6333,B6528143,43,17.6,45.0,132,73,130.5
1,6333,B6528143,44,17.6,16.0,132,73,46.4
1,6333,B6528143,45,17.6,59.0,132,73,129.8
1,6333,B6528143,46,12.5,46.0,117,74,101.2
1,6333,B6528143,61,17.6,66.0,132,73,132.0
1,6333,B6528143,62,17.6,30.0,132,73,60.0
1,6333,B6528143,65,17.6,69.0,132,73,131.1
1,6333,B6528143,66,17.6,26.0,132,73,49.4
1,6333,B6528143,127,12.5,44.0,117,74,74.8
1,6333,B6528143,302,17.6,77.0,132,73,130.9
1,6333,B6528143,303,17.6,12.0,132,73,20.4
1,6333,D7538126,14,17.6,57.0,132,73,131.1
1,6333,D7538126,15,17.6,57.0,132,73,131.1
1,6333,D7538126,38,17.6,94.0,132,73,131.6
1,6333,D7538126,39,17.6,15.0,132,73,21.0
1,6333,D7538126,97,17.6,66.0,132,73,132.0
1,6333,D7538126,223,12.5,55.0,117,74,104.5
1,6333,D7538126,276,17.6,77.0,132,73,130.9
1,6333,D7538126,277,17.6,14.0,132,73,23.8
1,6333,E1902743,60,17.6,19.0,132,73,55.1
1,6333,E1902743,67,17.6,47.0,132,73,131.6
1,6333,E1902743,68,17.6,47.0,132,73,131.6
1,6333,E1902743,292,17.6,45.0,132,73,130.5
1,6333,E1902743,293,17.6,34.0,132,73,98.6
1,6333,E2376509,7,17.6,66.0,132,73,132.0
1,6333,E2376509,8,12.5,50.0,117,74,100.0
1,6333,E2376509,84,17.6,15.0,132,73,42.0
1,6333,E2376509,88,17.6,77.0,132,73,130.9
1,6333,E2376509,89,17.6,9.0,132,73,15.299999999999999
1,6333,E2376509,134,12.5,35.0,117,74,77.0
1,6333,E2376509,180,12.5,27.0,117,74,51.3
1,6333,E2376509,207,17.6,69.0,132,73,131.1
1,6333,E2376509,286,17.6,58.0,132,73,98.6
1,6333,E2376509,289,17.6,45.0,132,73,130.5
1,6333,E2376509,290,17.6,1.0,132,73,2.9
1,6333,F5036127,2,12.5,49.0,117,74,93.1
1,6333,F5036127,36,17.6,47.0,132,73,131.6
1,6333,F5036127,37,17.6,15.0,132,73,42.0
1,6333,F5036127,71,17.6,47.0,132,73,131.6
1,6333,F5036127,72,17.6,46.0,132,73,128.79999999999998
1,6333,F5036127,86,17.6,57.0,132,73,131.1
1,6333,F5036127,87,17.6,29.0,132,73,66.69999999999999
1,6333,F5036127,130,12.5,47.0,117,74,103.4
1,6333,H5982471,108,17.6,57.0,132,73,131.1
1,6333,H5982471,133,17.6,40.0,132,73,68.0
1,6333,N7193540,11,17.6,47.0,132,73,131.6
