day,plant_code,client_code,product_code,vehicle_id,vehicle_type,qty,standard_size,carry_standard_size,min_standard_size,occupied_size
1,9179,O2897603,Q1854729603,1,17.6,69.0,1.9,132,73,131.1
1,6333,F5036127,O0578234619,2,12.5,49.0,1.9,117,74,93.1
1,6333,A2317049,D4810925367,3,17.6,94.0,1.4,132,73,131.6
1,6333,A2317049,D4810925367,4,17.6,24.0,1.4,132,73,33.599999999999994
1,6333,Q7895604,O0578234619,5,17.6,69.0,1.9,132,73,131.1
1,6333,Q7895604,O0578234619,6,12.5,48.0,1.9,117,74,91.19999999999999
1,6333,E2376509,A5913064827,7,17.6,66.0,2.0,132,73,132.0
1,6333,E2376509,A5913064827,8,12.5,50.0,2.0,117,74,100.0
1,9179,O2897603,K1742308956,9,17.6,59.0,2.2,132,73,129.8
1,9179,B6528143,K1742308956,10,17.6,59.0,2.2,132,73,129.8
1,6333,N7193540,Y3671820945,11,17.6,47.0,2.8,132,73,131.6
1,6333,N7193540,Y3671820945,12,17.6,47.0,2.8,132,73,131.6
1,6333,N7193540,Y3671820945,13,17.6,21.0,2.8,132,73,58.8
1,6333,D7538126,Y8673140529,14,17.6,57.0,2.3,132,73,131.1
1,6333,D7538126,Y8673140529,15,17.6,57.0,2.3,132,73,131.1
1,9179,A2317049,U6492531807,16,17.6,77.0,1.7,132,73,130.9
1,9179,A2317049,U6492531807,17,17.6,37.0,1.7,132,73,62.9
1,6333,T1890752,D4810925367,18,17.6,94.0,1.4,132,73,131.6
1,6333,T1890752,D4810925367,19,17.6,20.0,1.4,132,73,28.0
1,9179,V8546092,S7263195408,20,17.6,113.0,1.1,132,73,124.30000000000001
1,9179,D7538126,E8903462571,21,17.6,47.0,2.8,132,73,131.6
1,9179,D7538126,E8903462571,22,17.6,47.0,2.8,132,73,131.6
1,9179,D7538126,E8903462571,23,17.6,18.0,2.8,132,73,50.4
1,9179,O2897603,L3284075691,24,17.6,66.0,2.0,132,73,132.0
1,9179,O2897603,L3284075691,25,12.5,46.0,2.0,117,74,92.0
1,9179,T1890752,L3284075691,26,17.6,66.0,2.0,132,73,132.0
1,9179,T1890752,L3284075691,27,12.5,45.0,2.0,117,74,90.0
1,9179,E1902743,E8903462571,28,17.6,47.0,2.8,132,73,131.6
1,9179,E1902743,E8903462571,29,17.6,47.0,2.8,132,73,131.6
1,9179,E1902743,E8903462571,30,17.6,5.0,2.8,132,73,14.0
1,9179,Q7895604,L3284075691,31,17.6,66.0,2.0,132,73,132.0
1,9179,Q7895604,L3284075691,32,12.5,43.0,2.0,117,74,86.0
1,6333,Q7895604,E8903462571,33,17.6,47.0,2.8,132,73,131.6
1,6333,Q7895604,E8903462571,34,17.6,47.0,2.8,132,73,131.6
1,6333,Q7895604,E8903462571,35,17.6,15.0,2.8,132,73,42.0
1,6333,F5036127,E8903462571,36,17.6,47.0,2.8,132,73,131.6
1,6333,F5036127,E8903462571,37,17.6,15.0,2.8,132,73,42.0
1,6333,D7538126,D4810925367,38,17.6,94.0,1.4,132,73,131.6
