client_code,product_code,volume
E8743690,R9436178052,101
E8743690,W7258103964,96
E8743690,T0349871625,74
E8743690,Z9578603412,102
E8743690,H2950387416,53
E8743690,Q7816540293,119
E8743690,E9276841053,33
E8743690,W5042739681,36
E8743690,N3612579840,93
E8743690,J6841937205,107
E8743690,E7405132689,98
R6392487,W7258103964,38
R6392487,B5481263709,76
R6392487,Q5931827640,101
R6392487,Y5374180926,59
R6392487,C6459381027,81
R6392487,E2794031586,100
R6392487,W5042739681,98
R6392487,S8564370291,48
R6392487,O4128360579,67
R6392487,K5216374809,44
R6392487,E7405132689,119
Q4876031,R9436178052,35
Q4876031,N2851607349,76
Q4876031,O0436258917,86
Q4876031,W5042739681,89
Q4876031,I8260147593,97
Q4876031,T0349871625,91
Q4876031,Z0195736842,77
Q4876031,A3921587640,44
Q4876031,F6713895042,97
Q4876031,C6459381027,59
Q4876031,S8564370291,59
Q4876031,E8725364091,42
Q4876031,G3982015647,73
Q4876031,N3612579840,53
Q4876031,N8419520673,38
Q4876031,Z7458160293,45
Q4876031,K5216374809,76
Q4876031,P7602841539,111
Q4876031,T5186294370,100
Q4876031,H2950387416,108
Q4876031,Y5374180926,83
Q4876031,O1547908263,112
Q4876031,F2468037195,102
Q4876031,W1069238457,96
Q4876031,Q7816540293,107
Q4876031,E7405132689,84
P3148509,R9436178052,111
P3148509,O0436258917,116
P3148509,T0137645298,104
P3148509,W5042739681,111
P3148509,O4128360579,61
P3148509,C9681704235,36
P3148509,C5846732019,77
P3148509,H7963521480,89
P3148509,T0349871625,96
P3148509,Z0195736842,100
P3148509,C6459381027,68
P3148509,A3921587640,57
P3148509,S8564370291,44
P3148509,W7258103964,119
P3148509,B5481263709,81
P3148509,R7891536240,69
P3148509,E8725364091,107
P3148509,Q5931827640,85
P3148509,Z9578603412,101
P3148509,P1793256480,69
P3148509,M6927540318,108
P3148509,G3982015647,99
P3148509,N3612579840,69
P3148509,N8419520673,62
P3148509,X7514690832,56
P3148509,J6841937205,74
P3148509,K5216374809,103
P3148509,T1307956824,41
P3148509,H2950387416,97
P3148509,Y5374180926,100
P3148509,O1547908263,54
P3148509,E2794031586,102
P3148509,H6743258910,81
P3148509,W1069238457,64
P3148509,Q7816540293,62
P3148509,Q6873450912,108
P3148509,E7405132689,112
Q2750316,E8725364091,71
Q2750316,H7963521480,100
Q2750316,Z9578603412,74
Q2750316,N2743159806,43
Q2750316,N8419520673,86
L9183706,R9436178052,47
L9183706,N2851607349,58
L9183706,O0436258917,105
L9183706,W5042739681,33
L9183706,O4128360579,61
L9183706,C9681704235,32
L9183706,I8260147593,43
L9183706,H7963521480,43
L9183706,T0349871625,117
L9183706,W9865107243,101
L9183706,Z0195736842,66
L9183706,C6459381027,90
L9183706,B5481263709,106
L9183706,E8725364091,34
L9183706,Z9578603412,76
L9183706,N3612579840,34
L9183706,N8419520673,91
L9183706,J6841937205,114
L9183706,Z7458160293,35
L9183706,T1307956824,97
L9183706,T5186294370,78
L9183706,P7602841539,56
L9183706,O1547908263,99
L9183706,E2794031586,108
L9183706,E9276841053,67
L9183706,F2468037195,79
L9183706,H6743258910,34
L9183706,W1069238457,77
L9183706,Q6873450912,54
A1865720,R9436178052,113
A1865720,O0436258917,32
A1865720,T0137645298,90
A1865720,W5042739681,80
A1865720,C5846732019,119
A1865720,N9372046815,83
A1865720,I8260147593,32
A1865720,H7963521480,99
A1865720,T0349871625,58
A1865720,A3921587640,88
A1865720,F6713895042,59
A1865720,S8564370291,39
A1865720,W7258103964,55
A1865720,B5481263709,109
A1865720,R7891536240,98
A1865720,Z9578603412,36
A1865720,P1793256480,73
A1865720,M6927540318,47
A1865720,X7514690832,65
A1865720,J6841937205,111
A1865720,Z7458160293,45
A1865720,T1307956824,73
A1865720,H2950387416,41
A1865720,Y5374180926,89
A1865720,E2794031586,75
A1865720,E9276841053,49
A1865720,F2468037195,31
A1865720,H6743258910,118
A1865720,W1069238457,85
A1865720,Q6873450912,82
S0514297,R9436178052,37
S0514297,N2851607349,69
S0514297,O0436258917,97
S0514297,T0137645298,37
S0514297,W5042739681,118
S0514297,C9681704235,37
S0514297,C5846732019,57
S0514297,N9372046815,79
S0514297,I8260147593,88
S0514297,H7963521480,96
S0514297,T0349871625,98
S0514297,T6824391057,31
S0514297,A3921587640,51
S0514297,F6713895042,120
S0514297,S8564370291,93
S0514297,E8725364091,79
S0514297,Z9578603412,55
S0514297,Q5931827640,47
S0514297,P1793256480,97
S0514297,G3982015647,71
S0514297,N2743159806,75
S0514297,N3612579840,106
S0514297,N8419520673,103
S0514297,Z7458160293,100
S0514297,J6841937205,51
S0514297,K5216374809,35
S0514297,T5186294370,72
S0514297,P7602841539,50
S0514297,T1307956824,33
S0514297,H2950387416,60
S0514297,Y5374180926,97
S0514297,F2468037195,61
S0514297,E9276841053,109
S0514297,H6743258910,33
S0514297,Q6873450912,59
S0514297,E7405132689,51
R1976840,B5481263709,109
R1976840,O0436258917,104
R1976840,W5042739681,89
R1976840,E7405132689,51
